race_slug,race_id,driver_id,finishing_position,starting_position,car_number,status,laps,notes
2004-rainbow-bingo-and-casino-championship-80,,7419,19,,,,,
2004-rainbow-bingo-and-casino-championship-80,,11096,20,,,,,
2004-rainbow-bingo-and-casino-championship-80,,13291,21,,,,,
2004-rainbow-bingo-and-casino-championship-80,,22266,22,,,,,
2004-rainbow-bingo-and-casino-championship-80,,8145,23,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,3880,1,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,181,2,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,20451,3,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,603,4,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,20139,5,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,11210,6,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,15866,7,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,10910,8,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,11765,9,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,6359,10,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,21903,11,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,8526,12,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,6821,13,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,4194,14,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,14294,15,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,7419,16,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,1662,17,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,19122,18,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,10667,19,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,11096,20,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,13983,21,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,19598,22,,,,,
2005-new-beginnings-100-presented-by-pickett-septic,,8314,23,,,,,
2005-bud-spring-classic,,17512,1,,,,,
2005-bud-spring-classic,,11080,2,,,,,
2005-bud-spring-classic,,11210,3,,,,,
2005-bud-spring-classic,,21377,4,,,,,
2005-bud-spring-classic,,681,5,,,,,
2005-bud-spring-classic,,21465,6,,,,,
2005-bud-spring-classic,,22275,7,,,,,
2005-bud-spring-classic,,16017,8,,,,,
2005-bud-spring-classic,,6821,9,,,,,
2005-bud-spring-classic,,19635,10,,,,,
2005-bud-spring-classic,,10910,11,,,,,
2005-bud-spring-classic,,15866,12,,,,,
2005-bud-spring-classic,,4194,13,,,,,
2005-bud-spring-classic,,20451,14,,,,,
2005-bud-spring-classic,,8526,15,,,,,
2005-bud-spring-classic,,181,16,,,,,
2005-bud-spring-classic,,11214,17,,,,,
2005-bud-spring-classic,,22651,18,,,,,
2005-bud-spring-classic,,19122,19,,,,,
2005-bud-spring-classic,,8314,20,,,,,
2005-bud-spring-classic,,22266,21,,,,,
2005-bud-spring-classic,,10389,22,,,,,
2005-bud-spring-classic,,13086,23,,,,,
2005-star-packaging-100,,8314,1,,,,,
2005-star-packaging-100,,17512,2,,,,,
2005-star-packaging-100,,11210,3,,,,,
2005-star-packaging-100,,14187,4,,,,,
2005-star-packaging-100,,2911,5,,,,,
2005-star-packaging-100,,14294,6,,,,,
2005-star-packaging-100,,4194,7,,,,,
2005-star-packaging-100,,13291,8,,,,,
2005-star-packaging-100,,22032,9,,,,,
2005-star-packaging-100,,21903,10,,,,,
2005-star-packaging-100,,15732,11,,,,,
2005-star-packaging-100,,3880,12,,,,,
2005-star-packaging-100,,181,13,,,,,
2005-star-packaging-100,,6821,14,,,,,
2005-star-packaging-100,,14530,15,,,,,
2005-star-packaging-100,,11096,16,,,,,
2005-star-packaging-100,,10667,17,,,,,
2005-star-packaging-100,,11926,18,,,,,
2005-star-packaging-100,,8526,19,,,,,
2005-star-packaging-100,,12161,20,,,,,
2005-star-packaging-100,,10508,21,,,,,
2005-star-packaging-100,,20451,22,,,,,
2005-star-packaging-100,,10628,23,,,,,
2005-memorial-100,,10910,1,,,,,
2005-memorial-100,,20139,2,,,,,
2005-memorial-100,,516,3,,,,,
2005-memorial-100,,6359,4,,,,,
2005-memorial-100,,21377,5,,,,,
2005-memorial-100,,15866,6,,,,,
2005-memorial-100,,8535,7,,,,,
2005-memorial-100,,6821,8,,,,,
2005-memorial-100,,3355,9,,,,,
2005-memorial-100,,4194,10,,,,,
2005-memorial-100,,22477,11,,,,,
2005-memorial-100,,17512,12,,,,,
2005-memorial-100,,11210,13,,,,,
2005-memorial-100,,15732,14,,,,,
2005-memorial-100,,14294,15,,,,,
2005-memorial-100,,10667,16,,,,,
2005-memorial-100,,3880,17,,,,,
2005-memorial-100,,20451,18,,,,,
2005-memorial-100,,21903,19,,,,,
2005-memorial-100,,null,20,,,,,
2005-memorial-100,,8381,21,,,,,
2005-memorial-100,,181,22,,,,,
2005-memorial-100,,2529,23,,,,,
2005-fmp-all-star-challenge,,11080,1,,,,,
2005-fmp-all-star-challenge,,19635,2,,,,,
2005-fmp-all-star-challenge,,17512,3,,,,,
2005-fmp-all-star-challenge,,11827,4,,,,,
2005-fmp-all-star-challenge,,3543,5,,,,,
2005-fmp-all-star-challenge,,16291,6,,,,,
2005-fmp-all-star-challenge,,21903,7,,,,,
2005-fmp-all-star-challenge,,16017,8,,,,,
2005-fmp-all-star-challenge,,21377,9,,,,,
2005-fmp-all-star-challenge,,11210,10,,,,,
2005-fmp-all-star-challenge,,10910,11,,,,,
2005-fmp-all-star-challenge,,15866,12,,,,,
2005-fmp-all-star-challenge,,16835,13,,,,,
2005-fmp-all-star-challenge,,8526,14,,,,,
2005-fmp-all-star-challenge,,20451,15,,,,,
2005-fmp-all-star-challenge,,10389,16,,,,,
2005-fmp-all-star-challenge,,181,17,,,,,
2005-fmp-all-star-challenge,,13983,18,,,,,
2005-fmp-all-star-challenge,,22275,19,,,,,
2005-fmp-all-star-challenge,,603,20,,,,,
2005-fmp-all-star-challenge,,12160,21,,,,,
2005-fmp-all-star-challenge,,18601,22,,,,,
2005-fmp-all-star-challenge,,22266,23,,,,,
2005-fmp-all-star-challenge,,2469,24,,,,,
2005-fmp-all-star-challenge,,15732,25,,,,,
2005-fmp-all-star-challenge,,3880,26,,,,,
2005-fmp-all-star-challenge,,15608,27,,,,,
2005-fmp-all-star-challenge,,21465,28,,,,,
2005-north-american-cup,,6821,1,,,,,
2005-north-american-cup,,17512,2,,,,,
2005-north-american-cup,,15866,3,,,,,
2005-north-american-cup,,13291,4,,,,,
2005-north-american-cup,,19086,5,,,,,
2005-north-american-cup,,20139,6,,,,,
2005-north-american-cup,,10667,7,,,,,
2005-north-american-cup,,20451,8,,,,,
2005-north-american-cup,,603,9,,,,,
2005-north-american-cup,,2511,10,,,,,
2005-north-american-cup,,181,11,,,,,
2005-north-american-cup,,23147,12,,,,,
2005-north-american-cup,,13983,13,,,,,
2005-north-american-cup,,14573,14,,,,,
2005-north-american-cup,,1662,15,,,,,
2005-north-american-cup,,7419,16,,,,,
2005-north-american-cup,,3880,17,,,,,
2005-north-american-cup,,21903,18,,,,,
2005-north-american-cup,,14294,19,,,,,
2005-north-american-cup,,11210,20,,,,,
2005-north-american-cup,,6384,21,,,,,
2005-north-american-cup,,10910,22,,,,,
2005-north-american-cup,,22698,23,,,,,
2005-thomas-electric-80,,17512,1,,,,,
2005-thomas-electric-80,,20451,2,,,,,
2005-thomas-electric-80,,8314,3,,,,,
2005-thomas-electric-80,,3880,4,,,,,
2005-thomas-electric-80,,10910,5,,,,,
2005-thomas-electric-80,,516,6,,,,,
2005-thomas-electric-80,,15732,7,,,,,
2005-thomas-electric-80,,20139,8,,,,,
2005-thomas-electric-80,,11210,9,,,,,
2005-thomas-electric-80,,10667,10,,,,,
2005-thomas-electric-80,,681,11,,,,,
2005-thomas-electric-80,,11214,12,,,,,
2005-thomas-electric-80,,181,13,,,,,
2005-thomas-electric-80,,4194,14,,,,,
2005-thomas-electric-80,,1662,15,,,,,
2005-thomas-electric-80,,8526,16,,,,,
2005-thomas-electric-80,,6821,17,,,,,
2005-thomas-electric-80,,7419,18,,,,,
2005-thomas-electric-80,,15866,19,,,,,
2005-thomas-electric-80,,13291,20,,,,,
2005-thomas-electric-80,,11096,21,,,,,
2005-thomas-electric-80,,null,22,,,,,
2005-thomas-electric-80,,9389,23,,,,,
2005-power-playground-100,,17512,1,,,,,
2005-power-playground-100,,15866,2,,,,,
2005-power-playground-100,,181,3,,,,,
2005-power-playground-100,,20139,4,,,,,
2005-power-playground-100,,10667,5,,,,,
2005-power-playground-100,,14294,6,,,,,
2005-power-playground-100,,20451,7,,,,,
2005-power-playground-100,,2665,8,,,,,
2005-power-playground-100,,13291,9,,,,,
2005-power-playground-100,,10910,10,,,,,
2005-power-playground-100,,11210,11,,,,,
2005-power-playground-100,,3355,12,,,,,
2005-power-playground-100,,516,13,,,,,
2005-power-playground-100,,8526,14,,,,,
2005-power-playground-100,,6821,15,,,,,
2005-power-playground-100,,14762,16,,,,,
2005-power-playground-100,,12161,17,,,,,
2005-power-playground-100,,11624,18,,,,,
2005-power-playground-100,,3880,19,,,,,
2005-power-playground-100,,4194,20,,,,,
2005-power-playground-100,,11096,21,,,,,
2005-power-playground-100,,21465,22,,,,,
2005-power-playground-100,,8535,23,,,,,
2005-championship-80,,8381,1,,,,,
2005-championship-80,,17512,2,,,,,
2005-championship-80,,11214,3,,,,,
2005-championship-80,,3880,4,,,,,
2005-championship-80,,15866,5,,,,,
2005-championship-80,,20451,6,,,,,
2005-championship-80,,10910,7,,,,,
2005-championship-80,,14294,8,,,,,
2005-championship-80,,1662,9,,,,,
2005-championship-80,,8526,10,,,,,
2005-championship-80,,10667,11,,,,,
2005-championship-80,,15732,12,,,,,
2005-championship-80,,1100,13,,,,,
2005-championship-80,,13291,14,,,,,
2005-championship-80,,22477,15,,,,,
2005-championship-80,,10389,16,,,,,
2005-championship-80,,11210,17,,,,,
2005-championship-80,,2511,18,,,,,
2005-championship-80,,7519,19,,,,,
2005-championship-80,,181,20,,,,,
2005-championship-80,,2808,21,,,,,
2005-championship-80,,21465,22,,,,,
2005-championship-80,,11096,23,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,21594,1,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,17512,2,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,11210,3,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,2911,4,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,5843,5,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,21377,6,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,10910,7,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,15866,8,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,13291,9,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,4194,10,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,181,11,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,5051,12,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,19354,13,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,11050,14,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,10413,15,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,603,16,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,8526,17,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,20139,18,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,10667,19,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,6821,20,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,14294,21,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,14187,22,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,7419,23,,,,,
2006-spring-classic-presented-by-international-truck-and-yellow-book,,21465,24,,,,,
2006-miller-classic-100,,5843,1,,,,,
2006-miller-classic-100,,14294,2,,,,,
2006-miller-classic-100,,15866,3,,,,,
2006-miller-classic-100,,13618,4,,,,,
2006-miller-classic-100,,681,5,,,,,
2006-miller-classic-100,,21465,6,,,,,
2006-miller-classic-100,,21377,7,,,,,
2006-miller-classic-100,,8314,8,,,,,
2006-miller-classic-100,,20814,9,,,,,
2006-miller-classic-100,,10910,10,,,,,
2006-miller-classic-100,,22275,11,,,,,
2006-miller-classic-100,,13427,12,,,,,
2006-miller-classic-100,,10651,13,,,,,
2006-miller-classic-100,,11214,14,,,,,
2006-miller-classic-100,,13291,15,,,,,
2006-miller-classic-100,,10667,16,,,,,
2006-miller-classic-100,,3215,17,,,,,
2006-miller-classic-100,,8526,18,,,,,
2006-miller-classic-100,,23187,19,,,,,
2006-miller-classic-100,,181,20,,,,,
2006-miller-classic-100,,4194,21,,,,,
2006-miller-classic-100,,6359,22,,,,,
2006-miller-classic-100,,603,23,,,,,
2006-miller-classic-100,,21594,24,,,,,
2006-miller-classic-100,,17512,25,,,,,
2006-miller-classic-100,,2911,26,,,,,
2006-miller-classic-100,,11210,27,,,,,
2006-miller-classic-100,,5051,28,,,,,
2006-budweiser-wapl-spring-classic,,19635,1,,,,,
2006-budweiser-wapl-spring-classic,,10910,2,,,,,
2006-budweiser-wapl-spring-classic,,8526,3,,,,,
2006-budweiser-wapl-spring-classic,,21903,4,,,,,
2006-budweiser-wapl-spring-classic,,15608,5,,,,,
2006-budweiser-wapl-spring-classic,,3880,6,,,,,
2006-budweiser-wapl-spring-classic,,11827,7,,,,,
2006-budweiser-wapl-spring-classic,,681,8,,,,,
2006-budweiser-wapl-spring-classic,,10667,9,,,,,
2006-budweiser-wapl-spring-classic,,21953,10,,,,,
2006-budweiser-wapl-spring-classic,,21594,11,,,,,
2006-budweiser-wapl-spring-classic,,15866,12,,,,,
2006-budweiser-wapl-spring-classic,,11050,13,,,,,
2006-budweiser-wapl-spring-classic,,10389,14,,,,,
2006-budweiser-wapl-spring-classic,,17569,15,,,,,
2006-budweiser-wapl-spring-classic,,5843,16,,,,,
2006-budweiser-wapl-spring-classic,,14294,17,,,,,
2006-budweiser-wapl-spring-classic,,4194,18,,,,,
2006-budweiser-wapl-spring-classic,,21996,19,,,,,
2006-budweiser-wapl-spring-classic,,10155,20,,,,,
2006-budweiser-wapl-spring-classic,,22907,21,,,,,
2006-budweiser-wapl-spring-classic,,19464,22,,,,,
2006-budweiser-wapl-spring-classic,,22266,23,,,,,
2006-budweiser-wapl-spring-classic,,17512,24,,,,,
2006-budweiser-wapl-spring-classic,,1801,25,,,,,
2006-budweiser-wapl-spring-classic,,21377,26,,,,,
2006-budweiser-wapl-spring-classic,,1662,27,,,,,
2006-memorial-100,,14294,1,,,,,
2006-memorial-100,,2665,2,,,,,
2006-memorial-100,,17569,3,,,,,
2006-memorial-100,,181,4,,,,,
2006-memorial-100,,8381,5,,,,,
2006-memorial-100,,8526,6,,,,,
2006-memorial-100,,14187,7,,,,,
2006-memorial-100,,17512,8,,,,,
2006-memorial-100,,21465,9,,,,,
2006-memorial-100,,15866,10,,,,,
2006-memorial-100,,4194,11,,,,,
2006-memorial-100,,681,12,,,,,
2006-memorial-100,,6359,13,,,,,
2006-memorial-100,,10910,14,,,,,
2006-memorial-100,,3880,15,,,,,
2006-memorial-100,,7419,16,,,,,
2006-memorial-100,,8145,17,,,,,
2006-memorial-100,,8535,18,,,,,
2006-memorial-100,,10658,19,,,,,
2006-memorial-100,,20139,20,,,,,
2006-memorial-100,,10651,21,,,,,
2006-memorial-100,,3355,22,,,,,
2006-memorial-100,,22155,23,,,,,
2006-memorial-100,,22477,24,,,,,
2006-north-american-cup,,8526,1,,,,,
2006-north-american-cup,,14294,2,,,,,
2006-north-american-cup,,181,3,,,,,
2006-north-american-cup,,10910,4,,,,,
2006-north-american-cup,,14187,5,,,,,
2006-north-american-cup,,1662,6,,,,,
2006-north-american-cup,,22698,7,,,,,
2006-north-american-cup,,13291,8,,,,,
2006-north-american-cup,,7419,9,,,,,
2006-north-american-cup,,10667,10,,,,,
2006-north-american-cup,,22907,11,,,,,
2006-north-american-cup,,8381,12,,,,,
2006-north-american-cup,,17512,13,,,,,
2006-north-american-cup,,18245,14,,,,,
2006-north-american-cup,,10155,15,,,,,
2006-north-american-cup,,681,16,,,,,
2006-north-american-cup,,2665,17,,,,,
2006-north-american-cup,,4194,18,,,,,
2006-north-american-cup,,8243,19,,,,,
2006-north-american-cup,,11092,20,,,,,
2006-north-american-cup,,22477,21,,,,,
2006-north-american-cup,,15866,22,,,,,
2006-north-american-cup,,20139,23,,,,,
2006-north-american-cup,,11765,24,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,17512,1,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,15866,2,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,14294,3,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,181,4,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,1662,5,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,23187,6,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,8526,7,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,10667,8,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,11210,9,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,681,10,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,17569,11,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,4194,12,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,10910,13,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,5843,14,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,10155,15,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,18245,16,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,17639,17,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,2665,18,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,22155,19,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,1100,20,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,8381,21,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,3880,22,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,6359,23,,,,,
2006-earth-inc-v-and-h-heavy-truck-mansfield-80,,8715,24,,,,,
2006-power-playground-100,,17512,1,,,,,
2006-power-playground-100,,14294,2,,,,,
2006-power-playground-100,,15866,3,,,,,
2006-power-playground-100,,14187,4,,,,,
2006-power-playground-100,,8535,5,,,,,
2006-power-playground-100,,21465,6,,,,,
2006-power-playground-100,,13291,7,,,,,
2006-power-playground-100,,5843,8,,,,,
2006-power-playground-100,,6359,9,,,,,
2006-power-playground-100,,10910,10,,,,,
2006-power-playground-100,,22477,11,,,,,
2006-power-playground-100,,17569,12,,,,,
2006-power-playground-100,,3355,13,,,,,
2006-power-playground-100,,181,14,,,,,
2006-power-playground-100,,13890,15,,,,,
2006-power-playground-100,,20139,16,,,,,
2006-power-playground-100,,10667,17,,,,,
2006-power-playground-100,,6590,18,,,,,
2006-power-playground-100,,7419,19,,,,,
2006-power-playground-100,,8526,20,,,,,
2006-power-playground-100,,11210,21,,,,,
2006-power-playground-100,,2665,22,,,,,
2006-power-playground-100,,14762,23,,,,,
2006-power-playground-100,,8381,24,,,,,
2006-blue-race-overall,,17512,1,,,,,
2006-blue-race-overall,,22266,2,,,,,
2006-blue-race-overall,,19635,3,,,,,
2006-blue-race-overall,,16835,4,,,,,
2006-blue-race-overall,,11210,5,,,,,
2006-blue-race-overall,,11080,6,,,,,
2006-blue-race-overall,,15608,7,,,,,
2006-blue-race-overall,,13086,8,,,,,
2006-blue-race-overall,,681,9,,,,,
2006-blue-race-overall,,21903,10,,,,,
2006-blue-race-overall,,15866,11,,,,,
2006-blue-race-overall,,5843,12,,,,,
2006-blue-race-overall,,6590,13,,,,,
2006-blue-race-overall,,17569,14,,,,,
2006-blue-race-overall,,11827,15,,,,,
2006-blue-race-overall,,8526,16,,,,,
2006-blue-race-overall,,1801,17,,,,,
2006-blue-race-overall,,17491,18,,,,,
2006-blue-race-overall,,10910,19,,,,,
2006-blue-race-overall,,14294,20,,,,,
2006-blue-race-overall,,10155,21,,,,,
2006-blue-race-overall,,17639,22,,,,,
2006-blue-race-overall,,10389,23,,,,,
2006-blue-race-overall,,16017,24,,,,,
2006-governors-cup-50,,17512,1,,,,,
2006-governors-cup-50,,23187,2,,,,,
2006-governors-cup-50,,11050,3,,,,,
2006-governors-cup-50,,14294,4,,,,,
2006-governors-cup-50,,22477,5,,,,,
2006-governors-cup-50,,3880,6,,,,,
2006-governors-cup-50,,21377,7,,,,,
2006-governors-cup-50,,22275,8,,,,,
2006-governors-cup-50,,10910,9,,,,,
2006-governors-cup-50,,8381,10,,,,,
2006-governors-cup-50,,22266,11,,,,,
2006-governors-cup-50,,11214,12,,,,,
2006-governors-cup-50,,10248,13,,,,,
2006-governors-cup-50,,13524,14,,,,,
2006-governors-cup-50,,14722,15,,,,,
2006-governors-cup-50,,13291,16,,,,,
2006-governors-cup-50,,8526,17,,,,,
2006-governors-cup-50,,10667,18,,,,,
2006-governors-cup-50,,681,19,,,,,
2006-governors-cup-50,,4194,20,,,,,
2006-governors-cup-50,,5843,21,,,,,
2006-governors-cup-50,,15866,22,,,,,
2006-governors-cup-50,,20248,23,,,,,
2006-governors-cup-50,,1662,24,,,,,
2006-governors-cup-50,,11210,25,,,,,
2006-governors-cup-50,,20814,26,,,,,
2006-governors-cup-50,,6359,27,,,,,
2006-governors-cup-50,,14245,28,,,,,
2006-governors-cup-50,,2911,29,,,,,
2006-governors-cup-50,,181,30,,,,,
2006-governors-cup-50,,8079,31,,,,,
2006-governors-cup-50,,6821,32,,,,,
2006-bryden-motors-100,,21377,1,,,,,
2006-bryden-motors-100,,11210,2,,,,,
2006-bryden-motors-100,,8526,3,,,,,
2006-bryden-motors-100,,603,4,,,,,
2006-bryden-motors-100,,21465,5,,,,,
2006-bryden-motors-100,,11214,6,,,,,
2006-bryden-motors-100,,181,7,,,,,
2006-bryden-motors-100,,6590,8,,,,,
2006-bryden-motors-100,,6359,9,,,,,
2006-bryden-motors-100,,10910,10,,,,,
2006-bryden-motors-100,,10155,11,,,,,
2006-bryden-motors-100,,2911,12,,,,,
2006-bryden-motors-100,,11050,13,,,,,
2006-bryden-motors-100,,1662,14,,,,,
2006-bryden-motors-100,,17512,15,,,,,
2006-bryden-motors-100,,5843,16,,,,,
2006-bryden-motors-100,,14722,17,,,,,
2006-bryden-motors-100,,3215,18,,,,,
2006-bryden-motors-100,,681,19,,,,,
2006-bryden-motors-100,,14294,20,,,,,
2006-bryden-motors-100,,21594,21,,,,,
2006-bryden-motors-100,,8381,22,,,,,
2006-bryden-motors-100,,22907,23,,,,,
2006-bryden-motors-100,,2839,24,,,,,
2006-wcs-championship-80,,17569,1,,,,,
2006-wcs-championship-80,,3880,2,,,,,
2006-wcs-championship-80,,15866,3,,,,,
2006-wcs-championship-80,,21465,4,,,,,
2006-wcs-championship-80,,8381,5,,,,,
2006-wcs-championship-80,,10667,6,,,,,
2006-wcs-championship-80,,21377,7,,,,,
2006-wcs-championship-80,,1662,8,,,,,
2006-wcs-championship-80,,4194,9,,,,,
2006-wcs-championship-80,,17512,10,,,,,
2006-wcs-championship-80,,11210,11,,,,,
2006-wcs-championship-80,,181,12,,,,,
2006-wcs-championship-80,,14294,13,,,,,
2006-wcs-championship-80,,8526,14,,,,,
2006-wcs-championship-80,,681,15,,,,,
2006-wcs-championship-80,,10910,16,,,,,
2006-wcs-championship-80,,6590,17,,,,,
2006-wcs-championship-80,,10155,18,,,,,
2006-wcs-championship-80,,15732,19,,,,,
2006-wcs-championship-80,,6359,20,,,,,
2006-wcs-championship-80,,23147,21,,,,,
2006-wcs-championship-80,,13291,22,,,,,
2006-wcs-championship-80,,2665,23,,,,,
2006-wcs-championship-80,,22155,24,,,,,
2007-spring-classic,,21594,1,,,,,
2007-spring-classic,,15866,2,,,,,
2007-spring-classic,,14294,3,,,,,
2007-spring-classic,,13291,4,,,,,
2007-spring-classic,,603,5,,,,,
2007-spring-classic,,17512,6,,,,,
2007-spring-classic,,7048,7,,,,,
2007-spring-classic,,681,8,,,,,
2007-spring-classic,,8098,9,,,,,
2007-spring-classic,,22266,10,,,,,
2007-spring-classic,,11092,11,,,,,
2007-spring-classic,,16295,12,,,,,
2007-spring-classic,,6821,13,,,,,
2007-spring-classic,,23035,14,,,,,
2007-spring-classic,,19354,15,,,,,
2007-spring-classic,,10667,16,,,,,
2007-spring-classic,,2665,17,,,,,
2007-spring-classic,,17639,18,,,,,
2007-pepsi-100,,17512,1,,,,,
2007-pepsi-100,,3794,2,,,,,
2007-pepsi-100,,14722,3,,,,,
2007-pepsi-100,,15866,4,,,,,
2007-pepsi-100,,2911,5,,,,,
2007-pepsi-100,,603,6,,,,,
2007-pepsi-100,,2370,7,,,,,
2007-pepsi-100,,681,8,,,,,
2007-pepsi-100,,14294,9,,,,,
2007-pepsi-100,,8526,10,,,,,
2007-pepsi-100,,23187,11,,,,,
2007-pepsi-100,,22266,12,,,,,
2007-pepsi-100,,2611,13,,,,,
2007-pepsi-100,,11210,14,,,,,
2007-pepsi-100,,7419,15,,,,,
2007-pepsi-100,,13277,16,,,,,
2007-pepsi-100,,10151,17,,,,,
2007-pepsi-100,,5843,18,,,,,
2007-pepsi-100,,10667,19,,,,,
2007-pepsi-100,,13291,20,,,,,
2007-pepsi-100,,10155,21,,,,,
2007-pepsi-100,,21377,22,,,,,
2007-pepsi-100,,22907,23,,,,,
2007-pepsi-100,,7048,24,,,,,
wcs-2007-03,,17512,1,,,,,
wcs-2007-03,,14187,2,,,,,
wcs-2007-03,,5843,3,,,,,
wcs-2007-03,,14294,4,,,,,
wcs-2007-03,,8526,5,,,,,
wcs-2007-03,,14722,6,,,,,
wcs-2007-03,,603,7,,,,,
wcs-2007-03,,16295,8,,,,,
wcs-2007-03,,7419,9,,,,,
wcs-2007-03,,22266,10,,,,,
wcs-2007-03,,681,11,,,,,
wcs-2007-03,,18245,12,,,,,
wcs-2007-03,,9503,13,,,,,
wcs-2007-03,,14762,14,,,,,
wcs-2007-03,,16858,15,,,,,
wcs-2007-03,,2665,16,,,,,
wcs-2007-03,,10543,17,,,,,
wcs-2007-03,,10155,18,,,,,
wcs-2007-03,,8381,19,,,,,
wcs-2007-03,,15866,20,,,,,
wcs-2007-03,,22477,21,,,,,
wcs-2007-03,,21996,22,,,,,
wcs-2007-03,,13291,23,,,,,
2007-memorial-100,,11210,1,,,,,
2007-memorial-100,,653,2,,,,,
2007-memorial-100,,21465,3,,,,,
2007-memorial-100,,14294,4,,,,,
2007-memorial-100,,8381,5,,,,,
2007-memorial-100,,17512,6,,,,,
2007-memorial-100,,1662,7,,,,,
2007-memorial-100,,8535,8,,,,,
2007-memorial-100,,15866,9,,,,,
2007-memorial-100,,681,10,,,,,
2007-memorial-100,,8526,11,,,,,
2007-memorial-100,,17569,12,,,,,
2007-memorial-100,,10155,13,,,,,
2007-memorial-100,,22266,14,,,,,
2007-memorial-100,,7419,15,,,,,
2007-memorial-100,,9503,16,,,,,
2007-memorial-100,,15732,17,,,,,
2007-memorial-100,,2665,18,,,,,
2007-memorial-100,,7048,19,,,,,
2007-memorial-100,,22155,20,,,,,
2007-memorial-100,,10667,21,,,,,
2007-memorial-100,,14722,22,,,,,
2007-memorial-100,,14187,23,,,,,
