race_slug,race_id,driver_id,finishing_position,starting_position,car_number,status,laps,notes
2007-memorial-100,,603,24,,,,,
2007-red-race-no-1,,16835,1,,,,,
2007-red-race-no-1,,22266,2,,,,,
2007-red-race-no-1,,13524,3,,,,,
2007-red-race-no-1,,16017,4,,,,,
2007-red-race-no-1,,681,5,,,,,
2007-red-race-no-1,,17512,6,,,,,
2007-red-race-no-1,,8381,7,,,,,
2007-red-race-no-1,,21903,8,,,,,
2007-red-race-no-1,,9537,9,,,,,
2007-red-race-no-1,,11827,10,,,,,
2007-red-race-no-1,,17491,11,,,,,
2007-red-race-no-1,,14722,12,,,,,
2007-red-race-no-1,,15866,13,,,,,
2007-red-race-no-1,,11080,14,,,,,
2007-red-race-no-1,,603,15,,,,,
2007-red-race-no-1,,10155,16,,,,,
2007-red-race-no-1,,14294,17,,,,,
2007-red-race-no-1,,15608,18,,,,,
2007-red-race-no-1,,19464,19,,,,,
2007-red-race-no-1,,8535,20,,,,,
2007-red-race-no-1,,18287,21,,,,,
2007-red-race-no-1,,13086,22,,,,,
2007-red-race-no-1,,7048,23,,,,,
2007-red-race-no-1,,11210,24,,,,,
2007-red-race-no-2,,9537,1,,,,,
2007-red-race-no-2,,17512,2,,,,,
2007-red-race-no-2,,16835,3,,,,,
2007-red-race-no-2,,15866,4,,,,,
2007-red-race-no-2,,22266,5,,,,,
2007-red-race-no-2,,681,6,,,,,
2007-red-race-no-2,,14722,7,,,,,
2007-red-race-no-2,,8381,8,,,,,
2007-red-race-no-2,,11080,9,,,,,
2007-red-race-no-2,,14294,10,,,,,
2007-red-race-no-2,,603,11,,,,,
2007-red-race-no-2,,16017,12,,,,,
2007-red-race-no-2,,10155,13,,,,,
2007-red-race-no-2,,13524,14,,,,,
2007-red-race-no-2,,8535,15,,,,,
2007-red-race-no-2,,11827,16,,,,,
2007-red-race-no-2,,13086,17,,,,,
2007-red-race-no-2,,18287,18,,,,,
2007-red-race-no-2,,19464,19,,,,,
2007-red-race-no-2,,17491,20,,,,,
2007-red-race-no-2,,7048,21,,,,,
2007-red-race-no-2,,15608,22,,,,,
2007-red-race-no-2,,21903,23,,,,,
2007-red-race-no-2,,11210,24,,,,,
2007-north-american-cup,,22266,1,,,,,
2007-north-american-cup,,603,2,,,,,
2007-north-american-cup,,681,3,,,,,
2007-north-american-cup,,14187,4,,,,,
2007-north-american-cup,,14294,5,,,,,
2007-north-american-cup,,10667,6,,,,,
2007-north-american-cup,,10910,7,,,,,
2007-north-american-cup,,22698,8,,,,,
2007-north-american-cup,,15866,9,,,,,
2007-north-american-cup,,10155,10,,,,,
2007-north-american-cup,,8526,11,,,,,
2007-north-american-cup,,8381,12,,,,,
2007-north-american-cup,,16858,13,,,,,
2007-north-american-cup,,2665,14,,,,,
2007-north-american-cup,,7048,15,,,,,
2007-north-american-cup,,18245,16,,,,,
2007-north-american-cup,,686,17,,,,,
2007-north-american-cup,,14722,18,,,,,
2007-north-american-cup,,7419,19,,,,,
2007-north-american-cup,,17512,20,,,,,
2007-north-american-cup,,14508,21,,,,,
2007-v-and-h-heavy-truck-80,,14294,1,,,,,
2007-v-and-h-heavy-truck-80,,8381,2,,,,,
2007-v-and-h-heavy-truck-80,,8526,3,,,,,
2007-v-and-h-heavy-truck-80,,17512,4,,,,,
2007-v-and-h-heavy-truck-80,,8715,5,,,,,
2007-v-and-h-heavy-truck-80,,15866,6,,,,,
2007-v-and-h-heavy-truck-80,,4194,7,,,,,
2007-v-and-h-heavy-truck-80,,17569,8,,,,,
2007-v-and-h-heavy-truck-80,,1662,9,,,,,
2007-v-and-h-heavy-truck-80,,13890,10,,,,,
2007-v-and-h-heavy-truck-80,,11210,11,,,,,
2007-v-and-h-heavy-truck-80,,1100,12,,,,,
2007-v-and-h-heavy-truck-80,,10667,13,,,,,
2007-v-and-h-heavy-truck-80,,681,14,,,,,
2007-v-and-h-heavy-truck-80,,22266,15,,,,,
2007-v-and-h-heavy-truck-80,,14722,16,,,,,
2007-v-and-h-heavy-truck-80,,21903,17,,,,,
2007-v-and-h-heavy-truck-80,,2665,18,,,,,
2007-v-and-h-heavy-truck-80,,133,19,,,,,
2007-v-and-h-heavy-truck-80,,23815,20,,,,,
2007-v-and-h-heavy-truck-80,,7419,21,,,,,
2007-v-and-h-heavy-truck-80,,22155,22,,,,,
2007-v-and-h-heavy-truck-80,,7048,23,,,,,
2007-v-and-h-heavy-truck-80,,3472,24,,,,,
2007-v-and-h-heavy-truck-80,,3355,25,,,,,
2007-v-and-h-heavy-truck-80,,23187,26,,,,,
2007-v-and-h-heavy-truck-80,,null,27,,,,,
2007-v-and-h-heavy-truck-80,,22477,28,,,,,
2007-mccain-food-sands-100,,21465,1,,,,,
2007-mccain-food-sands-100,,14294,2,,,,,
2007-mccain-food-sands-100,,15866,3,,,,,
2007-mccain-food-sands-100,,11210,4,,,,,
2007-mccain-food-sands-100,,13890,5,,,,,
2007-mccain-food-sands-100,,17512,6,,,,,
2007-mccain-food-sands-100,,14187,7,,,,,
2007-mccain-food-sands-100,,13524,8,,,,,
2007-mccain-food-sands-100,,22266,9,,,,,
2007-mccain-food-sands-100,,10667,10,,,,,
2007-mccain-food-sands-100,,17569,11,,,,,
2007-mccain-food-sands-100,,8535,12,,,,,
2007-mccain-food-sands-100,,2665,13,,,,,
2007-mccain-food-sands-100,,15732,14,,,,,
2007-mccain-food-sands-100,,14722,15,,,,,
2007-mccain-food-sands-100,,7048,16,,,,,
2007-mccain-food-sands-100,,681,17,,,,,
2007-mccain-food-sands-100,,3355,18,,,,,
2007-mccain-food-sands-100,,1662,19,,,,,
2007-mccain-food-sands-100,,15955,20,,,,,
2007-mccain-food-sands-100,,12529,21,,,,,
2007-mccain-food-sands-100,,8381,22,,,,,
2007-mccain-food-sands-100,,23815,23,,,,,
2007-tribute-to-america-100,,681,1,,,,,
2007-tribute-to-america-100,,603,2,,,,,
2007-tribute-to-america-100,,8526,3,,,,,
2007-tribute-to-america-100,,17512,4,,,,,
2007-tribute-to-america-100,,15866,5,,,,,
2007-tribute-to-america-100,,17639,6,,,,,
2007-tribute-to-america-100,,14294,7,,,,,
2007-tribute-to-america-100,,14722,8,,,,,
2007-tribute-to-america-100,,22266,9,,,,,
2007-tribute-to-america-100,,2370,10,,,,,
2007-tribute-to-america-100,,20814,11,,,,,
2007-tribute-to-america-100,,7048,12,,,,,
2007-tribute-to-america-100,,14762,13,,,,,
2007-tribute-to-america-100,,20593,14,,,,,
2007-tribute-to-america-100,,21594,15,,,,,
2007-tribute-to-america-100,,18287,16,,,,,
2007-tribute-to-america-100,,8535,17,,,,,
2007-tribute-to-america-100,,10155,18,,,,,
2007-tribute-to-america-100,,2665,19,,,,,
2007-tribute-to-america-100,,8381,20,,,,,
2007-tribute-to-america-100,,10543,21,,,,,
2007-tribute-to-america-100,,14530,22,,,,,
2007-tribute-to-america-100,,10667,23,,,,,
2007-championship-80,,15866,1,,,,,
2007-championship-80,,603,2,,,,,
2007-championship-80,,21465,3,,,,,
2007-championship-80,,8381,4,,,,,
2007-championship-80,,11210,5,,,,,
2007-championship-80,,17512,6,,,,,
2007-championship-80,,11654,7,,,,,
2007-championship-80,,681,8,,,,,
2007-championship-80,,4200,9,,,,,
2007-championship-80,,10746,10,,,,,
2007-championship-80,,14722,11,,,,,
2007-championship-80,,8526,12,,,,,
2007-championship-80,,11080,13,,,,,
2007-championship-80,,7048,14,,,,,
2007-championship-80,,10667,15,,,,,
2007-championship-80,,1100,16,,,,,
2007-championship-80,,11238,17,,,,,
2007-championship-80,,14294,18,,,,,
2007-championship-80,,22266,19,,,,,
2007-championship-80,,22155,20,,,,,
2007-championship-80,,6384,21,,,,,
2007-championship-80,,18245,22,,,,,
2007-championship-80,,3472,23,,,,,
2007-championship-80,,2665,24,,,,,
2008-memorial-100,,4194,1,,,,,
2008-memorial-100,,15866,2,,,,,
2008-memorial-100,,21465,3,,,,,
2008-memorial-100,,603,4,,,,,
2008-memorial-100,,11210,5,,,,,
2008-memorial-100,,17512,6,,,,,
2008-memorial-100,,14294,7,,,,,
2008-memorial-100,,10667,8,,,,,
2008-memorial-100,,7419,9,,,,,
2008-memorial-100,,8381,10,,,,,
2008-memorial-100,,20139,11,,,,,
2008-memorial-100,,7048,12,,,,,
2008-memorial-100,,13890,13,,,,,
2008-memorial-100,,15732,14,,,,,
2008-memorial-100,,21204,15,,,,,
2008-memorial-100,,681,16,,,,,
2008-memorial-100,,13491,17,,,,,
2008-memorial-100,,14187,18,,,,,
2008-memorial-100,,17407,19,,,,,
2008-memorial-100,,22266,20,,,,,
2008-memorial-100,,2665,21,,,,,
2008-memorial-100,,22155,22,,,,,
2008-memorial-100,,13524,23,,,,,
2008-red-race,,11080,1,,,,,
2008-red-race,,9537,2,,,,,
2008-red-race,,15866,3,,,,,
2008-red-race,,13086,4,,,,,
2008-red-race,,14722,5,,,,,
2008-red-race,,22266,6,,,,,
2008-red-race,,681,7,,,,,
2008-red-race,,603,8,,,,,
2008-red-race,,10667,9,,,,,
2008-red-race,,9945,10,,,,,
2008-red-race,,2787,11,,,,,
2008-red-race,,16017,12,,,,,
2008-red-race,,16471,13,,,,,
2008-red-race,,13951,14,,,,,
2008-red-race,,21465,15,,,,,
2008-red-race,,4194,16,,,,,
2008-red-race,,17491,17,,,,,
2008-red-race,,10658,18,,,,,
2008-red-race,,7048,19,,,,,
2008-red-race,,2611,20,,,,,
2008-red-race,,8381,21,,,,,
2008-red-race,,16835,22,,,,,
2008-red-race,,15608,23,,,,,
2008-red-race,,21903,24,,,,,
2008-north-american-cup,,21465,1,,,,,
2008-north-american-cup,,4194,2,,,,,
2008-north-american-cup,,15866,3,,,,,
2008-north-american-cup,,14187,4,,,,,
2008-north-american-cup,,10910,5,,,,,
2008-north-american-cup,,8381,6,,,,,
2008-north-american-cup,,10667,7,,,,,
2008-north-american-cup,,16858,8,,,,,
2008-north-american-cup,,14294,9,,,,,
2008-north-american-cup,,5320,10,,,,,
2008-north-american-cup,,22013,11,,,,,
2008-north-american-cup,,7419,12,,,,,
2008-north-american-cup,,22266,13,,,,,
2008-north-american-cup,,8535,14,,,,,
2008-north-american-cup,,11765,15,,,,,
2008-north-american-cup,,22698,16,,,,,
2008-north-american-cup,,21996,17,,,,,
2008-north-american-cup,,7048,18,,,,,
2008-north-american-cup,,20139,19,,,,,
2008-north-american-cup,,21204,20,,,,,
2008-north-american-cup,,null,21,,,,,
2008-north-american-cup,,11210,22,,,,,
2008-north-american-cup,,11096,23,,,,,
2008-white-race,,22266,1,,,,,
2008-white-race,,21465,2,,,,,
2008-white-race,,11080,3,,,,,
2008-white-race,,15608,4,,,,,
2008-white-race,,15866,5,,,,,
2008-white-race,,17491,6,,,,,
2008-white-race,,9537,7,,,,,
2008-white-race,,13086,8,,,,,
2008-white-race,,8381,9,,,,,
2008-white-race,,681,10,,,,,
2008-white-race,,7561,11,,,,,
2008-white-race,,10667,12,,,,,
2008-white-race,,18287,13,,,,,
2008-white-race,,16471,14,,,,,
2008-white-race,,16017,15,,,,,
2008-white-race,,7048,16,,,,,
2008-white-race,,21903,17,,,,,
2008-white-race,,4194,18,,,,,
2008-white-race,,8535,19,,,,,
2008-white-race,,9945,20,,,,,
2008-white-race,,22013,21,,,,,
2008-white-race,,2787,22,,,,,
2008-white-race,,19464,23,,,,,
2008-white-race,,10658,24,,,,,
2008-white-race,,2529,25,,,,,
2008-white-race,,4048,26,,,,,
2008-white-race,,21204,27,,,,,
2008-white-race,,23746,28,,,,,
2008-larry-detjens-memorial,,8381,1,,,,,
2008-larry-detjens-memorial,,14294,2,,,,,
2008-larry-detjens-memorial,,10667,3,,,,,
2008-larry-detjens-memorial,,21465,4,,,,,
2008-larry-detjens-memorial,,22013,5,,,,,
2008-larry-detjens-memorial,,11210,6,,,,,
2008-larry-detjens-memorial,,4200,7,,,,,
2008-larry-detjens-memorial,,15866,8,,,,,
2008-larry-detjens-memorial,,22266,9,,,,,
2008-larry-detjens-memorial,,8535,10,,,,,
2008-larry-detjens-memorial,,13890,11,,,,,
2008-larry-detjens-memorial,,21204,12,,,,,
2008-larry-detjens-memorial,,4194,13,,,,,
2008-larry-detjens-memorial,,15732,14,,,,,
2008-larry-detjens-memorial,,13491,15,,,,,
2008-larry-detjens-memorial,,7048,16,,,,,
2008-larry-detjens-memorial,,681,17,,,,,
2008-larry-detjens-memorial,,23746,18,,,,,
2008-larry-detjens-memorial,,2529,19,,,,,
2008-larry-detjens-memorial,,15955,20,,,,,
2008-larry-detjens-memorial,,2665,21,,,,,
2008-larry-detjens-memorial,,11096,22,,,,,
2008-larry-detjens-memorial,,14187,23,,,,,
2008-larry-detjens-memorial,,27,24,,,,,
2008-waxx-104-5-budweiser-80,,11210,1,,,,,
2008-waxx-104-5-budweiser-80,,21465,2,,,,,
2008-waxx-104-5-budweiser-80,,10667,3,,,,,
2008-waxx-104-5-budweiser-80,,14187,4,,,,,
2008-waxx-104-5-budweiser-80,,17569,5,,,,,
2008-waxx-104-5-budweiser-80,,22266,6,,,,,
2008-waxx-104-5-budweiser-80,,15866,7,,,,,
2008-waxx-104-5-budweiser-80,,6384,8,,,,,
2008-waxx-104-5-budweiser-80,,8526,9,,,,,
2008-waxx-104-5-budweiser-80,,4194,10,,,,,
2008-waxx-104-5-budweiser-80,,14294,11,,,,,
2008-waxx-104-5-budweiser-80,,21204,12,,,,,
2008-waxx-104-5-budweiser-80,,13890,13,,,,,
2008-waxx-104-5-budweiser-80,,15955,14,,,,,
2008-waxx-104-5-budweiser-80,,22155,15,,,,,
2008-waxx-104-5-budweiser-80,,7048,16,,,,,
2008-waxx-104-5-budweiser-80,,13491,17,,,,,
2008-waxx-104-5-budweiser-80,,8381,18,,,,,
2008-waxx-104-5-budweiser-80,,681,19,,,,,
2008-waxx-104-5-budweiser-80,,8535,20,,,,,
2008-waxx-104-5-budweiser-80,,22013,21,,,,,
2008-waxx-104-5-budweiser-80,,6728,22,,,,,
2009-memorial-100-wcs,,15866,1,,,,,
2009-memorial-100-wcs,,4194,2,,,,,
2009-memorial-100-wcs,,8381,3,,,,,
2009-memorial-100-wcs,,14187,4,,,,,
2009-memorial-100-wcs,,15955,5,,,,,
2009-memorial-100-wcs,,21204,6,,,,,
2009-memorial-100-wcs,,11210,7,,,,,
2009-memorial-100-wcs,,13890,8,,,,,
2009-memorial-100-wcs,,10667,9,,,,,
2009-memorial-100-wcs,,22155,10,,,,,
2009-memorial-100-wcs,,8535,11,,,,,
2009-memorial-100-wcs,,13491,12,,,,,
2009-memorial-100-wcs,,2665,13,,,,,
2009-memorial-100-wcs,,7048,14,,,,,
2009-memorial-100-wcs,,8145,15,,,,,
2009-memorial-100-wcs,,21465,16,,,,,
2009-memorial-100-wcs,,3775,17,,,,,
2009-memorial-100-wcs,,22266,18,,,,,
2009-memorial-100-wcs,,11096,19,,,,,
2009-memorial-100-wcs,,15732,20,,,,,
2009-memorial-100-wcs,,20139,21,,,,,
2009-memorial-100-wcs,,14294,22,,,,,
2009-memorial-100-wcs,,6728,23,,,,,
2009-nasonville-dairy-webers-farm-store-80,,21465,1,,,,,
2009-nasonville-dairy-webers-farm-store-80,,22275,2,,,,,
2009-nasonville-dairy-webers-farm-store-80,,15866,3,,,,,
2009-nasonville-dairy-webers-farm-store-80,,8381,4,,,,,
2009-nasonville-dairy-webers-farm-store-80,,22273,5,,,,,
2009-nasonville-dairy-webers-farm-store-80,,4194,6,,,,,
2009-nasonville-dairy-webers-farm-store-80,,1662,7,,,,,
2009-nasonville-dairy-webers-farm-store-80,,7048,8,,,,,
2009-nasonville-dairy-webers-farm-store-80,,3775,9,,,,,
2009-nasonville-dairy-webers-farm-store-80,,8535,10,,,,,
2009-nasonville-dairy-webers-farm-store-80,,6728,11,,,,,
2009-nasonville-dairy-webers-farm-store-80,,10667,12,,,,,
2009-nasonville-dairy-webers-farm-store-80,,21204,13,,,,,
2009-nasonville-dairy-webers-farm-store-80,,2665,14,,,,,
2009-nasonville-dairy-webers-farm-store-80,,20139,15,,,,,
2009-nasonville-dairy-webers-farm-store-80,,11210,16,,,,,
2009-nasonville-dairy-webers-farm-store-80,,11827,17,,,,,
2009-nasonville-dairy-webers-farm-store-80,,null,18,,,,,
2009-nasonville-dairy-webers-farm-store-80,,22155,19,,,,,
2009-nasonville-dairy-webers-farm-store-80,,15955,20,,,,,
2009-nasonville-dairy-webers-farm-store-80,,null,21,,,,,
2009-nasonville-dairy-webers-farm-store-80,,14294,22,,,,,
2009-nasonville-dairy-webers-farm-store-80,,23147,23,,,,,
2009-nasonville-dairy-webers-farm-store-80,,6384,24,,,,,
2009-nasonville-dairy-webers-farm-store-80,,11096,25,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,4194,1,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,15866,2,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,22273,3,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,21465,4,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,14294,5,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,603,6,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,8381,7,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,13342,8,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,10667,9,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,21204,10,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,20139,11,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,22266,12,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,11210,13,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,16858,14,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,6176,15,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,14762,16,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,23147,17,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,14187,18,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,8526,19,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,5320,20,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,11050,21,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,6728,22,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,22698,23,,,,,
2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,,10910,24,,,,,
2009-larry-detjens-memorial,,603,1,,,,,
2009-larry-detjens-memorial,,21465,2,,,,,
2009-larry-detjens-memorial,,4200,3,,,,,
2009-larry-detjens-memorial,,17512,4,,,,,
2009-larry-detjens-memorial,,4194,5,,,,,
2009-larry-detjens-memorial,,23147,6,,,,,
2009-larry-detjens-memorial,,15866,7,,,,,
2009-larry-detjens-memorial,,10667,8,,,,,
2009-larry-detjens-memorial,,14187,9,,,,,
2009-larry-detjens-memorial,,2665,10,,,,,
2009-larry-detjens-memorial,,11096,11,,,,,
2009-larry-detjens-memorial,,8535,12,,,,,
2009-larry-detjens-memorial,,21204,13,,,,,
2009-larry-detjens-memorial,,13491,14,,,,,
2009-larry-detjens-memorial,,22266,15,,,,,
2009-larry-detjens-memorial,,11210,16,,,,,
2009-larry-detjens-memorial,,13890,17,,,,,
2009-larry-detjens-memorial,,20139,18,,,,,
2009-larry-detjens-memorial,,null,19,,,,,
2009-larry-detjens-memorial,,18911,20,,,,,
2009-larry-detjens-memorial,,15955,21,,,,,
2009-larry-detjens-memorial,,8145,22,,,,,
2009-larry-detjens-memorial,,22013,23,,,,,
2009-larry-detjens-memorial,,11827,24,,,,,
2009-wcs-championship-80,,21204,1,,,,,
2009-wcs-championship-80,,15866,2,,,,,
2009-wcs-championship-80,,21465,3,,,,,
2009-wcs-championship-80,,22275,4,,,,,
2009-wcs-championship-80,,10667,5,,,,,
2009-wcs-championship-80,,22155,6,,,,,
2009-wcs-championship-80,,2665,7,,,,,
2009-wcs-championship-80,,11096,8,,,,,
2009-wcs-championship-80,,4194,9,,,,,
2009-wcs-championship-80,,20139,10,,,,,
2009-wcs-championship-80,,8535,11,,,,,
2009-wcs-championship-80,,null,12,,,,,
2009-wcs-championship-80,,3775,13,,,,,
2009-wcs-championship-80,,8381,14,,,,,
2009-wcs-championship-80,,15955,15,,,,,
2009-wcs-championship-80,,6384,16,,,,,
2009-wcs-championship-80,,4002,17,,,,,
2009-wcs-championship-80,,6728,18,,,,,
2009-wcs-championship-80,,14187,19,,,,,
2009-wcs-championship-80,,11827,20,,,,,
2009-wcs-championship-80,,603,21,,,,,
2009-wcs-championship-80,,8145,22,,,,,
2009-wcs-championship-80,,17569,23,,,,,
2009-wcs-championship-80,,null,24,,,,,
wcs-2017-01,,5116,1,,,,,
wcs-2017-01,,3645,2,,,,,
wcs-2017-01,,15732,3,,,,,
wcs-2017-01,,4194,4,,,,,
wcs-2017-01,,16996,5,,,,,
wcs-2017-01,,11210,6,,,,,
wcs-2017-01,,21204,7,,,,,
wcs-2017-01,,6736,8,,,,,
wcs-2017-01,,13491,9,,,,,
wcs-2017-01,,12257,10,,,,,
wcs-2017-01,,7046,11,,,,,
wcs-2017-01,,10667,12,,,,,
wcs-2017-01,,23958,13,,,,,
wcs-2017-01,,12161,14,,,,,
wcs-2017-01,,11296,15,,,,,
wcs-2017-01,,20414,16,,,,,
wcs-2017-01,,null,17,,,,,
wcs-2017-01,,167,18,,,,,
wcs-2017-01,,15700,19,,,,,
wcs-2017-02,,603,1,,,,,
wcs-2017-02,,5116,2,,,,,
wcs-2017-02,,2343,3,,,,,
wcs-2017-02,,4194,4,,,,,
wcs-2017-02,,3645,5,,,,,
wcs-2017-02,,21204,6,,,,,
wcs-2017-02,,13491,7,,,,,
wcs-2017-02,,15866,8,,,,,
wcs-2017-02,,18942,9,,,,,
wcs-2017-02,,23147,10,,,,,
wcs-2017-02,,11210,11,,,,,
wcs-2017-02,,7046,12,,,,,
wcs-2017-02,,5320,13,,,,,
wcs-2017-02,,17460,14,,,,,
wcs-2017-02,,12257,15,,,,,
wcs-2017-02,,15732,16,,,,,
wcs-2017-02,,23958,17,,,,,
wcs-2017-02,,19001,18,,,,,
wcs-2017-02,,16996,19,,,,,
wcs-2017-03,,4194,1,,,,,
wcs-2017-03,,3645,2,,,,,
wcs-2017-03,,23958,3,,,,,
wcs-2017-03,,16996,4,,,,,
wcs-2017-03,,11210,5,,,,,
wcs-2017-03,,15866,6,,,,,
wcs-2017-03,,5116,7,,,,,
wcs-2017-03,,15732,8,,,,,
wcs-2017-03,,5654,9,,,,,
wcs-2017-03,,10667,10,,,,,
wcs-2017-03,,6736,11,,,,,
wcs-2017-03,,7046,12,,,,,
wcs-2017-03,,21204,13,,,,,
wcs-2017-03,,13491,14,,,,,
wcs-2017-03,,12779,15,,,,,
wcs-2017-03,,null,16,,,,,
wcs-2017-03,,8535,17,,,,,
wcs-2017-03,,14573,18,,,,,
wcs-2017-04,,4194,1,,,,,
wcs-2017-04,,15732,2,,,,,
wcs-2017-04,,10667,3,,,,,
wcs-2017-04,,null,4,,,,,
wcs-2017-04,,16996,5,,,,,
wcs-2017-04,,5116,6,,,,,
wcs-2017-04,,3645,7,,,,,
wcs-2017-04,,11210,8,,,,,
wcs-2017-04,,6736,9,,,,,
wcs-2017-04,,6384,10,,,,,
wcs-2017-04,,16803,11,,,,,
wcs-2017-04,,2880,12,,,,,
wcs-2017-04,,23958,13,,,,,
wcs-2017-04,,13491,14,,,,,
wcs-2018-01,,15647,1,,,,,
wcs-2018-01,,20392,2,,,,,
wcs-2018-01,,13750,3,,,,,
wcs-2018-01,,23147,4,,,,,
wcs-2018-01,,23958,5,,,,,
wcs-2018-01,,15732,6,,,,,
wcs-2018-01,,11210,7,,,,,
wcs-2018-01,,13491,8,,,,,
wcs-2018-01,,16996,9,,,,,
wcs-2018-01,,15866,10,,,,,
wcs-2018-01,,17569,11,,,,,
wcs-2018-01,,8670,12,,,,,
wcs-2018-01,,4638,13,,,,,
wcs-2018-01,,18851,14,,,,,
wcs-2018-01,,16803,15,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,16996,1,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,20392,2,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,23958,3,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,15647,4,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,13750,5,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,23147,6,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,15732,7,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,15866,8,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,13491,9,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,3645,10,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,21519,11,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,4638,12,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,17569,13,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,8670,14,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,5654,15,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,null,16,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,11210,17,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,10277,18,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,18911,19,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,18851,20,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,16803,21,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,23955,22,,,,,
2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,,6600,23,,,,,
wcs-2018-03,,5116,1,,,,,
wcs-2018-03,,23147,2,,,,,
wcs-2018-03,,4638,3,,,,,
wcs-2018-03,,13491,4,,,,,
wcs-2018-03,,15732,5,,,,,
wcs-2018-03,,15866,6,,,,,
wcs-2018-03,,16617,7,,,,,
wcs-2018-03,,18851,8,,,,,
wcs-2018-03,,20392,9,,,,,
wcs-2018-03,,23958,10,,,,,
wcs-2018-03,,8670,11,,,,,
wcs-2018-03,,4917,12,,,,,
wcs-2018-03,,16996,13,,,,,
wcs-2018-03,,17569,14,,,,,
wcs-2018-03,,13750,15,,,,,
wcs-2018-03,,11210,16,,,,,
wcs-2018-04,,20392,1,,,,,
wcs-2018-04,,13750,2,,,,,
wcs-2018-04,,3645,3,,,,,
wcs-2018-04,,15866,4,,,,,
wcs-2018-04,,16996,5,,,,,
wcs-2018-04,,4638,6,,,,,
wcs-2018-04,,15732,7,,,,,
wcs-2018-04,,12779,8,,,,,
wcs-2018-04,,23958,9,,,,,
wcs-2018-04,,18851,10,,,,,
wcs-2018-04,,6600,11,,,,,
wcs-2018-04,,4710,12,,,,,
wcs-2018-04,,109,13,,,,,
wcs-2018-04,,23233,14,,,,,
wcs-2018-04,,13491,15,,,,,
wcs-2018-04,,21204,16,,,,,
wcs-2018-04,,null,17,,,,,
wcs-2018-04,,22043,18,,,,,
wcs-2019-01,,12779,1,,,,,
wcs-2019-01,,23166,2,,,,,
wcs-2019-01,,15647,3,,,,,
