series_event_id,finishing_position,starting_position,car_number,driver_id,driver_name,driver_slug,sponsor,make,laps,led,status,points,result_section,source_url
270,5,,,13668,Judd Brandl,judd-brandl,,,,,,,feature,
270,6,,,14363,Kevin Brescia,kevin-brescia,,,,,,,feature,
270,7,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
270,8,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
270,9,,,3355,Burton Brown,burton-brown,,,,,,,feature,
270,10,,,22477,Todd Stapleman,todd-stapleman,,,,,,,feature,
270,11,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
270,12,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
270,13,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
270,14,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
270,15,,,18245,Pete Kempf,pete-kempf,,,,,,,feature,
270,16,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
270,17,,,14762,Kyle Kinder,kyle-kinder,,,,,,,feature,
270,18,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
270,19,,,516,Allen Check,allen-check,,,,,,,feature,
270,20,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
270,21,,,11091,Jeff Watters,jeff-watters,,,,,,,feature,
270,22,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
271,1,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
271,2,,,10413,Jamie Wallace,jamie-wallace,,,,,,,feature,
271,3,,,8079,Eddie Hoffman,eddie-hoffman,,,,,,,feature,
271,4,,,16295,Matt Kocourek,matt-kocourek,,,,,,,feature,
271,5,,,8469,Fran Prestay,fran-prestay,,,,,,,feature,
271,6,,,19122,Rick Corso,rick-corso,,,,,,,feature,
271,7,,,11352,Jerry Freeman,jerry-freeman,,,,,,,feature,
271,8,,,181,Adam Royle,adam-royle,,,,,,,feature,
271,9,,,11092,Jeff Way,jeff-way,,,,,,,feature,
271,10,,,12450,Joe Fischer,joe-fischer,,,,,,,feature,
271,11,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
271,12,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
271,13,,,6406,Dean Schultz,dean-schultz,,,,,,,feature,
271,14,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
271,15,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
271,16,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
271,17,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
271,18,,,14873,Landry Potter,landry-potter,,,,,,,feature,
271,19,,,8098,Eddie May,eddie-may,,,,,,,feature,
271,20,,,10844,Jeff Falbe,jeff-falbe,,,,,,,feature,
271,21,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
271,22,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
272,1,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
272,2,,,21465,Steve Holzhausen,steve-holzhausen,,,,,,,feature,
272,3,,,11624,Jesse Haase,jesse-haase,,,,,,,feature,
272,4,,,8715,Gary Back,gary-back,,,,,,,feature,
272,5,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
272,6,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
272,7,,,23147,Travis Sauter,travis-sauter,,,,,,,feature,
272,8,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
272,9,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
272,10,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
272,11,,,181,Adam Royle,adam-royle,,,,,,,feature,
272,12,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
272,13,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
272,14,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
272,15,,,15955,Mark Mackesy,mark-mackesy,,,,,,,feature,
272,16,,,13890,Keith Bohmsach,keith-bohmsach,,,,,,,feature,
272,17,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
272,18,,,3693,Chad Devine,chad-devine,,,,,,,feature,
272,19,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
272,20,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
272,21,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
272,22,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
273,1,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
273,2,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
273,3,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
273,4,,,23035,Tony Strupp,tony-strupp,,,,,,,feature,
273,5,,,7419,Don Turner,don-turner,,,,,,,feature,
273,6,,,22275,Tim Schendel,tim-schendel,,,,,,,feature,
273,7,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
273,8,,,21377,Steve Carlson,steve-carlson,,,,,,,feature,
273,9,,,603,Andrew Morrissey,andrew-morrissey,,,,,,,feature,
273,10,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
273,11,,,11007,Jeff Richards,jeff-richards,,,,,,,feature,
273,12,,,5230,Dan Fredrickson,dan-fredrickson,,,,,,,feature,
273,13,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
273,14,,,8079,Eddie Hoffman,eddie-hoffman,,,,,,,feature,
273,15,,,11080,Jeff VanOudenhoven,jeff-van-oudenhoven,,,,,,,feature,
273,16,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
273,17,,,18287,"Pete Vandermolen, Jr.",pete-vandermolen,,,,,,,feature,
273,18,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
273,19,,,14363,Kevin Brescia,kevin-brescia,,,,,,,feature,
273,20,,,14294,Kenny Richards,kenny-richards,,,,,,,feature,
273,21,,,2911,"Brian Johnson, Jr.",brian-johnson-jr,,,,,,,feature,
273,22,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
273,23,,,5843,Dave Feiler,dave-feiler,,,,,,,feature,
273,24,,,20643,Scott Broughton,scott-broughton,,,,,,,feature,
274,1,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
274,2,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
274,3,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
274,4,,,181,Adam Royle,adam-royle,,,,,,,feature,
274,5,,,7419,Don Turner,don-turner,,,,,,,feature,
274,6,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
274,7,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
274,8,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
274,9,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
274,10,,,2911,"Brian Johnson, Jr.",brian-johnson-jr,,,,,,,feature,
274,11,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
274,12,,,22477,Todd Stapleman,todd-stapleman,,,,,,,feature,
274,13,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
274,14,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
274,15,,,6359,Dean Cornelius,dean-cornelius,,,,,,,feature,
274,16,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
274,17,,,23035,Tony Strupp,tony-strupp,,,,,,,feature,
274,18,,,15955,Mark Mackesy,mark-mackesy,,,,,,,feature,
274,19,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
274,20,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
274,21,,,23301,Troy Nelson,troy-nelson,,,,,,,feature,
274,22,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
274,23,,,14294,Kenny Richards,kenny-richards,,,,,,,feature,
275,1,,,10628,Jason Schuler,jason-schuler,,,,,,,feature,
275,2,,,181,Adam Royle,adam-royle,,,,,,,feature,
275,3,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
275,4,,,11050,Jeff Storm,jeff-storm,,,,,,,feature,
275,5,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
275,6,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
275,7,,,2370,Bobby Wilberg,bobby-wilberg,,,,,,,feature,
275,8,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
275,9,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
275,10,,,20810,Scott Nottestad,scott-nottestad,,,,,,,feature,
275,11,,,7419,Don Turner,don-turner,,,,,,,feature,
275,12,,,21405,Steve Dobratz,steve-dobbratz,,,,,,,feature,
275,13,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
275,14,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
275,15,,,14530,Kevin Tunks,kevin-tunks,,,,,,,feature,
275,16,,,13119,John Ovadal,john-ovadal-jr,,,,,,,feature,
275,17,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
275,18,,,6406,Dean Schultz,dean-schultz,,,,,,,feature,
275,19,,,11926,Jim Jarlsberg,jim-jarlsberg,,,,,,,feature,
275,20,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
275,21,,,20643,Scott Broughton,scott-broughton,,,,,,,feature,
275,22,,,23035,Tony Strupp,tony-strupp,,,,,,,feature,
276,1,,,181,Adam Royle,adam-royle,,,,,,,feature,
276,2,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
276,3,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
276,4,,,8715,Gary Back,gary-back,,,,,,,feature,
276,5,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
276,6,,,22477,Todd Stapleman,todd-stapleman,,,,,,,feature,
276,7,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
276,8,,,7419,Don Turner,don-turner,,,,,,,feature,
276,9,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
276,10,,,13890,Keith Bohmsach,keith-bohmsach,,,,,,,feature,
276,11,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
276,12,,,8381,"Eugene Gregorich, Jr.",eugene-gregorich-jr,,,,,,,feature,
276,13,,,13668,Judd Brandl,judd-brandl,,,,,,,feature,
276,14,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
276,15,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
276,16,,,2911,"Brian Johnson, Jr.",brian-johnson-jr,,,,,,,feature,
276,17,,,14573,Kirby Kurth,kirby-kurth,,,,,,,feature,
276,18,,,8145,Elliott Weiler,elliott-weiler,,,,,,,feature,
276,19,,,20643,Scott Broughton,scott-broughton,,,,,,,feature,
276,20,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
276,21,,,null,John Fraiser,john-fraiser,,,,,,,feature,
276,22,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
276,23,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
277,1,,,181,Adam Royle,adam-royle,,,,,,,feature,
277,2,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
277,3,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
277,4,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
277,5,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
277,6,,,2665,Brandon Selle,brandon-selle,,,,,,,feature,
277,7,,,11050,Jeff Storm,jeff-storm,,,,,,,feature,
277,8,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
277,9,,,16017,Mark Schroeder,mark-schroeder,,,,,,,feature,
277,10,,,7419,Don Turner,don-turner,,,,,,,feature,
277,11,,,19635,Rod Wheeler,rod-wheeler,,,,,,,feature,
277,12,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
277,13,,,2911,"Brian Johnson, Jr.",brian-johnson-jr,,,,,,,feature,
277,14,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
277,15,,,21717,Stevie Campbell,steve-campbell,,,,,,,feature,
277,16,,,14573,Kirby Kurth,kirby-kurth,,,,,,,feature,
277,17,,,10844,Jeff Falbe,jeff-falbe,,,,,,,feature,
277,18,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
277,19,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
277,20,,,8381,"Eugene Gregorich, Jr.",eugene-gregorich-jr,,,,,,,feature,
277,21,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
277,22,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
278,1,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
278,2,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
278,3,,,8715,Gary Back,gary-back,,,,,,,feature,
278,4,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
278,5,,,22477,Todd Stapleman,todd-stapleman,,,,,,,feature,
278,6,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
278,7,,,12529,Joe Kryzkowski,joe-krzykowski,,,,,,,feature,
278,8,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
278,9,,,7419,Don Turner,don-turner,,,,,,,feature,
278,10,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
278,11,,,12161,"Jim Sauter, Jr.",jim-sauter-jr,,,,,,,feature,
278,12,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
278,13,,,181,Adam Royle,adam-royle,,,,,,,feature,
278,14,,,2911,"Brian Johnson, Jr.",brian-johnson-jr,,,,,,,feature,
278,15,,,516,Allen Check,allen-check,,,,,,,feature,
278,16,,,8145,Elliott Weiler,elliott-weiler,,,,,,,feature,
278,17,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
278,18,,,715,Andy Tomlinson,andy-tomlinson,,,,,,,feature,
278,19,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
278,20,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
278,21,,,8535,Frank Nitzke,frank-nitzke,,,,,,,feature,
278,22,,,2665,Brandon Selle,brandon-selle,,,,,,,feature,
278,23,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
279,1,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
279,2,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
279,3,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
279,4,,,12161,"Jim Sauter, Jr.",jim-sauter-jr,,,,,,,feature,
279,5,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
279,6,,,14294,Kenny Richards,kenny-richards,,,,,,,feature,
279,7,,,18261,Pete Moore,pete-moore,,,,,,,feature,
279,8,,,10628,Jason Schuler,jason-schuler,,,,,,,feature,
279,9,,,7419,Don Turner,don-turner,,,,,,,feature,
279,10,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
279,11,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
279,12,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
279,13,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
279,14,,,6406,Dean Schultz,dean-schultz,,,,,,,feature,
279,15,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
279,16,,,null,Kurt Guralski,kurt-guralski,,,,,,,feature,
279,17,,,715,Andy Tomlinson,andy-tomlinson,,,,,,,feature,
279,18,,,56,Aaron Falbe,aaron-falbe,,,,,,,feature,
279,19,,,181,Adam Royle,adam-royle,,,,,,,feature,
279,20,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
279,21,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
279,22,,,2911,"Brian Johnson, Jr.",brian-johnson-jr,,,,,,,feature,
279,23,,,19584,Rocky Breezer,rocky-breezer,,,,,,,feature,
280,1,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
280,2,,,181,Adam Royle,adam-royle,,,,,,,feature,
280,3,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
280,4,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
280,5,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
280,6,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
280,7,,,17512,Nathan Haseleu,nathan-haseleu,,,,,,,feature,
280,8,,,2808,Brian Back,brian-back,,,,,,,feature,
280,9,,,21465,Steve Holzhausen,steve-holzhausen,,,,,,,feature,
280,10,,,1100,Ben Pettis,ben-pettis,,,,,,,feature,
280,11,,,8715,Gary Back,gary-back,,,,,,,feature,
280,12,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
280,13,,,13890,Keith Bohmsach,keith-bohmsach,,,,,,,feature,
280,14,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
280,15,,,681,Andy Monday,andy-monday,,,,,,,feature,
280,16,,,8381,"Eugene Gregorich, Jr.",eugene-gregorich-jr,,,,,,,feature,
280,17,,,13668,Judd Brandl,judd-brandl,,,,,,,feature,
280,18,,,133,Adam Degenhardt,adam-degenhardt,,,,,,,feature,
280,19,,,7419,Don Turner,don-turner,,,,,,,feature,
280,20,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
280,21,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
280,22,,,22266,Tim Rothe,tim-rothe,,,,,,,feature,
280,23,,,8145,Elliott Weiler,elliott-weiler,,,,,,,feature,
281,1,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
281,2,,,181,Adam Royle,adam-royle,,,,,,,feature,
281,3,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
281,4,,,603,Andrew Morrissey,andrew-morrissey,,,,,,,feature,
281,5,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
281,6,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
281,7,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
281,8,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
281,9,,,11765,Jim Carlson,jim-carlson,,,,,,,feature,
281,10,,,6359,Dean Cornelius,dean-cornelius,,,,,,,feature,
281,11,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
281,12,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
281,13,,,6821,Dexter Bean,dexter-bean,,,,,,,feature,
281,14,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
281,15,,,14294,Kenny Richards,kenny-richards,,,,,,,feature,
281,16,,,7419,Don Turner,don-turner,,,,,,,feature,
281,17,,,1662,Blake Horstman,blake-horstman,,,,,,,feature,
281,18,,,19122,Rick Corso,rick-corso,,,,,,,feature,
281,19,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
281,20,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
281,21,,,13983,Kelly Bires,kelly-bires,,,,,,,feature,
281,22,,,19598,Rod Brewe,rod-brewe,,,,,,,feature,
281,23,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
282,1,,,17512,Nathan Haseleu,nathan-haseleu,,,,,,,feature,
282,2,,,11080,Jeff VanOudenhoven,jeff-van-oudenhoven,,,,,,,feature,
282,3,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
282,4,,,21377,Steve Carlson,steve-carlson,,,,,,,feature,
282,5,,,681,Andy Monday,andy-monday,,,,,,,feature,
282,6,,,21465,Steve Holzhausen,steve-holzhausen,,,,,,,feature,
282,7,,,22275,Tim Schendel,tim-schendel,,,,,,,feature,
282,8,,,16017,Mark Schroeder,mark-schroeder,,,,,,,feature,
282,9,,,6821,Dexter Bean,dexter-bean,,,,,,,feature,
282,10,,,19635,Rod Wheeler,rod-wheeler,,,,,,,feature,
282,11,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
282,12,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
282,13,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
282,14,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
282,15,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
282,16,,,181,Adam Royle,adam-royle,,,,,,,feature,
282,17,,,11214,Jeremy Miller IL,jeremy-miller,,,,,,,feature,
282,18,,,22651,Tom Hockers,tom-hockers,,,,,,,feature,
282,19,,,19122,Rick Corso,rick-corso,,,,,,,feature,
282,20,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
282,21,,,22266,Tim Rothe,tim-rothe,,,,,,,feature,
282,22,,,10389,Jamie Iverson,jamie-iverson,,,,,,,feature,
282,23,,,13086,John Meidam,john-meidam,,,,,,,feature,
283,1,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
283,2,,,17512,Nathan Haseleu,nathan-haseleu,,,,,,,feature,
283,3,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
283,4,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
283,5,,,2911,"Brian Johnson, Jr.",brian-johnson-jr,,,,,,,feature,
283,6,,,14294,Kenny Richards,kenny-richards,,,,,,,feature,
283,7,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
283,8,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
283,9,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
283,10,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
283,11,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
283,12,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
283,13,,,181,Adam Royle,adam-royle,,,,,,,feature,
283,14,,,6821,Dexter Bean,dexter-bean,,,,,,,feature,
283,15,,,14530,Kevin Tunks,kevin-tunks,,,,,,,feature,
283,16,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
283,17,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
283,18,,,11926,Jim Jarlsberg,jim-jarlsberg,,,,,,,feature,
283,19,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
283,20,,,12161,"Jim Sauter, Jr.",jim-sauter-jr,,,,,,,feature,
283,21,,,10508,Jason Erickson,jason-erickson,,,,,,,feature,
283,22,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
283,23,,,10628,Jason Schuler,jason-schuler,,,,,,,feature,
284,1,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
284,2,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
284,3,,,516,Allen Check,allen-check,,,,,,,feature,
284,4,,,6359,Dean Cornelius,dean-cornelius,,,,,,,feature,
284,5,,,21377,Steve Carlson,steve-carlson,,,,,,,feature,
284,6,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
284,7,,,8535,Frank Nitzke,frank-nitzke,,,,,,,feature,
284,8,,,6821,Dexter Bean,dexter-bean,,,,,,,feature,
284,9,,,3355,Burton Brown,burton-brown,,,,,,,feature,
284,10,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
284,11,,,22477,Todd Stapleman,todd-stapleman,,,,,,,feature,
284,12,,,17512,Nathan Haseleu,nathan-haseleu,,,,,,,feature,
284,13,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
284,14,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
284,15,,,14294,Kenny Richards,kenny-richards,,,,,,,feature,
284,16,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
284,17,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
284,18,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
284,19,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
284,20,,,null,Kurt Guralski,kurt-guralski,,,,,,,feature,
284,21,,,8381,"Eugene Gregorich, Jr.",eugene-gregorich-jr,,,,,,,feature,
284,22,,,181,Adam Royle,adam-royle,,,,,,,feature,
284,23,,,2529,Brady Baldry,brady-baldry,,,,,,,feature,
285,1,,,11080,Jeff VanOudenhoven,jeff-van-oudenhoven,,,,,,,feature,
285,2,,,19635,Rod Wheeler,rod-wheeler,,,,,,,feature,
285,3,,,17512,Nathan Haseleu,nathan-haseleu,,,,,,,feature,
285,4,,,11827,Jim Duchow,jim-duchow,,,,,,,feature,
285,5,,,3543,Carl Edwards,carl-edwards,,,,,,,feature,
285,6,,,16291,Matt Kenseth,matt-kenseth,,,,,,,feature,
285,7,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
285,8,,,16017,Mark Schroeder,mark-schroeder,,,,,,,feature,
285,9,,,21377,Steve Carlson,steve-carlson,,,,,,,feature,
285,10,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
285,11,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
285,12,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
285,13,,,16835,Mike Gardner,mike-gardner,,,,,,,feature,
285,14,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
285,15,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
285,16,,,10389,Jamie Iverson,jamie-iverson,,,,,,,feature,
285,17,,,181,Adam Royle,adam-royle,,,,,,,feature,
285,18,,,13983,Kelly Bires,kelly-bires,,,,,,,feature,
285,19,,,22275,Tim Schendel,tim-schendel,,,,,,,feature,
285,20,,,603,Andrew Morrissey,andrew-morrissey,,,,,,,feature,
285,21,,,12160,Jim Sauter,jim-sauter,,,,,,,feature,
285,22,,,18601,Randy Lajoie,randy-lajoie,,,,,,,feature,
285,23,,,22266,Tim Rothe,tim-rothe,,,,,,,feature,
285,24,,,2469,Brad Mueller,brad-mueller,,,,,,,feature,
285,25,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
285,26,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
285,27,,,15608,Lowell Bennett,lowell-bennett,,,,,,,feature,
285,28,,,21465,Steve Holzhausen,steve-holzhausen,,,,,,,feature,
286,1,,,6821,Dexter Bean,dexter-bean,,,,,,,feature,
286,2,,,17512,Nathan Haseleu,nathan-haseleu,,,,,,,feature,
286,3,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
286,4,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
286,5,,,19086,Richie Loch,rich-loch,,,,,,,feature,
286,6,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
286,7,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
286,8,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
286,9,,,603,Andrew Morrissey,andrew-morrissey,,,,,,,feature,
286,10,,,2511,Brad Wildes,brad-wildes,,,,,,,feature,
286,11,,,181,Adam Royle,adam-royle,,,,,,,feature,
286,12,,,23147,Travis Sauter,travis-sauter,,,,,,,feature,
286,13,,,13983,Kelly Bires,kelly-bires,,,,,,,feature,
286,14,,,14573,Kirby Kurth,kirby-kurth,,,,,,,feature,
286,15,,,1662,Blake Horstman,blake-horstman,,,,,,,feature,
286,16,,,7419,Don Turner,don-turner,,,,,,,feature,
286,17,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
286,18,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
286,19,,,14294,Kenny Richards,kenny-richards,,,,,,,feature,
286,20,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
286,21,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
286,22,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
286,23,,,22698,Tom Lichtfeld,tom-lichtfeld,,,,,,,feature,
287,1,,,17512,Nathan Haseleu,nathan-haseleu,,,,,,,feature,
287,2,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
287,3,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
