series_id,season_year,season_id,race_number,source_race_name,series_event_id,race_date,track_name_source,track_name_museum,track_slug,winner_name_source,winner_name_museum,winner_driver_id,winner_driver_slug,source_url,notes
0,,,169,1986 Michigan 100,,24-May-86,Berlin Raceway,Berlin Raceway,berlin-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,170,1982 Spring Twin 50s Race No. 1,,25-Apr-82,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,171,1982 Spring Twin 50s Race No. 2,,25-Apr-82,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway,Junior Hanley,Junior Hanley,,junior-hanley,,
0,,,172,1987 Opening Day 100,,25-Apr-87,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,173,1992 Cabin Fever 100,,25-Apr-92,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway,Jim Weber (MN),Jim Weber (MN),,jim-weber-mn,,
0,,,174,1979 ARTGO Summer Nationals Race No. 1,,25-Aug-79,Dells Raceway Park,Dells Raceway Park,dells-raceway-park,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,175,1979 ARTGO Summer Nationals Race No. 2,,25-Aug-79,Dells Raceway Park,Dells Raceway Park,dells-raceway-park,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,176,1982 WDGY ARTGO 100,,25-Jul-82,Elko Speedway,Elko Speedway,elko-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,177,1985 Escape to Wisconsin 100,,25-Jul-85,Dells Raceway Park,Dells Raceway Park,dells-raceway-park,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,178,1992 ARTGO Ozark Challenge,,25-Jul-92,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i-44-speedway,Steve Carlson,Steve Carlson,,steve-carlson,,
0,,,179,1991 Lake Geneva 100,,25-Jun-91,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway,Tony Strupp,Tony Strupp,,tony-strupp,,
0,,,180,1993 Miller Genuine Draft 100 (ARTGO),,25-Jun-93,Elko Speedway,Elko Speedway,elko-speedway,Bobby Blount,Bobby Blount,,bobby-blount,,
0,,,181,1997 NAPA All-Star 100,,25-Jun-97,LaCrosse Fairgrounds Speedway,LaCrosse Fairgrounds Speedway,lacrosse-fairgrounds-speedway,Steve Carlson,Steve Carlson,,steve-carlson,,
0,,,182,1981 Pepsi Memorial Day 100 Race No. 1,,25-May-81,Madison International Speedway,Madison International Speedway,madison-international-speedway,Larry Detjens,Larry Detjens,,larry-detjens,,
0,,,183,1981 Pepsi Memorial Day 100 Race No. 2,,25-May-81,Madison International Speedway,Madison International Speedway,madison-international-speedway,Larry Detjens,Larry Detjens,,larry-detjens,,
0,,,184,1985 ARTGO Michigan Challenge,,25-May-85,Berlin Raceway,Berlin Raceway,berlin-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,185,1986 Newscenter 11 Miller Spring Nationals Race No. 1,,25-May-86,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,186,1986 Newscenter 11 Miller Spring Nationals Race No. 2,,25-May-86,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,187,1987 ARTGO Spring Nationals Race No. 1,,25-May-87,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,188,1987 ARTGO Spring Nationals Race No. 2,,25-May-87,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,189,1992 Spring Nationals 125,,25-May-92,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Tom Carlson,Tom Carlson,,tom-carlson,,
0,,,190,1979 ARTGO Summer Nationals Race No. 3,,26-Aug-79,Madison International Speedway,Madison International Speedway,madison-international-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,191,1979 ARTGO Summer Nationals Race No. 4,,26-Aug-79,Madison International Speedway,Madison International Speedway,madison-international-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,192,1979 ARTGO Summer Nationals Race No. 5,,26-Aug-79,Madison International Speedway,Madison International Speedway,madison-international-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,193,1981 Aqua-Oly 100,,26-Jul-81,Elko Speedway,Elko Speedway,elko-speedway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,194,1983 Molenaar Classic,,26-Jul-83,Illiana Motor Speedway,Illiana Motor Speedway,illiana-motor-speedway,Frank Gawlinski,Frank Gawlinski,,frank-gawlinski,,
0,,,195,1986 Summer Nationals Race No. 1,,26-Jul-86,Dells Raceway Park,Dells Raceway Park,dells-raceway-park,Butch Miller,Butch Miller,,butch-miller,,
0,,,196,1986 Summer Nationals Race No. 2,,26-Jul-86,Dells Raceway Park,Dells Raceway Park,dells-raceway-park,Butch Miller,Butch Miller,,butch-miller,,
0,,,197,1997 ARTGO 50,,26-Jul-97,World Wide Technology Raceway at Gateway,World Wide Technology Raceway at Gateway,world-wide-technology-raceway-at-gateway,Mike Garvey,Mike Garvey,,mike-garvey,,
0,,,198,1982 Wisconsin 400 Race No. 1,,26-Jun-82,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,"Mark Martin (Batesville, AR)","Mark Martin (Batesville, AR)",,mark-martin-batesville-ar,,
0,,,199,1982 Wisconsin 400 Race No. 2,,26-Jun-82,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Tom Reffner,Tom Reffner,,tom-reffner,,
0,,,200,1988 Skoal Racing Classic,,26-Jun-88,Milwaukee Mile,Milwaukee Mile,milwaukee-mile,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,201,1990 Grand Opening 100,,26-Jun-90,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway,Tom Carlson,Tom Carlson,,tom-carlson,,
0,,,202,1993 Upper Peninsula 100,,26-Jun-93,Norway Speedway,Norway Speedway,norway-speedway,Matt Kenseth,Matt Kenseth,,matt-kenseth,,
0,,,203,1984 Chicagoland Showdown Race No. 1,,26-May-84,Illiana Motor Speedway,Illiana Motor Speedway,illiana-motor-speedway,Frank Gawlinski,Frank Gawlinski,,frank-gawlinski,,
0,,,204,1984 Chicagoland Showdown Race No. 2,,26-May-84,Illiana Motor Speedway,Illiana Motor Speedway,illiana-motor-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,205,1990 WMUS Cancer Society Benefit,,26-May-90,Berlin Raceway,Berlin Raceway,berlin-raceway,Fred Campbell,Fred Campbell,,fred-campbell,,
0,,,206,1996 NAPA All-Star 100,,26-May-96,LaCrosse Fairgrounds Speedway,LaCrosse Fairgrounds Speedway,lacrosse-fairgrounds-speedway,Jim Weber (MN),Jim Weber (MN),,jim-weber-mn,,
0,,,207,1997 ARTGO Spring Nationals Race No. 1,,26-May-97,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Steve Carlson,Steve Carlson,,steve-carlson,,
0,,,208,1997 ARTGO Spring Nationals Race No. 2,,26-May-97,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Jason Schuler,Jason Schuler,,jason-schuler,,
0,,,209,1991 Cabin Fever 100,,27-Apr-91,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway,Steve Carlson,Steve Carlson,,steve-carlson,,
0,,,210,1986 Summer Nationals Race No. 3,,27-Jul-86,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,211,1986 Summer Nationals Race No. 4,,27-Jul-86,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,212,1982 Wisconsin 400 Race No. 3,,27-Jun-82,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,213,1979 ARTGO Spring Nationals Race No. 1,,27-May-79,Madison International Speedway,Madison International Speedway,madison-international-speedway,Tom Reffner,Tom Reffner,,tom-reffner,,
0,,,214,1979 ARTGO Spring Nationals Race No. 2,,27-May-79,Madison International Speedway,Madison International Speedway,madison-international-speedway,Bob Senneker,Bob Senneker,,bob-senneker,,
0,,,215,1985 ARTGO Spring Nationals Race No. 1,,27-May-85,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,216,1985 ARTGO Spring Nationals Race No. 2,,27-May-85,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,217,1989 WMUS/American Cancer Society Benefit,,27-May-89,Berlin Raceway,Berlin Raceway,berlin-raceway,Fred Campbell,Fred Campbell,,fred-campbell,,
0,,,218,1991 Miller Genuine Draft Spring Nationals,,27-May-91,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,219,1996 ARTGO Spring Nationals,,27-May-96,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Joe Shear,Joe Shear,,joe-shear,,
0,,,220,1990 Chicagoland Opener,,28-Apr-90,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway,Kevin Cywinski,Kevin Cywinski,,kevin-cywinski,,
0,,,221,1985 Kalamazoo Klassic 100,,28-Jul-85,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway,Butch Miller,Butch Miller,,butch-miller,,
0,,,222,1987 All-Star 100,,28-Jul-87,Rockford Speedway,Rockford Speedway,rockford-speedway,"Al Schill, Sr.","Al Schill, Sr.",,al-schill-sr,,
0,,,223,1983 ARTGO Michigan Challenge,,28-Jun-83,Corrigan Oil Speedway,Corrigan Oil Speedway,corrigan-oil-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,224,1978 ARTGO Spring Nationals Race No. 1,,28-May-78,Madison International Speedway,Madison International Speedway,madison-international-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,225,1978 ARTGO Spring Nationals Race No. 2,,28-May-78,Madison International Speedway,Madison International Speedway,madison-international-speedway,Bob Senneker,Bob Senneker,,bob-senneker,,
0,,,226,1983 Chicagoland Showdown Race No. 1,,28-May-83,Illiana Motor Speedway,Illiana Motor Speedway,illiana-motor-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,227,1983 Chicagoland Showdown Race No. 2,,28-May-83,Illiana Motor Speedway,Illiana Motor Speedway,illiana-motor-speedway,Frank Gawlinski,Frank Gawlinski,,frank-gawlinski,,
0,,,228,1984 Miller High Life Spring Nationals Race No. 1,,28-May-84,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,229,1984 Miller High Life Spring Nationals Race No. 2,,28-May-84,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,230,1988 WMUS/American Cancer Society Benefit,,28-May-88,Berlin Raceway,Berlin Raceway,berlin-raceway,Ted Musgrave,Ted Musgrave,,ted-musgrave,,
0,,,231,1990 Miller Genuine Draft TV-5 Spring Nationals,,28-May-90,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Joe Shear,Joe Shear,,joe-shear,,
0,,,232,1994 Michigan Challenge,,28-May-94,Berlin Raceway,Berlin Raceway,berlin-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,233,1996 KC Colors World Cup 300,,28-Sep-96,I-70 Motorsports Park,I-70 Motorsports Park,i-70-motorsports-park,Tracy Schuler,Tracy Schuler,,tracy-schuler,,
0,,,234,1993 ARTGO Spring Nationals,,29-Aug-93,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Bobby Blount,Bobby Blount,,bobby-blount,,
0,,,235,1997 USA Challenge 100,,29-Aug-97,Bolivar Speedway,Bolivar Speedway,bolivar-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,236,1985 Chicagoland Showdown,,29-Jun-85,Illiana Motor Speedway,Illiana Motor Speedway,illiana-motor-speedway,Larry Middleton,Larry Middleton,,larry-middleton,,
0,,,237,1983 ARTGO Spring Nationals Race No. 1,,29-May-83,Madison International Speedway,Madison International Speedway,madison-international-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,238,1983 ARTGO Spring Nationals Race No. 2,,29-May-83,Madison International Speedway,Madison International Speedway,madison-international-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,239,1989 Miller High Life/TV 5 Spring Nationals Race No. 1,,29-May-89,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Scott Hansen,Scott Hansen,,scott-hansen,,
0,,,240,1989 Miller High Life/TV 5 Spring Nationals Race No. 2,,29-May-89,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Joe Shear,Joe Shear,,joe-shear,,
0,,,241,1993 Michigan Challenge,,29-May-93,Berlin Raceway,Berlin Raceway,berlin-raceway,Bob Senneker,Bob Senneker,,bob-senneker,,
0,,,242,1995 ARTGO Spring Nationals,,29-May-95,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Kevin Cywinski,Kevin Cywinski,,kevin-cywinski,,
0,,,243,1990 Say No To Drugs 100,,3-Aug-90,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway,Ted Musgrave,Ted Musgrave,,ted-musgrave,,
0,,,244,1993 Dixieland 250,,3-Aug-93,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Scott Hansen,Scott Hansen,,scott-hansen,,
0,,,245,ARTGO:1978-06,,3-Jul-78,Madison International Speedway,Madison International Speedway,madison-international-speedway,Rusty Wallace,Rusty Wallace,,rusty-wallace,,
0,,,246,1980 Wausau Holiday Twin 50s Race No. 1,,3-Jul-80,State Park Speedway,State Park Speedway,state-park-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,247,1983 ARTGO Summer Nationals,,3-Jul-83,Madison International Speedway,Madison International Speedway,madison-international-speedway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,248,1984 Minnesota State Championships,,3-Jul-84,Elko Speedway,Elko Speedway,elko-speedway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,249,1985 WBTU Indiana Challenge 100,,3-Jul-85,Baer Field Motorsports Park,Baer Field Motorsports Park,baer-field-motorsports-park,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,250,1986 Big A Minnesota State Championship,,3-Jul-86,Elko Speedway,Elko Speedway,elko-speedway,"Mark Martin (Batesville, AR)","Mark Martin (Batesville, AR)",,mark-martin-batesville-ar,,
0,,,251,1989 Minnesota State Championship,,3-Jul-89,Elko Speedway,Elko Speedway,elko-speedway,Steve Holzhausen,Steve Holzhausen,,steve-holzhausen,,
0,,,252,1990 Budweiser 100 (ARTGO),,3-Jul-90,Owosso Speedway,Owosso Speedway,owosso-speedway,Fred Campbell,Fred Campbell,,fred-campbell,,
0,,,253,1991 Main Beverage/Budweiser 100,,3-Jul-91,Owosso Speedway,Owosso Speedway,owosso-speedway,Steve Carlson,Steve Carlson,,steve-carlson,,
0,,,254,1992 Minnesota State Championships,,3-Jul-92,Elko Speedway,Elko Speedway,elko-speedway,Tom Carlson,Tom Carlson,,tom-carlson,,
0,,,255,1978 ARTGO All-Star 200 Race No. 1,,3-Jun-78,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway,Tom Reffner,Tom Reffner,,tom-reffner,,
0,,,256,1978 ARTGO All-Star 200 Race No. 2,,3-Jun-78,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway,Tom Reffner,Tom Reffner,,tom-reffner,,
0,,,257,1992 Glass City 100,,3-Oct-92,Toledo Speedway,Toledo Speedway,toledo-speedway,Butch Miller,Butch Miller,,butch-miller,,
0,,,258,1988 ARTGO Summer Nationals,,3-Sep-88,Dells Raceway Park,Dells Raceway Park,dells-raceway-park,Steve Carlson,Steve Carlson,,steve-carlson,,
0,,,259,1994 Johnson Service Center Summer Showdown 100,,3-Sep-94,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i-44-speedway,Larry Phillips,Larry Phillips,,larry-phillips,,
0,,,260,1995 ARTGO Western Swing Finale,,3-Sep-95,Lakeside Speedway,Lakeside Speedway,lakeside-speedway,Tom Carlson,Tom Carlson,,tom-carlson,,
0,,,261,1978 ARTGO Spring Classic,,30-Apr-78,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,262,1996 ARTGO USA Challenge,,30-Aug-96,Bolivar Speedway,Bolivar Speedway,bolivar-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,263,1997 Johnson Service Center 100,,30-Aug-97,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i-44-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,264,1977 ARTGO Summer Nationals Race No. 1,,30-Jul-77,Madison International Speedway,Madison International Speedway,madison-international-speedway,Larry Detjens,Larry Detjens,,larry-detjens,,
0,,,265,1977 ARTGO Summer Nationals Race No. 2,,30-Jul-77,Madison International Speedway,Madison International Speedway,madison-international-speedway,Bob Senneker,Bob Senneker,,bob-senneker,,
0,,,266,1989 Grand Valley Marine 100,,30-Jul-89,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,267,1990 Cabin Fever 100,,30-Jun-90,Dells Raceway Park,Dells Raceway Park,dells-raceway-park,Pete Moore,Pete Moore,,pete-moore,,
0,,,268,1993 Fair Days 100,,30-Jun-93,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway,Steve Carlson,Steve Carlson,,steve-carlson,,
0,,,269,ARTGO:1977-01,,30-May-77,Madison International Speedway,Madison International Speedway,madison-international-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,270,ARTGO:1977-02,,30-May-77,Madison International Speedway,Madison International Speedway,madison-international-speedway,Ed Howe,Ed Howe,,ed-howe,,
0,,,271,1982 Chicagoland Showdown Race No. 1,,30-May-82,Illiana Motor Speedway,Illiana Motor Speedway,illiana-motor-speedway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,272,1982 Chicagoland Showdown Race No. 2,,30-May-82,Illiana Motor Speedway,Illiana Motor Speedway,illiana-motor-speedway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,273,1988 Miller High Life/TV-5 Spring Nationals Race No. 1,,30-May-88,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,274,1988 Miller High Life/TV-5 Spring Nationals Race No. 2,,30-May-88,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Steve Holzhausen,Steve Holzhausen,,steve-holzhausen,,
0,,,275,1994 Miller Genuine Draft Spring Nationals,,30-May-94,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Jim Weber (MN),Jim Weber (MN),,jim-weber-mn,,
0,,,276,1982 ARTGO Dixieland Challenge,,31-Aug-82,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,277,1991 Midwest Championships,,31-Aug-91,Dells Raceway Park,Dells Raceway Park,dells-raceway-park,,,,,,
0,,,278,1996 Johnson Service Center 100,,31-Aug-96,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i-44-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,279,1984 Bobby Allison Night,,31-Jul-84,Baer Field Motorsports Park,Baer Field Motorsports Park,baer-field-motorsports-park,Bobby Allison (AL),Bobby Allison (AL),,bobby-allison-al,,
0,,,280,1992 Say No To Drugs 100,,31-Jul-92,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway,Larry Schuler,Larry Schuler,,larry-schuler,,
0,,,281,1996 ARTGO Spring Classic,,31-Mar-96,Rockford Speedway,Rockford Speedway,rockford-speedway,Larry Schuler,Larry Schuler,,larry-schuler,,
0,,,282,1981 ARTGO Dixieland Challenge Race No. 1,,31-May-81,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Larry Schuler,Larry Schuler,,larry-schuler,,
0,,,283,1981 ARTGO Dixieland Challenge Race No. 2,,31-May-81,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,284,1982 Memorial Day Pepsi 100 Race No. 1,,31-May-82,Madison International Speedway,Madison International Speedway,madison-international-speedway,Tom Reffner,Tom Reffner,,tom-reffner,,
0,,,285,1982 Memorial Day Pepsi 100 Race No. 2,,31-May-82,Madison International Speedway,Madison International Speedway,madison-international-speedway,Mike Miller,Mike Miller,,mike-miller,,
0,,,286,1993 Spring Classic,,4-Apr-93,Rockford Speedway,Rockford Speedway,rockford-speedway,Scott Hansen,Scott Hansen,,scott-hansen,,
0,,,287,1992 Dixieland 250,,4-Aug-92,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Steve Holzhausen,Steve Holzhausen,,steve-holzhausen,,
0,,,288,1979 NGK Spark Plug 200,,4-Jul-79,LaCrosse Fairgrounds Speedway,LaCrosse Fairgrounds Speedway,lacrosse-fairgrounds-speedway,Tom Reffner,Tom Reffner,,tom-reffner,,
0,,,289,1980 Dairyland 150 Race No. 1,,4-Jul-80,Golden Sands Speedway,Golden Sands Speedway,golden-sands-speedway,Larry Detjens,Larry Detjens,,larry-detjens,,
0,,,290,1980 Dairyland 150 Race No. 2,,4-Jul-80,Golden Sands Speedway,Golden Sands Speedway,golden-sands-speedway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,291,1980 Wausau Holiday Twin 50s Race No. 2,,4-Jul-80,State Park Speedway,State Park Speedway,state-park-speedway,Larry Detjens,Larry Detjens,,larry-detjens,,
0,,,292,1981 Firecracker 100,,4-Jul-81,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,293,1982 Firecracker 150 Race No. 1,,4-Jul-82,Madison International Speedway,Madison International Speedway,madison-international-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,294,1982 Firecracker 150 Race No. 2,,4-Jul-82,Madison International Speedway,Madison International Speedway,madison-international-speedway,Steve Burgess,Steve Burgess,,steve-burgess,,
0,,,295,1983 Summer Nationals Dairyland 100 Race No. 1,,4-Jul-83,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,296,1983 Summer Nationals Dairyland 100 Race No. 2,,4-Jul-83,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,297,1987 4th of July Spectacular,,4-Jul-87,Berlin Raceway,Berlin Raceway,berlin-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,298,1996 Miller Genuine Draft 100 (ARTGO),,4-Jun-96,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway,Steve Carlson,Steve Carlson,,steve-carlson,,
0,,,299,1986 ARTGO Spring Classic,,4-May-86,Rockford Speedway,Rockford Speedway,rockford-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,300,1987 ARTGO Spring Classic,,5-Apr-87,Rockford Speedway,Rockford Speedway,rockford-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,301,1992 Spring Classic 150,,5-Apr-92,Rockford Speedway,Rockford Speedway,rockford-speedway,Jim Weber (MN),Jim Weber (MN),,jim-weber-mn,,
0,,,302,1978 ARTGO Summer Nationals Race No. 1,,5-Aug-78,Madison International Speedway,Madison International Speedway,madison-international-speedway,"Mark Martin (Batesville, AR)","Mark Martin (Batesville, AR)",,mark-martin-batesville-ar,,
0,,,303,1986 Miller High Life/Newscenter 11 Dixieland Challenge,,5-Aug-86,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Butch Miller,Butch Miller,,butch-miller,,
0,,,304,1997 Dixieland 250,,5-Aug-97,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Steve Carlson,Steve Carlson,,steve-carlson,,
0,,,305,1981 ARTGO Holiday Twin 50s Race No. 1,,5-Jul-81,Madison International Speedway,Madison International Speedway,madison-international-speedway,Jim Sauter,Jim Sauter,,jim-sauter,,
0,,,306,1981 ARTGO Holiday Twin 50s Race No. 2,,5-Jul-81,Madison International Speedway,Madison International Speedway,madison-international-speedway,"Mark Martin (Batesville, AR)","Mark Martin (Batesville, AR)",,mark-martin-batesville-ar,,
0,,,307,1985 Big A Minnesota Championship,,5-Jul-85,Elko Speedway,Elko Speedway,elko-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,308,1997 All-American 100,,5-Jul-97,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway,Jim Weber (MN),Jim Weber (MN),,jim-weber-mn,,
0,,,309,1983 Dr. Pepper 100 Race No. 1,,5-Jun-83,LaCrosse Fairgrounds Speedway,LaCrosse Fairgrounds Speedway,lacrosse-fairgrounds-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,310,1983 Dr. Pepper 100 Race No. 2,,5-Jun-83,LaCrosse Fairgrounds Speedway,LaCrosse Fairgrounds Speedway,lacrosse-fairgrounds-speedway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,311,1993 Chicagoland Showdown,,5-Jun-93,Illiana Motor Speedway,Illiana Motor Speedway,illiana-motor-speedway,Larry Schuler,Larry Schuler,,larry-schuler,,
0,,,312,1987 ARTGO Summer Nationals,,5-Sep-87,Dells Raceway Park,Dells Raceway Park,dells-raceway-park,Joe Shear,Joe Shear,,joe-shear,,
0,,,313,1994 ARTGO Western Swing Race No. 4,,5-Sep-94,Lakeside Speedway,Lakeside Speedway,lakeside-speedway,Steve Carlson,Steve Carlson,,steve-carlson,,
0,,,314,1991 ARTGO Dixieland Challenge,,6-Aug-91,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Dick Trickle,Dick Trickle,,dick-trickle,,
0,,,315,1996 Dixieland Challenge 250,,6-Aug-96,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway,Joe Shear,Joe Shear,,joe-shear,,
0,,,316,1980 Pepsi Cola 100 Race No. 1,,6-Jul-80,Madison International Speedway,Madison International Speedway,madison-international-speedway,Joe Shear,Joe Shear,,joe-shear,,
0,,,317,1980 Pepsi Cola 100 Race No. 2,,6-Jul-80,Madison International Speedway,Madison International Speedway,madison-international-speedway,Bob Senneker,Bob Senneker,,bob-senneker,,
0,,,318,1991 ARTGO Summer Nationals,,6-Jul-91,Dells Raceway Park,Dells Raceway Park,dells-raceway-park,Kevin Cywinski,Kevin Cywinski,,kevin-cywinski,,
0,,,319,1989 Miller Hawkeye 100,,6-Jun-89,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway,Steve Holzhausen,Steve Holzhausen,,steve-holzhausen,,
0,,,320,1990 Miller 100,,6-Jun-90,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway,Larry Phillips,Larry Phillips,,larry-phillips,,
0,,,321,1992 ARTGO 100,,6-Jun-92,Berlin Raceway,Berlin Raceway,berlin-raceway,Tom Carlson,Tom Carlson,,tom-carlson,,
