unknown_file,unknown_file_name,best_distance,best_confidence,match_1_distance,match_1_file_name,match_1_track_slug,match_1_year,match_1_driver_slug,match_1_photographer_slug,match_2_distance,match_2_file_name,match_2_track_slug,match_2_year,match_2_driver_slug,match_2_photographer_slug,match_3_distance,match_3_file_name,match_3_track_slug,match_3_year,match_3_driver_slug,match_3_photographer_slug,match_4_distance,match_4_file_name,match_4_track_slug,match_4_year,match_4_driver_slug,match_4_photographer_slug,match_5_distance,match_5_file_name,match_5_track_slug,match_5_year,match_5_driver_slug,match_5_photographer_slug,suggested_track_slug,suggested_year,suggested_driver_slug,suggested_photographer_slug,review_action,final_track_slug,final_year,final_driver_slug,final_photographer_slug,final_file_name,notes
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver-old-town-eau-claire_unknown-photographer_photo_001.jpg,unknown-track_unknown-year_unknown-driver-old-town-eau-claire_unknown-photographer_photo_001.jpg,65,very_low,65,dells-motor-speedway_unknown-year_greg-holzhausen_unknown-photographer_photo_002.jpg,dells-motor-speedway,unknown-year,greg-holzhausen,unknown-photographer,71,capital-super-speedway_1978_tom-reffner_john-vass_photo_001.jpg,capital-super-speedway,1978,tom-reffner,john-vass,72,central-state-speedway_1985_bill-lindner_bob-schafer_photo_001.jpg,central-state-speedway,1985,bill-lindner,bob-schafer,73,eagle-valley-speedway_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,eagle-valley-speedway,unknown-year,unknown-driver,unknown-photographer,76,columbus-151-speedway_unknown-year_rick-smith_unknown-photographer_photo_002.jpg,columbus-151-speedway,unknown-year,rick-smith,unknown-photographer,dells-motor-speedway,unknown-year,greg-holzhausen,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,78,very_low,78,dells-motor-speedway_unknown-year_unknown-driver_bob-schafer_photo_032.jpg,dells-motor-speedway,unknown-year,unknown-driver,bob-schafer,85,dells-motor-speedway_unknown-year_unknown-driver_bob-schafer_photo_025.jpg,dells-motor-speedway,unknown-year,unknown-driver,bob-schafer,86,beaver-dam-raceway_unknown-year_unknown_joe-slack_photo_004.jpg,beaver-dam-raceway,unknown-year,unknown,joe-slack,86,dells-motor-speedway_1975_dave-boodle_unknown-photographer_photo_001.jpg,dells-motor-speedway,1975,dave-boodle,unknown-photographer,87,dells-motor-speedway_unknown-year_unknown-driver_bob-schafer_photo_12973.jpg,dells-motor-speedway,unknown-year,unknown-driver,bob-schafer,dells-motor-speedway,unknown-year,unknown-driver,bob-schafer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_002.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_002.jpg,78,very_low,78,capital-super-speedway_2026_austin-nason_austin-nason_post_111.jpg,capital-super-speedway,2026,austin-nason,austin-nason,80,dells-motor-speedway_1981_joe-tyrell_don-besch_photo_001.jpg,dells-motor-speedway,1981,joe-tyrell,don-besch,83,141-speedway_2003_unknown-driver_joe-slack_post_001.jpg,141-speedway,2003,unknown-driver,joe-slack,83,central-state-speedway_1985_steve-haas_bob-schafer_photo_001.jpg,central-state-speedway,1985,steve-haas,bob-schafer,85,columbus-151-speedway_2004_jason-weinkauf_don-wendlandt_photo_122.jpg,columbus-151-speedway,2004,jason-weinkauf,don-wendlandt,capital-super-speedway,2026,austin-nason,austin-nason,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_033.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_033.jpg,67,very_low,67,dodge-county-fairgrounds_unknown-year_brian-banyaz_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,brian-banyaz,chad-tessman,70,daytona-international-speedway_unknown-year_dick-trickle_unknown-photographer_photo_101.jpg,daytona-international-speedway,unknown-year,dick-trickle,unknown-photographer,71,beaver-dam-raceway_unknown-year_unknown_michael-halbherr_post_001.jpg,beaver-dam-raceway,unknown-year,unknown,michael-halbherr,74,cedar-lake-speedway_unknown-year_craig-thatcher_unknown-photographer_photo_001.jpg,cedar-lake-speedway,unknown-year,craig-thatcher,unknown-photographer,76,columbus-151-speedway_2004_dan-schmidt_don-wendlandt_photo_122.jpg,columbus-151-speedway,2004,dan-schmidt,don-wendlandt,dodge-county-fairgrounds,unknown-year,brian-banyaz,chad-tessman,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_069.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_069.jpg,65,very_low,65,cedarburg-speedway_1979_unknown-driver_unknown-photographer_photo_001.jpg,cedarburg-speedway,1979,unknown-driver,unknown-photographer,67,columbus-151-speedway_unknown-year_wayne-swartwout_unknown-photographer_photo_001.jpg,columbus-151-speedway,unknown-year,wayne-swartwout,unknown-photographer,69,deer-creek-speedway_unknown-year_scott-paulson_missy-lushinsky_photo_001.jpg,deer-creek-speedway,unknown-year,scott-paulson,missy-lushinsky,69,dodge-county-fairgrounds_unknown-year_craig-priewe_travis-zuelsdorf-ii_photo_001.jpg,dodge-county-fairgrounds,unknown-year,craig-priewe,travis-zuelsdorf-ii,70,141-speedway_unknown-year_roger-lee_unknown-credit_post_001.jpg,141-speedway,unknown-year,roger-lee,unknown-credit,cedarburg-speedway,1979,unknown-driver,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_070.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_070.jpg,78,very_low,78,elko-speedway_unknown-year_steve-burgess_unknown-photographer_photo_012.jpg,elko-speedway,unknown-year,steve-burgess,unknown-photographer,79,beaver-dam-raceway_unknown-year_unknown_joe-slack_photo_002.jpg,beaver-dam-raceway,unknown-year,unknown,joe-slack,79,capital-super-speedway_1984_dale-weyer_weber-brothers_photo_001.jpg,capital-super-speedway,1984,dale-weyer,weber-brothers,79,chilton-speedway_unknown-year_karly-stadler_unknown-photographer_photo_001.jpg,chilton-speedway,unknown-year,karly-stadler,unknown-photographer,80,capital-super-speedway_unknown-year_steve-moll_pat-heaney_post_001.jpg,capital-super-speedway,unknown-year,steve-moll,pat-heaney,elko-speedway,unknown-year,steve-burgess,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_077.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_077.jpg,82,very_low,82,dells-motor-speedway_2022_aaron-olson_unknown-photographer_photo_001.jpg,dells-motor-speedway,2022,aaron-olson,unknown-photographer,85,dells-motor-speedway_unknown-year_don-turner_bob-schafer_photo_14241.jpg,dells-motor-speedway,unknown-year,don-turner,bob-schafer,86,amherst-speedway_2013_jay-stone_unknown-photographer_photo_231.jpg,amherst-speedway,2013,jay-stone,unknown-photographer,87,columbus-151-speedway_1990_roger-bielke_bob-schafer_photo_222.jpg,columbus-151-speedway,1990,roger-bielke,bob-schafer,88,cedar-lake-speedway_1990_jon-kurshinsky_todd-narveson_photo_001.jpg,cedar-lake-speedway,1990,jon-kurshinsky,todd-narveson,dells-motor-speedway,2022,aaron-olson,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_082.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_082.jpg,70,very_low,70,dells-motor-speedway_unknown-year_unknown-driver_bob-schafer_photo_12973.jpg,dells-motor-speedway,unknown-year,unknown-driver,bob-schafer,76,dells-motor-speedway_unknown-year_rick-nelson_bob-schafer_photo_12966.jpg,dells-motor-speedway,unknown-year,rick-nelson,bob-schafer,78,141-speedway_unknown-year_jack-hardy_joe-verdegan_post_001.jpg,141-speedway,unknown-year,jack-hardy,joe-verdegan,84,beaver-dam-raceway_unknown-year_gary-buzzell_michael-halbherr_post_001.jpg,beaver-dam-raceway,unknown-year,gary-buzzell,michael-halbherr,85,brown-county-speedway_1978_dave-valentyne_joe-verdegan_post_001.jpg,brown-county-speedway,1978,dave-valentyne,joe-verdegan,dells-motor-speedway,unknown-year,unknown-driver,bob-schafer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_086.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_086.jpg,67,very_low,67,141-speedway_unknown-year_horace-haufschildt_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,horace-haufschildt,unknown-photographer,70,columbus-151-speedway_unknown-year_jon-hornby_unknown-photographer_photo_001.jpg,columbus-151-speedway,unknown-year,jon-hornby,unknown-photographer,70,columbus-151-speedway_unknown-year_rich-zickert_unknown-photographer_photo_001.jpg,columbus-151-speedway,unknown-year,rich-zickert,unknown-photographer,71,dells-motor-speedway_unknown-year_ted-musgrave_kurt-luoma_photo_001.jpg,dells-motor-speedway,unknown-year,ted-musgrave,kurt-luoma,73,fox-ridge-speedway_2002_chris-oertel_missy-lushinsky_photo_001.jpg,fox-ridge-speedway,2002,chris-oertel,missy-lushinsky,141-speedway,unknown-year,horace-haufschildt,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1000.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1000.jpg,95,very_low,95,dells-motor-speedway_1975_doug-strasburg_unknown-photographer_photo_001.jpg,dells-motor-speedway,1975,doug-strasburg,unknown-photographer,95,eagle-valley-speedway_unknown-year_jerry-redetzke_deadra-blaser_photo_001.jpg,eagle-valley-speedway,unknown-year,jerry-redetzke,deadra-blaser,99,brown-county-speedway_unknown-year_bill-foster_joe-verdegan_post_001.jpg,brown-county-speedway,unknown-year,bill-foster,joe-verdegan,99,cedar-lake-speedway_1990_larry-stockwell_bob-schafer_photo_12605.jpg,cedar-lake-speedway,1990,larry-stockwell,bob-schafer,99,columbus-151-speedway_unknown-year_unknown-driver_bob-schafer_photo_13687.jpg,columbus-151-speedway,unknown-year,unknown-driver,bob-schafer,dells-motor-speedway,1975,doug-strasburg,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10000.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10000.jpg,73,very_low,73,brown-county-speedway_unknown-year_wayne-roffers_joe-verdegan_post_001.jpg,brown-county-speedway,unknown-year,wayne-roffers,joe-verdegan,74,dodge-county-fairgrounds_unknown-year_scott-hoeft_unknown-photographer_photo_001.jpg,dodge-county-fairgrounds,unknown-year,scott-hoeft,unknown-photographer,78,brown-county-speedway_1966_bill-moore_unknown-credit_post_001.jpg,brown-county-speedway,1966,bill-moore,unknown-credit,79,141-speedway_2024_devin-yaeger_dan-lewis_photo_113.jpg,141-speedway,2024,devin-yaeger,dan-lewis,79,dells-motor-speedway_unknown-year_bob-senneker_kurt-luoma_photo_112.jpg,dells-motor-speedway,unknown-year,bob-senneker,kurt-luoma,brown-county-speedway,unknown-year,wayne-roffers,joe-verdegan,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10007.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10007.jpg,77,very_low,77,brown-county-speedway_unknown-year_roger-parrot_joe-verdegan_post_001.jpg,brown-county-speedway,unknown-year,roger-parrot,joe-verdegan,81,brown-county-speedway_1973_dan-desotell_joe-verdegan_post_001.jpg,brown-county-speedway,1973,dan-desotell,joe-verdegan,81,capital-super-speedway_1975_wally-jors_mike-napierala_photo_001.jpg,capital-super-speedway,1975,wally-jors,mike-napierala,82,columbus-151-speedway-wi_unknown-year_don-trush_don-trush-post_001.jpg,columbus-151-speedway-wi,unknown-year,don-trush,don-trush-post,82,columbus-151-speedway_unknown-year_lynn-lytle_blaser_photo_001.jpg,columbus-151-speedway,unknown-year,lynn-lytle,blaser,brown-county-speedway,unknown-year,roger-parrot,joe-verdegan,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10009.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10009.jpg,57,very_low,57,brown-county-speedway_unknown-year_wally-jors_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,wally-jors,bob-bergeron,63,beaver-dam-raceway_unknown-year_unknown_joe-slack_photo_002.jpg,beaver-dam-raceway,unknown-year,unknown,joe-slack,63,dodge-county-fairgrounds_unknown-year_brian-banyaz_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,brian-banyaz,chad-tessman,64,abc-raceway_unknown-year_don-gaber_kurt-gaber_post_001.jpg,abc-raceway,unknown-year,don-gaber,kurt-gaber,64,cedar-lake-speedway_unknown-year_jerry-legatt_unknown-photographer_photo_001.png,cedar-lake-speedway,unknown-year,jerry-legatt,unknown-photographer,brown-county-speedway,unknown-year,wally-jors,bob-bergeron,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1001.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1001.jpg,62,very_low,62,fox-ridge-speedway_2002_shawn-wehlage_missy-lushinsky_photo_001.jpg,fox-ridge-speedway,2002,shawn-wehlage,missy-lushinsky,64,fox-ridge-speedway_2002_eric-pember_missy-lushinsky_photo_001.jpg,fox-ridge-speedway,2002,eric-pember,missy-lushinsky,69,fox-ridge-speedway_unknown-year_bob-timm_missy-lushinsky_photo_004.jpg,fox-ridge-speedway,unknown-year,bob-timm,missy-lushinsky,72,columbus-151-speedway_unknown-year_keith-reamer_don-wendlandt_photo_001.jpg,columbus-151-speedway,unknown-year,keith-reamer,don-wendlandt,73,abc-raceway_unknown-year_joe-viater_kurt-gaber_post_001.jpg,abc-raceway,unknown-year,joe-viater,kurt-gaber,fox-ridge-speedway,2002,shawn-wehlage,missy-lushinsky,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10010.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10010.jpg,71,very_low,71,dodge-county-fairgrounds_unknown-year_travis-otteson_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,travis-otteson,chad-tessman,72,beaver-dam-raceway_1976_norm-giese_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,norm-giese,michael-halbherr,72,beaver-dam-raceway_unknown-year_etchie-biertzer_jim-bosch_post_001.jpg,beaver-dam-raceway,unknown-year,etchie-biertzer,jim-bosch,72,dodge-county-fairgrounds_unknown-year_mike-mashl_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,mike-mashl,chad-tessman,73,capital-super-speedway_1984_dale-weyer_weber-brothers_photo_001.jpg,capital-super-speedway,1984,dale-weyer,weber-brothers,dodge-county-fairgrounds,unknown-year,travis-otteson,chad-tessman,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10011.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10011.jpg,63,very_low,63,capital-super-speedway_unknown-year_john-ziegler_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,john-ziegler,unknown-photographer,63,dells-motor-speedway_unknown-year_dave-cox_charlie-spry_post_001.jpg,dells-motor-speedway,unknown-year,dave-cox,charlie-spry,64,cedar-lake-speedway_unknown-year_craig-scott_unknown-photographer_photo_001.jpg,cedar-lake-speedway,unknown-year,craig-scott,unknown-photographer,66,cedar-lake-speedway_unknown-year_jerry-legatt_unknown-photographer_photo_001.png,cedar-lake-speedway,unknown-year,jerry-legatt,unknown-photographer,69,beaver-dam-raceway_unknown-year_dale-wikel_michael-halbherr_post_001.jpg,beaver-dam-raceway,unknown-year,dale-wikel,michael-halbherr,capital-super-speedway,unknown-year,john-ziegler,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10012.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10012.jpg,72,very_low,72,beaver-dam-raceway_1976_gary-dye_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,gary-dye,michael-halbherr,73,beaver-dam-raceway_1976_jim-clemons_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,jim-clemons,michael-halbherr,76,beaver-dam-raceway_1976_mike-klecker_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,mike-klecker,michael-halbherr,76,beaver-dam-raceway_unknown-year_timmel-firari_joe-slack_post_001.jpg,beaver-dam-raceway,unknown-year,timmel-firari,joe-slack,78,beaver-dam-raceway_unknown-year_ed-maeder_unknown-photographer_photo_001.jpg,beaver-dam-raceway,unknown-year,ed-maeder,unknown-photographer,beaver-dam-raceway,1976,gary-dye,michael-halbherr,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10013.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10013.jpg,74,very_low,74,dodge-county-fairgrounds_unknown-year_lloyd-dykstra_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,lloyd-dykstra,chad-tessman,75,darlington-speedway_1968_harold-picha_ron-thruman_post_001.jpg,darlington-speedway,1968,harold-picha,ron-thruman,76,beaver-dam-raceway_unknown-year_ed-maeder_unknown-photographer_photo_001.jpg,beaver-dam-raceway,unknown-year,ed-maeder,unknown-photographer,76,dodge-county-fairgrounds_unknown-year_brian-banyaz_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,brian-banyaz,chad-tessman,76,door-county-speedway_unknown-year_tom-daubner_unknown-photographer_photo_001.jpg,door-county-speedway,unknown-year,tom-daubner,unknown-photographer,dodge-county-fairgrounds,unknown-year,lloyd-dykstra,chad-tessman,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10014.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10014.jpg,71,very_low,71,beaver-dam-raceway_unknown-year_etchie-biertzer_scott-krueger_post_001.jpg,beaver-dam-raceway,unknown-year,etchie-biertzer,scott-krueger,73,cedarburg-speedway_1979_jim-boehles_glen-harper_post_001.jpg,cedarburg-speedway,1979,jim-boehles,glen-harper,77,141-speedway_1985_dave-gracyalny_joe-slack_post_001.jpg,141-speedway,1985,dave-gracyalny,joe-slack,77,cedar-lake-speedway_unknown-year_ron-schreiner_neil-miller_photo_001.jpg,cedar-lake-speedway,unknown-year,ron-schreiner,neil-miller,77,dells-motor-speedway_1987_jeff-odegaard_jeff-gilhart_photo_001.jpg,dells-motor-speedway,1987,jeff-odegaard,jeff-gilhart,beaver-dam-raceway,unknown-year,etchie-biertzer,scott-krueger,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10015.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10015.jpg,57,very_low,57,capital-super-speedway_unknown-year_mike-miller_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,mike-miller,unknown-photographer,60,capital-super-speedway_unknown-year_paul-bessel_pat-heaney_post_001.jpg,capital-super-speedway,unknown-year,paul-bessel,pat-heaney,67,cedar-lake-speedway_2006_weber-brothers-cedar-lake-speedway-jerry-zimmy-phot_weber-brothers_photo_001.jpg,cedar-lake-speedway,2006,weber-brothers-cedar-lake-speedway-jerry-zimmy-phot,weber-brothers,68,141-speedway_unknown-year_jallen-check_unknown-photographer_photo_302.jpg,141-speedway,unknown-year,jallen-check,unknown-photographer,68,adams-friendship-speedway_unknown-year_francis-bolwig_unknown-photographer_photo_001.jpg,adams-friendship-speedway,unknown-year,francis-bolwig,unknown-photographer,capital-super-speedway,unknown-year,mike-miller,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10018.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10018.jpg,54,very_low,54,141-speedway_unknown-year_unknown-driver_joe-slack_photo_005.jpg,141-speedway,unknown-year,unknown-driver,joe-slack,54,dodge-county-fairgrounds_2016_chad-hummelmeier_unknown-photographer_photo_001.jpg,dodge-county-fairgrounds,2016,chad-hummelmeier,unknown-photographer,63,141-speedway_unknown-year_randy-rasmussen_joe-slack_photo_001.jpg,141-speedway,unknown-year,randy-rasmussen,joe-slack,66,141-speedway_1982_gary-beatty_weber-brothers_photo_001.jpg,141-speedway,1982,gary-beatty,weber-brothers,66,cedar-lake-speedway_unknown-year_unknown-driver_don-reilly_photo_021.png,cedar-lake-speedway,unknown-year,unknown-driver,don-reilly,141-speedway,unknown-year,unknown-driver,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10019.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10019.jpg,51,very_low,51,141-speedway_unknown-year_russ-wagner_unknown-photographer_photo_002.jpg,141-speedway,unknown-year,russ-wagner,unknown-photographer,52,capital-super-speedway_unknown-year_paul-bessel_pat-heaney_post_001.jpg,capital-super-speedway,unknown-year,paul-bessel,pat-heaney,57,capital-super-speedway_unknown-year_mike-miller_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,mike-miller,unknown-photographer,60,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,63,141-speedway_unknown-year_kevin-danley_joe-slack_photo_001.jpg,141-speedway,unknown-year,kevin-danley,joe-slack,141-speedway,unknown-year,russ-wagner,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1002.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1002.jpg,74,very_low,74,cedar-lake-speedway_unknown-year_nick-anvelink_unknown-photographer_photo_004.jpg,cedar-lake-speedway,unknown-year,nick-anvelink,unknown-photographer,83,cedar-lake-speedway_unknown-year_unknown-driver_neil-miller_photo_004.jpg,cedar-lake-speedway,unknown-year,unknown-driver,neil-miller,88,beaver-dam-raceway_1980_joe-torre_weber-brothers_photo_001.jpg,beaver-dam-raceway,1980,joe-torre,weber-brothers,89,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_001.jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,89,capital-super-speedway_1975_benny-olson_mike-napierala_photo_001.jpg,capital-super-speedway,1975,benny-olson,mike-napierala,cedar-lake-speedway,unknown-year,nick-anvelink,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10020.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10020.jpg,40,low_possible_clue,40,capital-super-speedway_unknown-year_mike-miller_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,mike-miller,unknown-photographer,43,141-speedway_unknown-year_al-goetsch_joe-slack_photo_001.jpg,141-speedway,unknown-year,al-goetsch,joe-slack,55,capital-super-speedway_unknown-year_paul-bessel_pat-heaney_post_001.jpg,capital-super-speedway,unknown-year,paul-bessel,pat-heaney,58,abc-raceway_unknown-year_brian-buckingham_track-master_photo_001.jpg,abc-raceway,unknown-year,brian-buckingham,track-master,58,dells-motor-speedway_unknown-year_rich-somers_unknown-photographer_photo_001.jpg,dells-motor-speedway,unknown-year,rich-somers,unknown-photographer,capital-super-speedway,unknown-year,mike-miller,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10022.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10022.jpg,54,very_low,54,141-speedway_unknown-year_jallen-check_unknown-photographer_photo_302.jpg,141-speedway,unknown-year,jallen-check,unknown-photographer,57,cedar-lake-speedway_2006_weber-brothers-cedar-lake-speedway-jerry-zimmy-phot_weber-brothers_photo_001.jpg,cedar-lake-speedway,2006,weber-brothers-cedar-lake-speedway-jerry-zimmy-phot,weber-brothers,57,dells-motor-speedway_unknown-year_john-ziegler_unknown-photographer_photo_1342.jpg,dells-motor-speedway,unknown-year,john-ziegler,unknown-photographer,60,141-speedway_unknown-year_al-goetsch_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,al-goetsch,unknown-photographer,60,141-speedway_unknown-year_greg-herrmann_joe-slack_photo_001.jpg,141-speedway,unknown-year,greg-herrmann,joe-slack,141-speedway,unknown-year,jallen-check,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10023.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10023.jpg,43,very_low,43,141-speedway_unknown-year_gil-wagner_joe-slack_photo_001.jpg,141-speedway,unknown-year,gil-wagner,joe-slack,52,141-speedway_unknown-year_greg-herrmann_joe-slack_photo_001.jpg,141-speedway,unknown-year,greg-herrmann,joe-slack,52,cedarburg-speedway_unknown-year_larry-ninneman_unknown-photographer_photo_001.jpg,cedarburg-speedway,unknown-year,larry-ninneman,unknown-photographer,53,141-speedway_unknown-year_sportsman-crash_joe-slack_photo_001.jpg,141-speedway,unknown-year,sportsman-crash,joe-slack,54,141-speedway_unknown-year_jesse-fuller_joe-verdegan_post_001.jpg,141-speedway,unknown-year,jesse-fuller,joe-verdegan,141-speedway,unknown-year,gil-wagner,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10024.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10024.jpg,45,very_low,45,141-speedway_unknown-year_unknown-driver_joe-slack_photo_005.jpg,141-speedway,unknown-year,unknown-driver,joe-slack,46,141-speedway_unknown-year_randy-rasmussen_joe-slack_photo_001.jpg,141-speedway,unknown-year,randy-rasmussen,joe-slack,55,dodge-county-fairgrounds_unknown-year_duke-bresser_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,duke-bresser,chad-tessman,59,dodge-county-fairgrounds_2016_chad-hummelmeier_unknown-photographer_photo_001.jpg,dodge-county-fairgrounds,2016,chad-hummelmeier,unknown-photographer,61,141-speedway_unknown-year_unknown_joe-slack_photo_004.jpg,141-speedway,unknown-year,unknown,joe-slack,141-speedway,unknown-year,unknown-driver,joe-slack,,,,,,,
