unknown_file,unknown_file_name,best_score,best_confidence,match_1_score,match_1_file_name,match_1_track_slug,match_1_year,match_1_driver_slug,match_1_photographer_slug,match_2_score,match_2_file_name,match_2_track_slug,match_2_year,match_2_driver_slug,match_2_photographer_slug,match_3_score,match_3_file_name,match_3_track_slug,match_3_year,match_3_driver_slug,match_3_photographer_slug,match_4_score,match_4_file_name,match_4_track_slug,match_4_year,match_4_driver_slug,match_4_photographer_slug,match_5_score,match_5_file_name,match_5_track_slug,match_5_year,match_5_driver_slug,match_5_photographer_slug,suggested_track_slug,suggested_year,suggested_driver_slug,suggested_photographer_slug,review_action,final_track_slug,final_year,final_driver_slug,final_photographer_slug,final_file_name,notes
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver-old-town-eau-claire_unknown-photographer_photo_001.jpg,unknown-track_unknown-year_unknown-driver-old-town-eau-claire_unknown-photographer_photo_001.jpg,0.8256,low_clue,0.8256,141-speedway_unknown-year_steve-edler_dave-larson_post_001.jpg,141-speedway,unknown-year,steve-edler,dave-larson,0.8167,cedarburg-speedway_1956_miles-melius_dave-jensen_photo_001.jpg,cedarburg-speedway,1956,miles-melius,dave-jensen,0.8114,columbus-151-speedway_unknown-year_mike-langsdorf_john-waters_post_001.jpg,columbus-151-speedway,unknown-year,mike-langsdorf,john-waters,0.8035,darlington-speedway_1965_jim-thruman_ron-thruman_post_001.jpg,darlington-speedway,1965,jim-thruman,ron-thruman,0.8035,darlington-speedway_1968_harold-picha_ron-thruman_post_001.jpg,darlington-speedway,1968,harold-picha,ron-thruman,141-speedway,unknown-year,steve-edler,dave-larson,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,0.7367,very_low,0.7367,cedar-lake-speedway_unknown-year_dave-cain_unknown-photographer_photo_002.jpg,cedar-lake-speedway,unknown-year,dave-cain,unknown-photographer,0.7302,capital-super-speedway_unknown-year_unknown-driver_unknown-photographer_photo_001 (2).jpg,capital-super-speedway,unknown-year,unknown-driver,unknown-photographer,0.728,dells-motor-speedway_1981_morie-delmore_don-besch_photo_001.jpg,dells-motor-speedway,1981,morie-delmore,don-besch,0.7209,dells-motor-speedway_unknown-year_jeff-fritz_blaser_photo_001.png,dells-motor-speedway,unknown-year,jeff-fritz,blaser,0.7204,capital-super-speedway_unknown-year_ron-breese_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,ron-breese,unknown-photographer,cedar-lake-speedway,unknown-year,dave-cain,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_002.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_002.jpg,0.7302,very_low,0.7302,capital-super-speedway_unknown-year_ron-breese_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,ron-breese,unknown-photographer,0.7088,eagle-valley-speedway_unknown-year_paul-harelstad_deadra-blaser_photo_001.jpg,eagle-valley-speedway,unknown-year,paul-harelstad,deadra-blaser,0.6961,141-speedway_unknown-year_festus-lemmers_joe-verdegan_post_001.jpg,141-speedway,unknown-year,festus-lemmers,joe-verdegan,0.6947,eagle-valley-speedway_2003_kevin-adams_j-and-d_photo_001.jpg,eagle-valley-speedway,2003,kevin-adams,j-and-d,0.6937,abc-raceway_unknown-year_scott-lawrence_skip-hunter_photo_001.jpg,abc-raceway,unknown-year,scott-lawrence,skip-hunter,capital-super-speedway,unknown-year,ron-breese,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_033.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_033.jpg,0.8353,low_clue,0.8353,capital-super-speedway_unknown-year_ron-scalissi_ron-scalissi_post_001.jpg,capital-super-speedway,unknown-year,ron-scalissi,ron-scalissi,0.8162,dells-motor-speedway_unknown-year_pat-heaney_pat-heaney_post_003.jpg,dells-motor-speedway,unknown-year,pat-heaney,pat-heaney,0.8157,beaver-dam-raceway_unknown-year_jim-zwrigzdas_joe-slack_post_001.jpg,beaver-dam-raceway,unknown-year,jim-zwrigzdas,joe-slack,0.814,beaver-dam-raceway_unknown-year_tj-haferkorn_joe-slack_post_001.jpg,beaver-dam-raceway,unknown-year,tj-haferkorn,joe-slack,0.8117,capital-super-speedway_unknown-year_don-james_ron-thruman_post_001.jpg,capital-super-speedway,unknown-year,don-james,ron-thruman,capital-super-speedway,unknown-year,ron-scalissi,ron-scalissi,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_069.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_069.jpg,0.7038,very_low,0.7038,brown-county-speedway_unknown-year_unknown-driver_bob-bergeron_photo_096.jpg,brown-county-speedway,unknown-year,unknown-driver,bob-bergeron,0.7007,dells-motor-speedway_unknown-year_marv-marzofka_kurt-luoma_photo_001.jpg,dells-motor-speedway,unknown-year,marv-marzofka,kurt-luoma,0.7005,dells-motor-speedway_unknown-year_john-ziegler_unknown-photographer_photo_1342.jpg,dells-motor-speedway,unknown-year,john-ziegler,unknown-photographer,0.6945,beaver-dam-raceway_unknown-year_jim-rataczyk_michael-halbherr_post_001.jpg,beaver-dam-raceway,unknown-year,jim-rataczyk,michael-halbherr,0.6904,crandon-speedway_unknown-year_unknown-driver_putch-bentley_post_001.jpg,crandon-speedway,unknown-year,unknown-driver,putch-bentley,brown-county-speedway,unknown-year,unknown-driver,bob-bergeron,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_070.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_070.jpg,0.8834,medium,0.8834,dells-motor-speedway_1986_charlie-schwoch_unknown-photographer_photo_001.jpg,dells-motor-speedway,1986,charlie-schwoch,unknown-photographer,0.8829,dells-motor-speedway_unknown-year_unknown-driver_bob-schafer_photo_13615.jpg,dells-motor-speedway,unknown-year,unknown-driver,bob-schafer,0.8808,dells-motor-speedway_unknown-year_unknown-driver_bob-schafer_photo_13104.jpg,dells-motor-speedway,unknown-year,unknown-driver,bob-schafer,0.8786,141-speedway_unknown-year_butch-behrendt_dennis-satorius_post_001.jpg,141-speedway,unknown-year,butch-behrendt,dennis-satorius,0.8763,dells-motor-speedway_unknown-year_ken-matthews_john-alft_post_001.jpg,dells-motor-speedway,unknown-year,ken-matthews,john-alft,dells-motor-speedway,1986,charlie-schwoch,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_077.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_077.jpg,0.8961,medium,0.8961,dells-motor-speedway_1986_charlie-schwoch_unknown-photographer_photo_001.jpg,dells-motor-speedway,1986,charlie-schwoch,unknown-photographer,0.8876,dells-motor-speedway_unknown-year_mike-langsdorf_kevin-wisniewski_post_001.jpg,dells-motor-speedway,unknown-year,mike-langsdorf,kevin-wisniewski,0.8827,dells-motor-speedway_unknown-year_ken-matthews_john-alft_post_001.jpg,dells-motor-speedway,unknown-year,ken-matthews,john-alft,0.8788,dells-motor-speedway_unknown-year_pat-griffin_kurt-luoma_photo_001.jpg,dells-motor-speedway,unknown-year,pat-griffin,kurt-luoma,0.8759,dells-motor-speedway_unknown-year_rocky-breezer_bob-schafer_photo_328.jpg,dells-motor-speedway,unknown-year,rocky-breezer,bob-schafer,dells-motor-speedway,1986,charlie-schwoch,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_082.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_082.jpg,0.7195,very_low,0.7195,141-speedway_unknown-year_butch-haase_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,butch-haase,unknown-photographer,0.6945,abc-raceway_unknown-year_kurt-beeksma_kurt-gaber_post_001.jpg,abc-raceway,unknown-year,kurt-beeksma,kurt-gaber,0.6911,columbus-151-speedway_unknown-year_bob-sherman_unknown-credit_post_001.jpg,columbus-151-speedway,unknown-year,bob-sherman,unknown-credit,0.6904,crandon-speedway_unknown-year_unknown-driver_putch-bentley_post_003.jpg,crandon-speedway,unknown-year,unknown-driver,putch-bentley,0.6849,brown-county-speedway_unknown-year_gordie-sannes_pete-vercauteren_photo_001.jpg,brown-county-speedway,unknown-year,gordie-sannes,pete-vercauteren,141-speedway,unknown-year,butch-haase,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_086.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_086.jpg,0.7803,low_clue,0.7803,dells-motor-speedway_unknown-year_ted-musgrave_kurt-luoma_photo_001.jpg,dells-motor-speedway,unknown-year,ted-musgrave,kurt-luoma,0.7779,141-speedway_unknown-year_horace-haufschildt_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,horace-haufschildt,unknown-photographer,0.776,141-speedway_unknown-year_unknown_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,unknown,unknown-photographer,0.7737,dells-motor-speedway_1981_dick-trickle_doyce-eaton_photo_001.jpg,dells-motor-speedway,1981,dick-trickle,doyce-eaton,0.772,crandon-speedway_unknown-year_unknown-driver_putch-bentley_post_021.jpg,crandon-speedway,unknown-year,unknown-driver,putch-bentley,dells-motor-speedway,unknown-year,ted-musgrave,kurt-luoma,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1000.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1000.jpg,0.5895,very_low,0.5895,amherst-speedway_2013_unknown-driver_joe-verdegan_photo_001.jpg,amherst-speedway,2013,unknown-driver,joe-verdegan,0.5688,chilton-speedway_unknown-year_chilton-speedway-full-grandstan_unknown-photographer_photo_001.jpg,chilton-speedway,unknown-year,chilton-speedway-full-grandstan,unknown-photographer,0.5458,cedar-lake-speedway_unknown-year_unknown-driver_neil-miller_photo_004.jpg,cedar-lake-speedway,unknown-year,unknown-driver,neil-miller,0.5425,cedar-lake-speedway_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,cedar-lake-speedway,unknown-year,unknown-driver,unknown-photographer,0.5417,cedar-lake-speedway_unknown-year_unknown-driver_unknown-photographer_photo_002.jpg,cedar-lake-speedway,unknown-year,unknown-driver,unknown-photographer,amherst-speedway,2013,unknown-driver,joe-verdegan,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10000.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10000.jpg,0.8432,medium,0.8432,cedar-lake-speedway_unknown-year_tom-thompson_ryan-aho_post_090.jpg,cedar-lake-speedway,unknown-year,tom-thompson,ryan-aho,0.8427,cedar-lake-speedwy_unknown-year_joel-cryderman_ryan-aho_post_092.jpg,cedar-lake-speedwy,unknown-year,joel-cryderman,ryan-aho,0.8357,cedar-lake-speedway_unknown-year_jon-kurshinsky_ryan-aho_post_095.jpg,cedar-lake-speedway,unknown-year,jon-kurshinsky,ryan-aho,0.8344,141-speedway_unknown-year_chuck-grall_joe-slack_photo_002.jpg,141-speedway,unknown-year,chuck-grall,joe-slack,0.8334,cedar-lake-speedway_unknown-year_paul-gilberts_ryan-aho_post_093.jpg,cedar-lake-speedway,unknown-year,paul-gilberts,ryan-aho,cedar-lake-speedway,unknown-year,tom-thompson,ryan-aho,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10007.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10007.jpg,0.8427,medium,0.8427,cedar-lake-speedway_unknown-year_paul-gilberts_ryan-aho_post_093.jpg,cedar-lake-speedway,unknown-year,paul-gilberts,ryan-aho,0.8282,cedar-lake-speedwy_unknown-year_joel-cryderman_ryan-aho_post_092.jpg,cedar-lake-speedwy,unknown-year,joel-cryderman,ryan-aho,0.8203,141-speedway_unknown-year_bob-campbell_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,bob-campbell,unknown-photographer,0.8189,141-speedway_unknown-year_kelly-hafemann_joe-slack_photo_001.jpg,141-speedway,unknown-year,kelly-hafemann,joe-slack,0.816,141-speedway_unknown-year_gary-stankevitz_unknown-photographer_photo_101.jpg,141-speedway,unknown-year,gary-stankevitz,unknown-photographer,cedar-lake-speedway,unknown-year,paul-gilberts,ryan-aho,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10009.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10009.jpg,0.874,medium,0.874,brown-county-speedway_1978_jerry-smith_john-vass_photo_001.jpg,brown-county-speedway,1978,jerry-smith,john-vass,0.8559,brown-county-speedway_unknown-year_terry-anvelink_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,terry-anvelink,bob-bergeron,0.8526,dodge-county-fairgrounds_unknown-year_roger-lange_unknown-photographer_photo_001.jpg,dodge-county-fairgrounds,unknown-year,roger-lange,unknown-photographer,0.8447,141-speedway_1985_darrell-massart_joe-slack_post_001.jpg,141-speedway,1985,darrell-massart,joe-slack,0.8445,brown-county-speedway_1974_tom-nesbitt_bob-bergeron_photo_001.jpg,brown-county-speedway,1974,tom-nesbitt,bob-bergeron,brown-county-speedway,1978,jerry-smith,john-vass,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1001.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1001.jpg,0.6163,very_low,0.6163,beaver-dam-raceway_2022_doyle-buzzel_unknown-photographer_photo_001.jpg,beaver-dam-raceway,2022,doyle-buzzel,unknown-photographer,0.6117,columbus-151-speedway_unknown-year_dean-schultz_j&d_photo_021.jpg,columbus-151-speedway,unknown-year,dean-schultz,j&d,0.5427,columbus-151-speedway_unknown-year_ron-sailing_john-waters_post_001.jpg,columbus-151-speedway,unknown-year,ron-sailing,john-waters,0.5275,cedar-lake-speedway_unknown-year_unknown-driver_neil-miller_photo_001.png,cedar-lake-speedway,unknown-year,unknown-driver,neil-miller,0.5264,dells-motor-speedway_unknown-year_marvin-alexander_charlie-spry_photo_001.jpg,dells-motor-speedway,unknown-year,marvin-alexander,charlie-spry,beaver-dam-raceway,2022,doyle-buzzel,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10010.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10010.jpg,0.8253,low_clue,0.8253,brown-county-speedway_unknown-year_chris-duquaines_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,chris-duquaines,bob-bergeron,0.8235,brown-county-speedway_unknown-year_terry-anvelink_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,terry-anvelink,bob-bergeron,0.8129,dells-motor-speedway_unknown-year_pat-heaney_pat-heaney_post_001.jpg,dells-motor-speedway,unknown-year,pat-heaney,pat-heaney,0.812,brown-county-speedway_1974_tom-nesbitt_bob-bergeron_photo_001.jpg,brown-county-speedway,1974,tom-nesbitt,bob-bergeron,0.8096,brown-county-speedway_unknown-year_harold-mueller_pete-vercauteren_photo_001.jpg,brown-county-speedway,unknown-year,harold-mueller,pete-vercauteren,brown-county-speedway,unknown-year,chris-duquaines,bob-bergeron,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10011.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10011.jpg,0.8436,medium,0.8436,brown-county-speedway_1974_tom-nesbitt_bob-bergeron_photo_001.jpg,brown-county-speedway,1974,tom-nesbitt,bob-bergeron,0.8397,capital-super-speedway_unknown-year_bob-brownell_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,bob-brownell,unknown-photographer,0.8394,brown-county-speedway_unknown-year_chris-duquaines_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,chris-duquaines,bob-bergeron,0.8328,dodge-county-fairgrounds_unknown-year_clay-braaksma_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,clay-braaksma,chad-tessman,0.8327,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,brown-county-speedway,1974,tom-nesbitt,bob-bergeron,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10012.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10012.jpg,0.8305,low_clue,0.8305,dells-motor-speedway_unknown-year_unknown_charlie-spry_photo_001.jpg,dells-motor-speedway,unknown-year,unknown,charlie-spry,0.824,brown-county-speedway_1974_tom-nesbitt_bob-bergeron_photo_001.jpg,brown-county-speedway,1974,tom-nesbitt,bob-bergeron,0.8211,dodge-county-fairgrounds_unknown-year_clay-braaksma_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,clay-braaksma,chad-tessman,0.8143,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.8141,141-speedway_1985_darrell-massart_joe-slack_post_001.jpg,141-speedway,1985,darrell-massart,joe-slack,dells-motor-speedway,unknown-year,unknown,charlie-spry,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10013.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10013.jpg,0.8788,medium,0.8788,141-speedway_1985_darrell-massart_joe-slack_post_001.jpg,141-speedway,1985,darrell-massart,joe-slack,0.8541,141-speedway_unknown-year_darrell-massart_joe-slack_photo_001.jpg,141-speedway,unknown-year,darrell-massart,joe-slack,0.8506,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.847,141-speedway_unknown-year_larry-walter_joe-slack_photo_001.jpg,141-speedway,unknown-year,larry-walter,joe-slack,0.8425,brown-county-speedway_unknown-year_chris-duquaines_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,chris-duquaines,bob-bergeron,141-speedway,1985,darrell-massart,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10014.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10014.jpg,0.8792,medium,0.8792,cedarburg-speedway_unknown-year_frank-smith_roger-berndt_post_001.jpg,cedarburg-speedway,unknown-year,frank-smith,roger-berndt,0.8723,dodge-county-fairgrounds_unknown-year_scott-hoeft_unknown-photographer_photo_002.jpg,dodge-county-fairgrounds,unknown-year,scott-hoeft,unknown-photographer,0.8698,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8655,beaver-dam-raceway_unknown-year_gene-norenberg_unknown-photographer_photo_003.jpg,beaver-dam-raceway,unknown-year,gene-norenberg,unknown-photographer,0.8651,brown-county-speedway_unknown-year_russ-peterson_joe-verdegan_post_001.jpg,brown-county-speedway,unknown-year,russ-peterson,joe-verdegan,cedarburg-speedway,unknown-year,frank-smith,roger-berndt,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10015.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10015.jpg,0.8097,low_clue,0.8097,adams-friendship-speedway_unknown-year_floyd-fairfield_unknown-photographer_photo_001.jpg,adams-friendship-speedway,unknown-year,floyd-fairfield,unknown-photographer,0.8081,eau-claire-speedway_unknown-year_ron-prochnow_unknown-photographer_photo_001.jpg,eau-claire-speedway,unknown-year,ron-prochnow,unknown-photographer,0.805,capital-super-speedway_unknown-year_bobby-weiss_father-grubba_photo_114.jpg,capital-super-speedway,unknown-year,bobby-weiss,father-grubba,0.8048,dells-motor-speedway_unknown-year_ken-lund_pete-fileca_photo_001.jpg,dells-motor-speedway,unknown-year,ken-lund,pete-fileca,0.8043,adams-friendship-speedway_unknown-year_dick-trickle_unknown-photographer_photo_001.jpg,adams-friendship-speedway,unknown-year,dick-trickle,unknown-photographer,adams-friendship-speedway,unknown-year,floyd-fairfield,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10018.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10018.jpg,0.9159,high,0.9159,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.885,141-speedway_unknown-year_rod-wheeler_joe-slack_post_001.jpg,141-speedway,unknown-year,rod-wheeler,joe-slack,0.8838,141-speedway_unknown-year_al-goetsch_joe-slack_photo_001.jpg,141-speedway,unknown-year,al-goetsch,joe-slack,0.8778,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8682,dells-motor-speedway_unknown-year_rich-somers_unknown-photographer_photo_001.jpg,dells-motor-speedway,unknown-year,rich-somers,unknown-photographer,141-speedway,1985,roy-powless,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10019.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10019.jpg,0.8576,medium,0.8576,141-speedway_1985_bruce-conard_joe-slack_post_001.jpg,141-speedway,1985,bruce-conard,joe-slack,0.8543,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8423,capital-super-speedway_Unknown-year_ken-lund_doug-schoebel_post_001.jpg,capital-super-speedway,Unknown-year,ken-lund,doug-schoebel,0.8402,141-speedway_unknown-year_kelly-hafemann_unknown-photographer_photo_10033.jpg,141-speedway,unknown-year,kelly-hafemann,unknown-photographer,0.836,141-speedway_unknown-year_kevin-danley_joe-slack_photo_001.jpg,141-speedway,unknown-year,kevin-danley,joe-slack,141-speedway,1985,bruce-conard,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1002.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1002.jpg,0.5577,very_low,0.5577,amherst-speedway_2013_unknown-driver_joe-verdegan_photo_001.jpg,amherst-speedway,2013,unknown-driver,joe-verdegan,0.5495,black-river-falls-speedway_unknown-year_unknown-driver_unknown-photographer_photo_008.jpg,black-river-falls-speedway,unknown-year,unknown-driver,unknown-photographer,0.5063,chilton-speedway_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,chilton-speedway,unknown-year,unknown-driver,unknown-photographer,0.5056,eagle-river-speedway_unknown-year_bob-kleinschmidt_bob-greuel_post_001.jpg,eagle-river-speedway,unknown-year,bob-kleinschmidt,bob-greuel,0.4982,amherst-speedway_2013_rick-schlabowsk_unknown-photographer_photo_001.jpg,amherst-speedway,2013,rick-schlabowsk,unknown-photographer,amherst-speedway,2013,unknown-driver,joe-verdegan,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10020.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10020.jpg,0.8978,medium,0.8978,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8952,141-speedway_1985_dave-gracyalny_joe-slack_post_001.jpg,141-speedway,1985,dave-gracyalny,joe-slack,0.8867,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8858,141-speedway_unknown-year_randy-rahn_joe-verdegan_post_001.jpg,141-speedway,unknown-year,randy-rahn,joe-verdegan,0.8832,141-speedway_unknown-year_ray-schmoeker_joe-slack_photo_001.jpg,141-speedway,unknown-year,ray-schmoeker,joe-slack,141-speedway,1985,brian-reif,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10022.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10022.jpg,0.9071,high,0.9071,141-speedway_1985_george-henkel_joe-slack_post_001.jpg,141-speedway,1985,george-henkel,joe-slack,0.9001,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8965,141-speedway_unknown-year_tom-raatz_joe-slack_photo_001.jpg,141-speedway,unknown-year,tom-raatz,joe-slack,0.8954,141-speedway_unknown-year_gene-steinfeldt_joe-slack_photo_001.jpg,141-speedway,unknown-year,gene-steinfeldt,joe-slack,0.8922,capital-super-speedway_unknown-year_mike-miller_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,mike-miller,unknown-photographer,141-speedway,1985,george-henkel,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10023.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10023.jpg,0.8894,medium,0.8894,141-speedway_1985_bruce-conard_joe-slack_post_001.jpg,141-speedway,1985,bruce-conard,joe-slack,0.8584,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8579,141-speedway_unknown-year_bruce-conard_joe-slack_photo_001.jpg,141-speedway,unknown-year,bruce-conard,joe-slack,0.8551,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.8549,141-speedway_unknown-year_rod-wheeler_joe-slack_post_001.jpg,141-speedway,unknown-year,rod-wheeler,joe-slack,141-speedway,1985,bruce-conard,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10024.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10024.jpg,0.8424,medium,0.8424,dells-motor-speedway_unknown-year_jim-bomsach_unknown-photographer_photo_001.jpg,dells-motor-speedway,unknown-year,jim-bomsach,unknown-photographer,0.8387,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8341,brown-county-speedway_unknown-year_howie-mess_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,howie-mess,bob-bergeron,0.8329,dodge-county-fairgrounds_unknown-year_brian-pfitzinger_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,brian-pfitzinger,chad-tessman,0.8307,brown-county-speedway_unknown-year_ray-trudell_unknown-photographer_photo_001.jpg,brown-county-speedway,unknown-year,ray-trudell,unknown-photographer,dells-motor-speedway,unknown-year,jim-bomsach,unknown-photographer,,,,,,,
