unknown_file,unknown_file_name,best_score,best_confidence,match_1_score,match_1_file_name,match_1_track_slug,match_1_year,match_1_driver_slug,match_1_photographer_slug,match_2_score,match_2_file_name,match_2_track_slug,match_2_year,match_2_driver_slug,match_2_photographer_slug,match_3_score,match_3_file_name,match_3_track_slug,match_3_year,match_3_driver_slug,match_3_photographer_slug,match_4_score,match_4_file_name,match_4_track_slug,match_4_year,match_4_driver_slug,match_4_photographer_slug,match_5_score,match_5_file_name,match_5_track_slug,match_5_year,match_5_driver_slug,match_5_photographer_slug,suggested_track_slug,suggested_year,suggested_driver_slug,suggested_photographer_slug,review_action,final_track_slug,final_year,final_driver_slug,final_photographer_slug,final_file_name,notes
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10056.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10056.jpg,0.9215,high,0.9215,141-speedway_unknown-year_randy-rasmussen_joe-slack_photo_001.jpg,141-speedway,unknown-year,randy-rasmussen,joe-slack,0.8439,capital-super-speedway_unknown-year_denny-ballard_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,denny-ballard,unknown-photographer,0.8433,dells-motor-speedway_unknown-year_john-mcnamara_bob-schafer_photo_457.jpg,dells-motor-speedway,unknown-year,john-mcnamara,bob-schafer,0.8392,columbus-151-speedway_unknown-year_scott-broughton_blaser_photo_001.jpg,columbus-151-speedway,unknown-year,scott-broughton,blaser,0.8382,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,141-speedway,unknown-year,randy-rasmussen,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10058.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10058.jpg,0.8949,medium,0.8949,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8904,capital-super-speedway_1983_ted-musgrave_al-fortner_photo_001 (2).jpg,capital-super-speedway,1983,ted-musgrave,al-fortner,0.8882,capital-super-speedway_unknown-year_larry-detjens_unknown-photographer_photo_001 (2).jpg,capital-super-speedway,unknown-year,larry-detjens,unknown-photographer,0.8816,capital-super-speedway_1982_willie-goeden_al-fortner_photo_001.jpg,capital-super-speedway,1982,willie-goeden,al-fortner,0.8797,capital-super-speedway_unknown-year_al-schill_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,al-schill,unknown-photographer,141-speedway,1985,brian-reif,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10059.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10059.jpg,0.8887,medium,0.8887,141-speedway_unknown-year_kelly-hafemann_unknown-photographer_photo_10033.jpg,141-speedway,unknown-year,kelly-hafemann,unknown-photographer,0.8877,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8706,141-speedway_unknown-year_unknown_joe-slack_photo_010.jpg,141-speedway,unknown-year,unknown,joe-slack,0.8697,capital-super-speedway_unknown-year_ron-bennett_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,ron-bennett,unknown-photographer,0.8692,141-speedway_unknown-year_tom-raatz_joe-slack_photo_001.jpg,141-speedway,unknown-year,tom-raatz,joe-slack,141-speedway,unknown-year,kelly-hafemann,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1006.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1006.jpg,0.6735,very_low,0.6735,beaver-dam-raceway_2022_doyle-buzzel_unknown-photographer_photo_001.jpg,beaver-dam-raceway,2022,doyle-buzzel,unknown-photographer,0.5972,black-river-falls-speedway_unknown-year_unknown-driver_unknown-photographer_photo_008.jpg,black-river-falls-speedway,unknown-year,unknown-driver,unknown-photographer,0.5881,eagle-river-speedway_2020_ollie-schoonover_unknown-photographer_photo_001.jpg,eagle-river-speedway,2020,ollie-schoonover,unknown-photographer,0.5752,chilton-speedway_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,chilton-speedway,unknown-year,unknown-driver,unknown-photographer,0.5713,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_001.jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,beaver-dam-raceway,2022,doyle-buzzel,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10060.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10060.jpg,0.7918,low_clue,0.7918,cedar-lake-speedway_unknown-year_perry-giles_unknown-photographer_photo_001.jpg,cedar-lake-speedway,unknown-year,perry-giles,unknown-photographer,0.7901,dells-motor-speedway_unknown-year_bob-gunn_mike-esser_post_001.jpg,dells-motor-speedway,unknown-year,bob-gunn,mike-esser,0.7898,columbus-151-speedway_unknown-year_joe-shear_ron-thruman_photo_001.jpg,columbus-151-speedway,unknown-year,joe-shear,ron-thruman,0.7842,capital-super-speedway_unknown-year_ron-scalissi_ron-scalissi_post_001.jpg,capital-super-speedway,unknown-year,ron-scalissi,ron-scalissi,0.7756,crandon-speedway_unknown-year_unknown-driver_putch-bentley_post_001 (2).jpg,crandon-speedway,unknown-year,unknown-driver,putch-bentley,cedar-lake-speedway,unknown-year,perry-giles,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10061.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10061.jpg,0.8633,medium,0.8633,dells-motor-speedway_unknown-year_bob-gunn_mike-esser_post_001.jpg,dells-motor-speedway,unknown-year,bob-gunn,mike-esser,0.8583,dells-motor-speedway_unknown-year_mike-langsdorf_kevin-wisniewski_post_001.jpg,dells-motor-speedway,unknown-year,mike-langsdorf,kevin-wisniewski,0.8583,brown-county-speedway_unknown-year_bob-kleinschmidt_unknown-photographer_photo_004.jpg,brown-county-speedway,unknown-year,bob-kleinschmidt,unknown-photographer,0.8537,brown-county-speedway_unknown-year_roger-van-roy_pete-vercauteren_photo_001.jpg,brown-county-speedway,unknown-year,roger-van-roy,pete-vercauteren,0.8521,brown-county-speedway_unknown-year_unknown-driver_joe-verdegan_post_003.jpg,brown-county-speedway,unknown-year,unknown-driver,joe-verdegan,dells-motor-speedway,unknown-year,bob-gunn,mike-esser,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10062.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10062.jpg,0.8051,low_clue,0.8051,columbus-151-speedway_1978_jeff-ciano_jeff-gilhart_photo_001.jpg,columbus-151-speedway,1978,jeff-ciano,jeff-gilhart,0.8012,brown-county-speedway_unknown-year_bobby-marquis_unknown-photographer_photo_001.jpg,brown-county-speedway,unknown-year,bobby-marquis,unknown-photographer,0.8002,columbus-151-speedway_unknown-year_pat-schauer_unknown-photographer_photo_001.jpg,columbus-151-speedway,unknown-year,pat-schauer,unknown-photographer,0.7985,brown-county-speedway_unknown-year_john-delabraux_joe-verdegan_post_001.jpg,brown-county-speedway,unknown-year,john-delabraux,joe-verdegan,0.7961,capital-super-speedway_unknown-year_don-james_ron-thruman_post_001.jpg,capital-super-speedway,unknown-year,don-james,ron-thruman,columbus-151-speedway,1978,jeff-ciano,jeff-gilhart,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10063.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10063.jpg,0.8462,medium,0.8462,brown-county-speedway_unknown-year_roger-regeth_unknown-photographer_photo_001.jpg,brown-county-speedway,unknown-year,roger-regeth,unknown-photographer,0.8453,141-speedway_unknown-year_jack-hardy_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,jack-hardy,unknown-photographer,0.8412,dodge-county-fairgrounds_unknown-year_loren-bonlender_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,loren-bonlender,chad-tessman,0.8397,brown-county-speedway_unknown-year_ernie-rathke_pete-vercauteren_photo_001.jpg,brown-county-speedway,unknown-year,ernie-rathke,pete-vercauteren,0.8328,brown-county-speedway_unknown-year_john-delabraux_joe-verdegan_post_001.jpg,brown-county-speedway,unknown-year,john-delabraux,joe-verdegan,brown-county-speedway,unknown-year,roger-regeth,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10065.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10065.jpg,0.8681,medium,0.8681,brown-county-speedway_unknown-year_terry-anvelink_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,terry-anvelink,bob-bergeron,0.8646,capital-super-speedway_unknown-year_bob-brownell_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,bob-brownell,unknown-photographer,0.8544,dells-motor-speedway_unknown-year_pat-heaney_pat-heaney_post_003.jpg,dells-motor-speedway,unknown-year,pat-heaney,pat-heaney,0.8536,capital-super-speedway_unknown-year_john-ziegler_bob-elman_photo_007.jpg,capital-super-speedway,unknown-year,john-ziegler,bob-elman,0.8503,elko-speedway_unknown-year_steve-burgess_unknown-photographer_photo_012.jpg,elko-speedway,unknown-year,steve-burgess,unknown-photographer,brown-county-speedway,unknown-year,terry-anvelink,bob-bergeron,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10066.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10066.jpg,0.9628,very_high,0.9628,brown-county-fairgrounds_unknown-year_bobby-marquis_joe-slack_post_001.jpg,brown-county-fairgrounds,unknown-year,bobby-marquis,joe-slack,0.8337,beaver-dam-raceway_unknown-year_rick-lemanski_al-polchinski_post_001.jpg,beaver-dam-raceway,unknown-year,rick-lemanski,al-polchinski,0.8134,brown-county-speedway_unknown-year_bobby-marquis_unknown-photographer_photo_10064.jpg,brown-county-speedway,unknown-year,bobby-marquis,unknown-photographer,0.8049,brown-county-speedway_unknown-year_bobby-schmelzer_pat-heaney_post_001.jpg,brown-county-speedway,unknown-year,bobby-schmelzer,pat-heaney,0.7973,brown-county-speedway_unknown-year_unknown-driver_bob-bergeron_photo_104.jpg,brown-county-speedway,unknown-year,unknown-driver,bob-bergeron,brown-county-fairgrounds,unknown-year,bobby-marquis,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10067.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10067.jpg,0.8134,low_clue,0.8134,capital-super-speedway_1975_dave-evans_mike-napierala_photo_001.jpg,capital-super-speedway,1975,dave-evans,mike-napierala,0.8095,dells-motor-speedway_unknown-year_pat-heaney_pat-heaney_post_003.jpg,dells-motor-speedway,unknown-year,pat-heaney,pat-heaney,0.8091,dells-motor-speedway_unknown-year_bob-gunn_mike-esser_post_001.jpg,dells-motor-speedway,unknown-year,bob-gunn,mike-esser,0.8085,141-speedway_unknown-year_dave-kraemer_dennis-satorius_post_001.jpg,141-speedway,unknown-year,dave-kraemer,dennis-satorius,0.8036,brown-county-speedway_unknown-year_chris-duquaines_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,chris-duquaines,bob-bergeron,capital-super-speedway,1975,dave-evans,mike-napierala,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10068.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10068.jpg,0.7633,very_low,0.7633,dells-motor-speedway_unknown-year_bob-gunn_mike-esser_post_001.jpg,dells-motor-speedway,unknown-year,bob-gunn,mike-esser,0.7473,capital-super-speedway_unknown-year_bob-brownell_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,bob-brownell,unknown-photographer,0.7414,dells-motor-speedway_unknown-year_pat-heaney_pat-heaney_post_003.jpg,dells-motor-speedway,unknown-year,pat-heaney,pat-heaney,0.7338,dells-motor-speedway_unknown-year_jerry-eckhardt_kurt-luoma_photo_001.jpg,dells-motor-speedway,unknown-year,jerry-eckhardt,kurt-luoma,0.7329,capital-super-speedway_unknown-year_unknown-driver_unknown-photographer_photo_001 (3).jpg,capital-super-speedway,unknown-year,unknown-driver,unknown-photographer,dells-motor-speedway,unknown-year,bob-gunn,mike-esser,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10069.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10069.jpg,0.8369,low_clue,0.8369,capital-super-speedway_unknown-year_ron-scalissi_ron-scalissi_post_001.jpg,capital-super-speedway,unknown-year,ron-scalissi,ron-scalissi,0.8363,dells-motor-speedway_unknown-year_mike-langsdorf_kevin-wisniewski_post_001.jpg,dells-motor-speedway,unknown-year,mike-langsdorf,kevin-wisniewski,0.8339,brown-county-speedway_unknown-year_ed-rowell_dennis-satorius_post_001.jpg,brown-county-speedway,unknown-year,ed-rowell,dennis-satorius,0.8336,dells-motor-speedway_unknown-year_jerry-eckhardt_kurt-luoma_photo_001.jpg,dells-motor-speedway,unknown-year,jerry-eckhardt,kurt-luoma,0.8334,dells-motor-speedway_unknown-year_bob-gunn_mike-esser_post_001.jpg,dells-motor-speedway,unknown-year,bob-gunn,mike-esser,capital-super-speedway,unknown-year,ron-scalissi,ron-scalissi,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1007.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1007.jpg,0.628,very_low,0.628,door-county-speedway_unknown-year_unknown-driver_unknown-photographer_photo_301.jpg,door-county-speedway,unknown-year,unknown-driver,unknown-photographer,0.6018,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_229.jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,0.5834,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_225.jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,0.5779,crandon-speedway_unknown-year_unknown-driver_putch-bentley_post_021.jpg,crandon-speedway,unknown-year,unknown-driver,putch-bentley,0.5708,capital-super-speedway_1983_bill-oas_pat-heaney_post_001.jpg,capital-super-speedway,1983,bill-oas,pat-heaney,door-county-speedway,unknown-year,unknown-driver,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10070.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10070.jpg,0.8854,medium,0.8854,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8806,141-speedway_unknown-year_sportsman-crash_joe-slack_photo_001.jpg,141-speedway,unknown-year,sportsman-crash,joe-slack,0.8803,141-speedway_unknown-year_ray-schmoeker_joe-verdegan_post_001.jpg,141-speedway,unknown-year,ray-schmoeker,joe-verdegan,0.8788,141-speedway_unknown-year_al-goetsch_joe-slack_photo_001.jpg,141-speedway,unknown-year,al-goetsch,joe-slack,0.8776,141-speedway_unknown-year_russ-keberlein_joe-slack_photo_001.jpg,141-speedway,unknown-year,russ-keberlein,joe-slack,141-speedway,1985,brian-reif,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10071.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10071.jpg,0.9588,very_high,0.9588,141-speedway_unknown-year_bill-johnson-jr_joe-slack_photo_001.jpg,141-speedway,unknown-year,bill-johnson-jr,joe-slack,0.8571,141-speedway_unknown-year_unknown_joe-slack_photo_009.jpg,141-speedway,unknown-year,unknown,joe-slack,0.8344,beaver-dam-raceway_unknown-year_rich-wondra_joe-slack_post_001.jpg,beaver-dam-raceway,unknown-year,rich-wondra,joe-slack,0.8339,141-speedway_unknown-year_randy-sippel_joe-slack_photo_001.jpg,141-speedway,unknown-year,randy-sippel,joe-slack,0.8316,141-speedway_unknown-year_tom-johnson_joe-slack_photo_001.jpg,141-speedway,unknown-year,tom-johnson,joe-slack,141-speedway,unknown-year,bill-johnson-jr,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10073.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10073.jpg,0.9248,high,0.9248,141-speedway_unknown-year_butch-wondra_joe-slack_photo_001.jpg,141-speedway,unknown-year,butch-wondra,joe-slack,0.8907,141-speedway_unknown-year_unknown_joe-verdegan_post_004.jpg,141-speedway,unknown-year,unknown,joe-verdegan,0.868,141-speedway_unknown-year_randy-sippel_joe-slack_photo_001.jpg,141-speedway,unknown-year,randy-sippel,joe-slack,0.8651,141-speedway_unknown-year_willie-goeden_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,willie-goeden,unknown-photographer,0.865,beaver-dam-raceway_unknown-year_rick-lemanski_dave-olson_photo_001.jpg,beaver-dam-raceway,unknown-year,rick-lemanski,dave-olson,141-speedway,unknown-year,butch-wondra,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1008.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1008.jpg,0.6404,very_low,0.6404,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_223.jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,0.6286,black-river-falls-speedway_unknown-year_unknown-driver_unknown-photographer_photo_389.jpg,black-river-falls-speedway,unknown-year,unknown-driver,unknown-photographer,0.6102,black-river-falls-speedway_unknown-year_unknown-driver_unknown-photographer_photo_388.jpg,black-river-falls-speedway,unknown-year,unknown-driver,unknown-photographer,0.6049,black-river-falls-speedway_unknown-year_unknown-driver_unknown-photographer_photo_008.jpg,black-river-falls-speedway,unknown-year,unknown-driver,unknown-photographer,0.6027,black-river-falls-speedway_unknown-year_unknown-driver_unknown-photographer_photo_390.jpg,black-river-falls-speedway,unknown-year,unknown-driver,unknown-photographer,amherst-speedway,2013,unknown-driver,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10082.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10082.jpg,0.8446,medium,0.8446,capital-super-speedway_unknown-year_ron-bennett_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,ron-bennett,unknown-photographer,0.8431,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8355,141-speedway_1985_dave-gracyalny_joe-slack_post_001.jpg,141-speedway,1985,dave-gracyalny,joe-slack,0.828,141-speedway_unknown-year_randy-rahn_joe-verdegan_post_001.jpg,141-speedway,unknown-year,randy-rahn,joe-verdegan,0.8247,141-speedway_unknown-year_tom-raatz_joe-slack_photo_001.jpg,141-speedway,unknown-year,tom-raatz,joe-slack,capital-super-speedway,unknown-year,ron-bennett,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10085.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10085.jpg,0.9089,high,0.9089,beaver-dam-raceway_unknown-year_rick-lemanski_dave-olson_photo_001.jpg,beaver-dam-raceway,unknown-year,rick-lemanski,dave-olson,0.8831,141-speedway_unknown-year_ron-bomber_joe-verdegan_post_001.jpg,141-speedway,unknown-year,ron-bomber,joe-verdegan,0.8772,141-speedway_unknown-year_unknown_joe-slack_photo_008.jpg,141-speedway,unknown-year,unknown,joe-slack,0.875,141-speedway_unknown-year_kelly-hafemann_unknown-photographer_photo_10033.jpg,141-speedway,unknown-year,kelly-hafemann,unknown-photographer,0.8742,141-speedway_unknown-year_jeff-mccormick_joe-verdegan_post_001.jpg,141-speedway,unknown-year,jeff-mccormick,joe-verdegan,beaver-dam-raceway,unknown-year,rick-lemanski,dave-olson,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10088.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10088.jpg,0.9265,high,0.9265,141-speedway_unknown-year_unknown-driver_joe-slack_photo_004.jpg,141-speedway,unknown-year,unknown-driver,joe-slack,0.8782,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8724,beaver-dam-raceway_1976_ralph-rau_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,ralph-rau,michael-halbherr,0.8669,capital-super-speedway_1985_randy-sargent_don-besch_photo_001.jpg,capital-super-speedway,1985,randy-sargent,don-besch,0.8629,capital-super-speedway_unknown-year_denny-ballard_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,denny-ballard,unknown-photographer,141-speedway,unknown-year,unknown-driver,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10089.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10089.jpg,0.9102,high,0.9102,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8822,141-speedway_unknown-year_speedway-checkered-joe-slack-phot_joe-slack_photo_001.jpg,141-speedway,unknown-year,speedway-checkered-joe-slack-phot,joe-slack,0.8716,cedarburg-speedway_unknown-year_frank-smith_roger-berndt_post_001.jpg,cedarburg-speedway,unknown-year,frank-smith,roger-berndt,0.8703,141-speedway_unknown-year_chris-price_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,chris-price,unknown-photographer,0.8691,eau-claire-speedway_unknown-year_ron-prochnow_unknown-photographer_photo_001.jpg,eau-claire-speedway,unknown-year,ron-prochnow,unknown-photographer,141-speedway,unknown-year,jim-pitzen,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1009.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1009.jpg,0.5503,very_low,0.5503,black-river-falls-speedway_unknown-year_unknown-driver_unknown-photographer_photo_008.jpg,black-river-falls-speedway,unknown-year,unknown-driver,unknown-photographer,0.532,amherst-speedway_2013_rick-schlabowsk_unknown-photographer_photo_001.jpg,amherst-speedway,2013,rick-schlabowsk,unknown-photographer,0.5291,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_223.jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,0.5232,black-river-falls-speedway_unknown-year_unknown-driver_unknown-photographer_photo_388.jpg,black-river-falls-speedway,unknown-year,unknown-driver,unknown-photographer,0.5143,black-river-falls-speedway_unknown-year_unknown-driver_unknown-photographer_photo_389.jpg,black-river-falls-speedway,unknown-year,unknown-driver,unknown-photographer,black-river-falls-speedway,unknown-year,unknown-driver,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10090.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10090.jpg,0.8719,medium,0.8719,141-speedway_unknown-year_randy-rahn_joe-verdegan_post_001.jpg,141-speedway,unknown-year,randy-rahn,joe-verdegan,0.856,141-speedway_1985_dave-gracyalny_joe-slack_post_001.jpg,141-speedway,1985,dave-gracyalny,joe-slack,0.8543,cedar-lake-speedway_unknown-year_gary-loomis_don-reilly_photo_001.jpg,cedar-lake-speedway,unknown-year,gary-loomis,don-reilly,0.8445,cedar-lake-speedway_unknown-year_terry-lanphear_don-reilly_post_001.jpg,cedar-lake-speedway,unknown-year,terry-lanphear,don-reilly,0.8426,141-speedway_unknown-year_ray-schmoeker_joe-slack_photo_001.jpg,141-speedway,unknown-year,ray-schmoeker,joe-slack,141-speedway,unknown-year,randy-rahn,joe-verdegan,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10091.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10091.jpg,0.8794,medium,0.8794,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8602,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8577,141-speedway_1985_dave-gracyalny_joe-slack_post_001.jpg,141-speedway,1985,dave-gracyalny,joe-slack,0.8564,141-speedway_unknown-year_tom-raatz_joe-slack_photo_001.jpg,141-speedway,unknown-year,tom-raatz,joe-slack,0.853,dells-motor-speedway_unknown-year_jim-back_kurt-luoma_photo_001.jpg,dells-motor-speedway,unknown-year,jim-back,kurt-luoma,141-speedway,unknown-year,jim-pitzen,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10092.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10092.jpg,0.8992,medium,0.8992,141-speedway_unknown-year_rod-wheeler_joe-slack_post_001.jpg,141-speedway,unknown-year,rod-wheeler,joe-slack,0.8934,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8866,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.8798,141-speedway_unknown-year_tom-raatz_joe-slack_photo_001.jpg,141-speedway,unknown-year,tom-raatz,joe-slack,0.8795,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,141-speedway,unknown-year,rod-wheeler,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10093.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10093.jpg,0.874,medium,0.874,141-speedway_unknown-year_unknown_joe-verdegan_post_004.jpg,141-speedway,unknown-year,unknown,joe-verdegan,0.857,141-speedway_unknown-year_randy-sippel_joe-slack_photo_001.jpg,141-speedway,unknown-year,randy-sippel,joe-slack,0.8356,141-speedway_unknown-year_unknown-driver_joe-slack_photo_003.jpg,141-speedway,unknown-year,unknown-driver,joe-slack,0.8337,141-speedway_unknown-year_unknown_joe-slack_photo_005.jpg,141-speedway,unknown-year,unknown,joe-slack,0.8294,141-speedway_unknown-year_butch-wondra_joe-slack_photo_001.jpg,141-speedway,unknown-year,butch-wondra,joe-slack,141-speedway,unknown-year,unknown,joe-verdegan,,,,,,,
