Race,Track,track,slug,track_id,Date,DriverName,,slug,driver_id,DriverStart,DriverFinish,DriverNum,DriverSponsor,DriverMake,DriverLaps,DriverLed,DriverStatus,DriverPts,,
1990 Budweiser 100 (ARTGO),Owosso Speedway,Owosso Speedway,owosso-speedway-mi,250,3-Jul-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,17,,,,77,,,,,
1990 Parts Plus All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,24-Jul-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,7,,,,99,,,,,
1990 Say No To Drugs 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,3-Aug-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,10,,,,100,,running,,,
1990 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,7-Aug-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,18,,,,250,,,,,
1990 Coors 100 (August),Auto City Speedway,Auto City Speedway,auto-city-speedway-mi,239,11-Aug-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,5,,,,100,,running,,,
1990 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,1-Sep-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,14,,,,149,,,,,
1991 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,7-Apr-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,15,69,,,148,,,,,
1991 Cabin Fever 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,27-Apr-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,11,,,,100,,running,,,
1991 Miller Genuine Draft Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,27-May-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,12,,,,125,,running,,,
1991 Michigan Challenge,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,1-Jun-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,8,69,"Peak Antifreeze,Automotive Specialties,Borden's Blueberry Farms",Ford,100,,running,,,
1991 Hawkeye Miller Genuine Draft 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,8-Jun-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,6,,,,100,,,,,
1991 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,15-Jun-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,6,,,,100,,,,,
1991 Miller Genuine Draft Light 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,19-Jun-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,18,,,,93,0,,,,
1991 Lake Geneva 100,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway-wi,105,25-Jun-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,18,,,,47,,,,,
1991 Main Beverage/Budweiser 100,Owosso Speedway,Owosso Speedway,owosso-speedway-mi,250,3-Jul-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,16,,,,61,,,,,
1991 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,6-Jul-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,14,,,,99,,,,,
1991 Coors Light 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,12-Jul-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,14,,,,99,,,,,
1991 Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,13-Jul-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,24,,,,2,,,,,
1991 Mile High Challenge 150,Colorado National Speedway,Colorado National Speedway,colorado-national-speedway-co,247,16-Jul-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,20,,,,53,,,,,
1991 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,24-Jul-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,16,,,,44,,,,,
1991 Say No To Drugs 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,2-Aug-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,12,,,,97,,,,,
1991 ARTGO Dixieland Challenge,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,6-Aug-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,11,,,,249,,,,,
1991 Midwest Championships,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,31-Aug-91,Bob Brownell,Bob Brownell,bob-brownell,1767,,15,,,,148,,,,,
1992 Spring Classic 150,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,5-Apr-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,10,,,,150,,running,,,
1992 Cabin Fever 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,5,,,,100,,running,,,
1992 Badgerland 50,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,10-May-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,13,,,,50,,running,,,
1992 Spring Nationals 125,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,7,,,,125,,running,,,
1992 ARTGO 100,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,6-Jun-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,4,,,,100,,running,,,
1992 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,13-Jun-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,7,,,,100,,running,,,
1992 Lake Geneva Doubleheader,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway-wi,105,23-Jun-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,8,,,,100,,running,,,
1992 Minnesota State Championships,Elko Speedway,Elko Speedway,elko-speedway-mn,60,3-Jul-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,19,,,,97,,,,,
1992 ARTGO 50,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,19-Jul-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,10,,,,,,,,,
1992 Pabst Light 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,23-Jul-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,13,,,,,,,,,
1992 Kansas City 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,24-Jul-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,15,,,,98,,,,,
1992 ARTGO Ozark Challenge,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,25-Jul-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,20,,,,57,,,,,
1992 Say No To Drugs 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,31-Jul-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,14,,,,99,,,,,
1992 ARTGO All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,2-Aug-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,2,,,,,,,,,
1992 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,4-Aug-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,10,,,,,,,,,
1992 Glass City 100,Toledo Speedway,Toledo Speedway,toledo-speedway-oh,246,3-Oct-92,Bob Brownell,Bob Brownell,bob-brownell,1767,,6,,,,100,,running,,,
1979 Hi/Rev 100,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,24-Jun-79,Bob Abitz,Bob Abitz,bob-abitz,1683,,,,,,,,DNQ,,,
1980 Hi Rev 150 Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,8-Jun-80,Bob Abitz,Bob Abitz,bob-abitz,1683,,,,,,,,DNQ,,,
1981 ARTGO Dixieland Challenge Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,31-May-81,Bob Abitz,Bob Abitz,bob-abitz,1683,,,,,,,,DNQ,,,
1981 Saturday Night Twin 50s Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,1-Aug-81,Bob Abitz,Bob Abitz,bob-abitz,1683,,,,,,,,DNQ,,,
1982 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,11-Apr-82,Bob Abitz,Bob Abitz,bob-abitz,1683,,,,,,,,DNQ,,,
1982 Spring Twin 50s Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-82,Bob Abitz,Bob Abitz,bob-abitz,1683,,,,,,,,DNQ,,,
1982 ARTGO Dixieland Challenge,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,31-Aug-82,Bob Abitz,Bob Abitz,bob-abitz,1683,,14,,,Firebird,,,,,,
1983 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-83,Bob Abitz,Bob Abitz,bob-abitz,1683,,10,A-7,BEMCO Engineering,Camaro,77,,,,,
1983 ARTGO Spring Nationals Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,29-May-83,Bob Abitz,Bob Abitz,bob-abitz,1683,,,,,,,,DNQ,,,
1983 Minnesota State Championships Race No. 1,Raceway Park (MN),Raceway Park MN,raceway-park-mn-mn,159,21-Jun-83,Bob Abitz,Bob Abitz,bob-abitz,1683,,13,,,Camaro,,,,,,
1983 Minnesota State Championships Race No. 2,Raceway Park (MN),Raceway Park MN,raceway-park-mn-mn,159,21-Jun-83,Bob Abitz,Bob Abitz,bob-abitz,1683,,15,,,Camaro,,,,,,
1983 ARTGO Dixieland Challenge,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,2-Aug-83,Bob Abitz,Bob Abitz,bob-abitz,1683,,15,,,Camaro,,,,,,
1981 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,12-Apr-81,B.J. Sparkman,B.J. Sparkman,bj-sparkman,977,,,,,,,,DNQ,,,
1992 ARTGO All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,2-Aug-92,B.J. Sparkman,B.J. Sparkman,bj-sparkman,977,,17,,,,,,,,,
1978 ARTGO Spring Classic,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,30-Apr-78,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,,,,,,,DNQ,,,
1978 ARTGO Spring Nationals Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,28-May-78,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,15,,,,,,,,,
1978 ARTGO Spring Nationals Race No. 2,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,28-May-78,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,20,,,,,,,,,
1978 ARTGO All-Star 200 Race No. 2,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,3-Jun-78,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,21,,,,,,,,,
ARTGO:1978-06,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,3-Jul-78,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,19,,,,,,,,,
1980 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,24-May-80,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,17,,,,,,,,,
1980 Chicagoland Showdown Race No. 2,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,24-May-80,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,14,,,,,,,,,
1980 Hi Rev 150 Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,8-Jun-80,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,19,,,Camaro,,,,,,
1980 Hi Rev 150 Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,8-Jun-80,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,19,,,Camaro,,,,,,
1981 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,23-May-81,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,19,,,Camaro,,,,,,
1981 Chicagoland Showdown Race No. 2,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,23-May-81,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,17,,,Camaro,,,,,,
1981 ARTGO Tuesday Special Race No. 1,Raceway Park (IL),Raceway Park IL,raceway-park-il-il,158,16-Jun-81,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,,,,,,,DNQ,,,
1982 Spring Twin 50s Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-82,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,,,,,,,DNQ,,,
1982 Spring Twin 50s Race No. 2,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-82,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,11,,,,,,,,,
1982 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,30-May-82,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,9,,,,,,,,,
1982 Chicagoland Showdown Race No. 2,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,30-May-82,Billy Kuhn,Billy Kuhn,billy-kuhn,1609,,9,,,,,,,,,
1986 Opening Day 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,20-Apr-86,Bill Woodworth,Bill Woodworth,bill-woodworth,1579,,23,,,,23,,,,,
1986 Big A Minnesota State Championship,Elko Speedway,Elko Speedway,elko-speedway-mn,60,3-Jul-86,Bill Woodworth,Bill Woodworth,bill-woodworth,1579,,8,,,,99,,,,,
1987 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,5-Apr-87,Bill Woodworth,Bill Woodworth,bill-woodworth,1579,,19,,,,7,,,,,
1976 CAM2 Classic,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-May-76,Bill Venturini,Bill Venturini,bill-venturini,1548,,19,,,,,,,,,
1980 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,13-Apr-80,Bill Venturini,Bill Venturini,bill-venturini,1548,,12,,,Firebird,,,,,,
1980 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,24-May-80,Bill Venturini,Bill Venturini,bill-venturini,1548,,,,,,,,DNQ,,,
1980 NGK Spark Plug 150 Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,24-Aug-80,Bill Venturini,Bill Venturini,bill-venturini,1548,,8,25,,,,,,,,
1980 NGK Spark Plug 150 Race No. 2,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,24-Aug-80,Bill Venturini,Bill Venturini,bill-venturini,1548,,14,25,,,,,,,,
1981 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,12-Apr-81,Bill Venturini,Bill Venturini,bill-venturini,1548,,,,,,,,DNQ,,,
1981 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,23-May-81,Bill Venturini,Bill Venturini,bill-venturini,1548,,16,25,,Camaro,,,,,,
1981 Chicagoland Showdown Race No. 2,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,23-May-81,Bill Venturini,Bill Venturini,bill-venturini,1548,,16,,,Camaro,,,,,,
1981 ARTGO Holiday Twin 50s Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,5-Jul-81,Bill Venturini,Bill Venturini,bill-venturini,1548,,15,,,Camaro,49,,,,,
1981 ARTGO Holiday Twin 50s Race No. 2,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,5-Jul-81,Bill Venturini,Bill Venturini,bill-venturini,1548,,14,,,Camaro,49,,,,,
1981 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,14-Jul-81,Bill Venturini,Bill Venturini,bill-venturini,1548,,14,,,,94,,,,,
1981 Dairyland 150 Race No. 1,Golden Sands Speedway,Golden Sands Speedway,golden-sands-speedway-wi,69,9-Aug-81,Bill Venturini,Bill Venturini,bill-venturini,1548,,,25,,,,,DNQ,,,
1985 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,29-Jun-85,Bill Venturini,Bill Venturini,bill-venturini,1548,,18,,,,40,,,,,
1991 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,7-Apr-91,Bill Venturini,Bill Venturini,bill-venturini,1548,,14,25,,,149,,,,,
1984 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,6-May-84,Bill Oas,Bill Oas,bill-oas,1436,,10,11,,Pontiac,83,,,,,
1984 Summer Nationals Race No. 1,Minnesota State Fair Speedway,Minnesota State Fair,minnesota-state-fair-mn,128,1-Sep-84,Bill Oas,Bill Oas,bill-oas,1436,,22,,,,42,,,,,
1984 Summer Nationals Race No. 2,Minnesota State Fair Speedway,Minnesota State Fair,minnesota-state-fair-mn,128,1-Sep-84,Bill Oas,Bill Oas,bill-oas,1436,,20,,,,50,,running,,,
1987 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,5-Sep-87,Bill Oas,Bill Oas,bill-oas,1436,,16,,,,66,,,,,
1988 Special Export Light/WKBT-TV 8 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,22-Jun-88,Bill Oas,Bill Oas,bill-oas,1436,,10,,,,99,,,,,
1988 ARTGO Holiday Twin 76s Race No. 1,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Jul-88,Bill Oas,Bill Oas,bill-oas,1436,,14,,,,,,,,,
1988 ARTGO Holiday Twin 76s Race No. 2,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Jul-88,Bill Oas,Bill Oas,bill-oas,1436,,14,,,,,,,,,
1981 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,23-May-81,Bill Lenza,Bill Lenza,bill-lenza,1379,,,,,,,,DNQ,,,
ARTGO:1978-06,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,3-Jul-78,Bill Goss,Bill Goss,bill-goss,1294,,,,,,,,DNQ,,,
1979 Hi/Rev 100,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,24-Jun-79,Bill Goss,Bill Goss,bill-goss,1294,,,,,,,,DNQ,,,
1980 Dairyland 150 Race No. 1,Golden Sands Speedway,Golden Sands Speedway,golden-sands-speedway-wi,69,4-Jul-80,Bill Goss,Bill Goss,bill-goss,1294,,,,,,,,DNQ,,,
1980 NGK Spark Plug Summer Nationals Race No. 3,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,20-Jul-80,Bill Goss,Bill Goss,bill-goss,1294,,24,,,,,,,,,
1981 ARTGO Holiday Twin 50s Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,5-Jul-81,Bill Berkheimer,Bill Berkheimer,bill-berkheimer,1201,,,,,,,,DNQ,,,
1981 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,14-Jul-81,Bill Berkheimer,Bill Berkheimer,bill-berkheimer,1201,,,,,,,,DNQ,,,
1993 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,5-Jun-93,Biff George,Biff George,biff-george,1170,,17,,,,81,,,,,
1993 ARTGO Summer Nationals,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,24-Jul-93,Biff George,Biff George,biff-george,1170,,17,,,,92,,,,,
1994 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-94,Biff George,Biff George,biff-george,1170,,17,,,,126,,,,,
1994 ARTGO Tournament of Speed,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,17-Sep-94,Biff George,Biff George,biff-george,1170,,18,,,,49,,,,,
1995 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,9-Apr-95,Biff George,Biff George,biff-george,1170,,14,,,,144,,,,,
1995 ARTGO Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,29-May-95,Biff George,Biff George,biff-george,1170,,16,,,,99,,,,,
1995 ARTGO Western Swing Country Mart 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,16-Jun-95,Biff George,Biff George,biff-george,1170,,24,,,,42,,,,,
1995 ARTGO Western Swing Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,17-Jun-95,Biff George,Biff George,biff-george,1170,,10,,,,100,,running,,,
1995 ARTGO Michigan Challenge,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,24-Jun-95,Biff George,Biff George,biff-george,1170,,14,,,,100,,running,,,
1995 LaCrosse Fairtime 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,12-Jul-95,Biff George,Biff George,biff-george,1170,,13,,,,99,,,,,
1995 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,1-Aug-95,Biff George,Biff George,biff-george,1170,,19,,,,244,,,,,
1995 ARTGO Western Swing USA Challenge 100,Bolivar Speedway,Bolivar Speedway,bolivar-speedway-mo,244,1-Sep-95,Biff George,Biff George,biff-george,1170,,3,,,,100,,,,,
1995 ARTGO Western Swing Johnson Auto Center Summer Showdown,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,2-Sep-95,Biff George,Biff George,biff-george,1170,,9,,,,100,,running,,,
1995 ARTGO Western Swing Finale,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,3-Sep-95,Biff George,Biff George,biff-george,1170,,8,,,,100,,,,,
1995 ARTGO Tournament of Speed,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,9-Sep-95,Biff George,Biff George,biff-george,1170,,14,,,,99,,,,,
1995 KC Colors World Cup 300,I-70 Motorsports Park,I-70 Motorsports Park,i70-motorsports-park-mo,243,1-Oct-95,Biff George,Biff George,biff-george,1170,,13,,,,288,,,,,
1996 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,31-Mar-96,Biff George,Biff George,biff-george,1170,,23,,,,110,,,,,
1996 Cabin Fever 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,21-Apr-96,Biff George,Biff George,biff-george,1170,,18,,,,99,,,,,
1996 Chicagoland Showdown,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,19-May-96,Biff George,Biff George,biff-george,1170,,13,,,,100,,running,,,
1996 NAPA All-Star 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,26-May-96,Biff George,Biff George,biff-george,1170,,17,,,,60,,,,,
1996 ARTGO Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,27-May-96,Biff George,Biff George,biff-george,1170,,25,,,,52,,,,,
1996 Miller Genuine Draft 100 (ARTGO),Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,4-Jun-96,Biff George,Biff George,biff-george,1170,,19,,,,96,,,,,
