event_slug,series_event_id,season_id,race_number,track_id,finishing_position,starting_position,car_number,driver_id,driver_name,driver_slug,sponsor,make,laps,led,status,points,result_section,source_url
2003-memorial-100,,43,3,69,1,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
2003-memorial-100,,43,3,69,2,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2003-memorial-100,,43,3,69,3,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2003-memorial-100,,43,3,69,4,,,21465,Steve Holzhausen,steve-holzhausen,,,,,,,feature,
2003-memorial-100,,43,3,69,5,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2003-memorial-100,,43,3,69,6,,,2469,Brad Mueller,brad-mueller,,,,,,,feature,
2003-memorial-100,,43,3,69,7,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
2003-memorial-100,,43,3,69,8,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
2003-memorial-100,,43,3,69,9,,,12529,Joe Kryzkowski,joe-krzykowski,,,,,,,feature,
2003-memorial-100,,43,3,69,10,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
2003-memorial-100,,43,3,69,11,,,16985,Mike Langsdorf,mike-langsdorf,,,,,,,feature,
2003-memorial-100,,43,3,69,12,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
2003-memorial-100,,43,3,69,13,,,516,Allen Check,allen-check,,,,,,,feature,
2003-memorial-100,,43,3,69,14,,,14363,Kevin Brescia,kevin-brescia,,,,,,,feature,
2003-memorial-100,,43,3,69,15,,,1124,Benjamin Brinkman,benjamin-brinkman,,,,,,,feature,
2003-memorial-100,,43,3,69,16,,,12161,"Jim Sauter, Jr.",jim-sauter-jr,,,,,,,feature,
2003-memorial-100,,43,3,69,17,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
2003-memorial-100,,43,3,69,18,,,8535,Frank Nitzke,frank-nitzke,,,,,,,feature,
2003-memorial-100,,43,3,69,19,,,4481,Clint Sillars,clint-sillars,,,,,,,feature,
2003-memorial-100,,43,3,69,20,,,11091,Jeff Watters,jeff-watters,,,,,,,feature,
2003-memorial-100,,43,3,69,21,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
2003-memorial-100,,43,3,69,22,,,15955,Mark Mackesy,mark-mackesy,,,,,,,feature,
2003-dairy-days-75,,43,4,119,1,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
2003-dairy-days-75,,43,4,119,2,,,11091,Jeff Watters,jeff-watters,,,,,,,feature,
2003-dairy-days-75,,43,4,119,3,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
2003-dairy-days-75,,43,4,119,4,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
2003-dairy-days-75,,43,4,119,5,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
2003-dairy-days-75,,43,4,119,6,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
2003-dairy-days-75,,43,4,119,7,,,13890,Keith Bohmsach,keith-bohmsach,,,,,,,feature,
2003-dairy-days-75,,43,4,119,8,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
2003-dairy-days-75,,43,4,119,9,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
2003-dairy-days-75,,43,4,119,10,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2003-dairy-days-75,,43,4,119,11,,,181,Adam Royle,adam-royle,,,,,,,feature,
2003-dairy-days-75,,43,4,119,12,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2003-dairy-days-75,,43,4,119,13,,,14363,Kevin Brescia,kevin-brescia,,,,,,,feature,
2003-dairy-days-75,,43,4,119,14,,,11765,Jim Carlson,jim-carlson,,,,,,,feature,
2003-dairy-days-75,,43,4,119,15,,,13668,Judd Brandl,judd-brandl,,,,,,,feature,
2003-dairy-days-75,,43,4,119,16,,,14762,Kyle Kinder,kyle-kinder,,,,,,,feature,
2003-dairy-days-75,,43,4,119,17,,,12529,Joe Kryzkowski,joe-krzykowski,,,,,,,feature,
2003-dairy-days-75,,43,4,119,18,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2003-dairy-days-75,,43,4,119,19,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
2003-dairy-days-75,,43,4,119,20,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
2003-dairy-days-75,,43,4,119,21,,,8715,Gary Back,gary-back,,,,,,,feature,
2003-dairy-days-75,,43,4,119,22,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,1,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,2,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,3,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,4,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,5,,,12529,Joe Kryzkowski,joe-krzykowski,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,6,,,516,Allen Check,allen-check,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,7,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,8,,,15955,Mark Mackesy,mark-mackesy,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,9,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,10,,,3355,Burton Brown,burton-brown,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,11,,,181,Adam Royle,adam-royle,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,12,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,13,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,14,,,11091,Jeff Watters,jeff-watters,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,15,,,20326,Russ Weiler,russ-weiler,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,16,,,23689,Wayne Breitenfeldt,wayne-breitenfeldt,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,17,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,18,,,19584,Rocky Breezer,rocky-breezer,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,19,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,20,,,20643,Scott Broughton,scott-broughton,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,21,,,17569,Neil Knoblock,neil-knoblock,,,,,,,feature,
2003-larry-detjens-memorial,,43,5,193,22,,,null,Kurt Guralski,kurt-guralski,,,,,,,feature,
2003-north-american-cup,,43,6,49,1,,,13983,Kelly Bires,kelly-bires,,,,,,,feature,
2003-north-american-cup,,43,6,49,2,,,17512,Nathan Haseleu,nathan-haseleu,,,,,,,feature,
2003-north-american-cup,,43,6,49,3,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
2003-north-american-cup,,43,6,49,4,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
2003-north-american-cup,,43,6,49,5,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
2003-north-american-cup,,43,6,49,6,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2003-north-american-cup,,43,6,49,7,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
2003-north-american-cup,,43,6,49,8,,,603,Andrew Morrissey,andrew-morrissey,,,,,,,feature,
2003-north-american-cup,,43,6,49,9,,,12529,Joe Kryzkowski,joe-krzykowski,,,,,,,feature,
2003-north-american-cup,,43,6,49,10,,,14363,Kevin Brescia,kevin-brescia,,,,,,,feature,
2003-north-american-cup,,43,6,49,11,,,516,Allen Check,allen-check,,,,,,,feature,
2003-north-american-cup,,43,6,49,12,,,8715,Gary Back,gary-back,,,,,,,feature,
2003-north-american-cup,,43,6,49,13,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2003-north-american-cup,,43,6,49,14,,,11765,Jim Carlson,jim-carlson,,,,,,,feature,
2003-north-american-cup,,43,6,49,15,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2003-north-american-cup,,43,6,49,16,,,11091,Jeff Watters,jeff-watters,,,,,,,feature,
2003-north-american-cup,,43,6,49,17,,,181,Adam Royle,adam-royle,,,,,,,feature,
2003-north-american-cup,,43,6,49,18,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
2003-north-american-cup,,43,6,49,19,,,22698,Tom Lichtfeld,tom-lichtfeld,,,,,,,feature,
2003-north-american-cup,,43,6,49,20,,,20326,Russ Weiler,russ-weiler,,,,,,,feature,
2003-north-american-cup,,43,6,49,21,,,5276,Dan Howard,dan-howard,,,,,,,feature,
2003-north-american-cup,,43,6,49,22,,,14762,Kyle Kinder,kyle-kinder,,,,,,,feature,
2003-creek-classic-100,,43,7,1,1,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
2003-creek-classic-100,,43,7,1,2,,,9537,Gregg Haese,gregg-haese,,,,,,,feature,
2003-creek-classic-100,,43,7,1,3,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2003-creek-classic-100,,43,7,1,4,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
2003-creek-classic-100,,43,7,1,5,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
2003-creek-classic-100,,43,7,1,6,,,16017,Mark Schroeder,mark-schroeder,,,,,,,feature,
2003-creek-classic-100,,43,7,1,7,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
2003-creek-classic-100,,43,7,1,8,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
2003-creek-classic-100,,43,7,1,9,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2003-creek-classic-100,,43,7,1,10,,,19122,Rick Corso,rick-corso,,,,,,,feature,
2003-creek-classic-100,,43,7,1,11,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
2003-creek-classic-100,,43,7,1,12,,,6406,Dean Schultz,dean-schultz,,,,,,,feature,
2003-creek-classic-100,,43,7,1,13,,,3693,Chad Devine,chad-devine,,,,,,,feature,
2003-creek-classic-100,,43,7,1,14,,,11765,Jim Carlson,jim-carlson,,,,,,,feature,
2003-creek-classic-100,,43,7,1,15,,,11091,Jeff Watters,jeff-watters,,,,,,,feature,
2003-creek-classic-100,,43,7,1,16,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
2003-creek-classic-100,,43,7,1,17,,,8381,"Eugene Gregorich, Jr.",eugene-gregorich-jr,,,,,,,feature,
2003-creek-classic-100,,43,7,1,18,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
2003-creek-classic-100,,43,7,1,19,,,3355,Burton Brown,burton-brown,,,,,,,feature,
2003-creek-classic-100,,43,7,1,20,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2003-creek-classic-100,,43,7,1,21,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
2003-creek-classic-100,,43,7,1,22,,,null,Kurt Guralski,kurt-guralski,,,,,,,feature,
2003-marshfield-75,,43,8,119,1,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
2003-marshfield-75,,43,8,119,2,,,8715,Gary Back,gary-back,,,,,,,feature,
2003-marshfield-75,,43,8,119,3,,,12529,Joe Kryzkowski,joe-krzykowski,,,,,,,feature,
2003-marshfield-75,,43,8,119,4,,,181,Adam Royle,adam-royle,,,,,,,feature,
2003-marshfield-75,,43,8,119,5,,,13668,Judd Brandl,judd-brandl,,,,,,,feature,
2003-marshfield-75,,43,8,119,6,,,14363,Kevin Brescia,kevin-brescia,,,,,,,feature,
2003-marshfield-75,,43,8,119,7,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2003-marshfield-75,,43,8,119,8,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2003-marshfield-75,,43,8,119,9,,,3355,Burton Brown,burton-brown,,,,,,,feature,
2003-marshfield-75,,43,8,119,10,,,22477,Todd Stapleman,todd-stapleman,,,,,,,feature,
2003-marshfield-75,,43,8,119,11,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
2003-marshfield-75,,43,8,119,12,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
2003-marshfield-75,,43,8,119,13,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
2003-marshfield-75,,43,8,119,14,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
2003-marshfield-75,,43,8,119,15,,,18245,Pete Kempf,pete-kempf,,,,,,,feature,
2003-marshfield-75,,43,8,119,16,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
2003-marshfield-75,,43,8,119,17,,,14762,Kyle Kinder,kyle-kinder,,,,,,,feature,
2003-marshfield-75,,43,8,119,18,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2003-marshfield-75,,43,8,119,19,,,516,Allen Check,allen-check,,,,,,,feature,
2003-marshfield-75,,43,8,119,20,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
2003-marshfield-75,,43,8,119,21,,,11091,Jeff Watters,jeff-watters,,,,,,,feature,
2003-marshfield-75,,43,8,119,22,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,1,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,2,,,10413,Jamie Wallace,jamie-wallace,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,3,,,8079,Eddie Hoffman,eddie-hoffman,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,4,,,16295,Matt Kocourek,matt-kocourek,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,5,,,8469,Fran Prestay,fran-prestay,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,6,,,19122,Rick Corso,rick-corso,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,7,,,11352,Jerry Freeman,jerry-freeman,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,8,,,181,Adam Royle,adam-royle,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,9,,,11092,Jeff Way,jeff-way,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,10,,,12450,Joe Fischer,joe-fischer,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,11,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,12,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,13,,,6406,Dean Schultz,dean-schultz,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,14,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,15,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,16,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,17,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,18,,,14873,Landry Potter,landry-potter,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,19,,,8098,Eddie May,eddie-may,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,20,,,10844,Jeff Falbe,jeff-falbe,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,21,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2003-geneva-challenge-100,,43,9,105,22,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2003-championship-100,,43,10,69,1,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
2003-championship-100,,43,10,69,2,,,21465,Steve Holzhausen,steve-holzhausen,,,,,,,feature,
2003-championship-100,,43,10,69,3,,,11624,Jesse Haase,jesse-haase,,,,,,,feature,
2003-championship-100,,43,10,69,4,,,8715,Gary Back,gary-back,,,,,,,feature,
2003-championship-100,,43,10,69,5,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2003-championship-100,,43,10,69,6,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
2003-championship-100,,43,10,69,7,,,23147,Travis Sauter,travis-sauter,,,,,,,feature,
2003-championship-100,,43,10,69,8,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2003-championship-100,,43,10,69,9,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
2003-championship-100,,43,10,69,10,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
2003-championship-100,,43,10,69,11,,,181,Adam Royle,adam-royle,,,,,,,feature,
2003-championship-100,,43,10,69,12,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
2003-championship-100,,43,10,69,13,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
2003-championship-100,,43,10,69,14,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
2003-championship-100,,43,10,69,15,,,15955,Mark Mackesy,mark-mackesy,,,,,,,feature,
2003-championship-100,,43,10,69,16,,,13890,Keith Bohmsach,keith-bohmsach,,,,,,,feature,
2003-championship-100,,43,10,69,17,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
2003-championship-100,,43,10,69,18,,,3693,Chad Devine,chad-devine,,,,,,,feature,
2003-championship-100,,43,10,69,19,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2003-championship-100,,43,10,69,20,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
2003-championship-100,,43,10,69,21,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
2003-championship-100,,43,10,69,22,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,1,,,8314,Erik Darnell,erik-darnell,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,2,,,8526,Frank Kreyer,frank-kreyer,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,3,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,4,,,23035,Tony Strupp,tony-strupp,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,5,,,7419,Don Turner,don-turner,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,6,,,22275,Tim Schendel,tim-schendel,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,7,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,8,,,21377,Steve Carlson,steve-carlson,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,9,,,603,Andrew Morrissey,andrew-morrissey,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,10,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,11,,,11007,Jeff Richards,jeff-richards,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,12,,,5230,Dan Fredrickson,dan-fredrickson,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,13,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,14,,,8079,Eddie Hoffman,eddie-hoffman,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,15,,,11080,Jeff VanOudenhoven,jeff-van-oudenhoven,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,16,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,17,,,18287,"Pete Vandermolen, Jr.",pete-vandermolen,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,18,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,19,,,14363,Kevin Brescia,kevin-brescia,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,20,,,14294,Kenny Richards,kenny-richards,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,21,,,2911,"Brian Johnson, Jr.",brian-johnson-jr,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,22,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,23,,,5843,Dave Feiler,dave-feiler,,,,,,,feature,
2004-spring-thaw-100,,44,1,49,24,,,20643,Scott Broughton,scott-broughton,,,,,,,feature,
2004-memorial-100,,44,2,69,1,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
2004-memorial-100,,44,2,69,2,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
2004-memorial-100,,44,2,69,3,,,20451,Ryan Mathews,ryan-mathews,,,,,,,feature,
2004-memorial-100,,44,2,69,4,,,181,Adam Royle,adam-royle,,,,,,,feature,
2004-memorial-100,,44,2,69,5,,,7419,Don Turner,don-turner,,,,,,,feature,
2004-memorial-100,,44,2,69,6,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2004-memorial-100,,44,2,69,7,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2004-memorial-100,,44,2,69,8,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
2004-memorial-100,,44,2,69,9,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2004-memorial-100,,44,2,69,10,,,2911,"Brian Johnson, Jr.",brian-johnson-jr,,,,,,,feature,
2004-memorial-100,,44,2,69,11,,,21903,Terry Baldry,terry-baldry,,,,,,,feature,
2004-memorial-100,,44,2,69,12,,,22477,Todd Stapleman,todd-stapleman,,,,,,,feature,
2004-memorial-100,,44,2,69,13,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
2004-memorial-100,,44,2,69,14,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
2004-memorial-100,,44,2,69,15,,,6359,Dean Cornelius,dean-cornelius,,,,,,,feature,
2004-memorial-100,,44,2,69,16,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
2004-memorial-100,,44,2,69,17,,,23035,Tony Strupp,tony-strupp,,,,,,,feature,
2004-memorial-100,,44,2,69,18,,,15955,Mark Mackesy,mark-mackesy,,,,,,,feature,
2004-memorial-100,,44,2,69,19,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
2004-memorial-100,,44,2,69,20,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
2004-memorial-100,,44,2,69,21,,,23301,Troy Nelson,troy-nelson,,,,,,,feature,
2004-memorial-100,,44,2,69,22,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
2004-memorial-100,,44,2,69,23,,,14294,Kenny Richards,kenny-richards,,,,,,,feature,
2004-first-supply-100,,44,3,89,1,,,10628,Jason Schuler,jason-schuler,,,,,,,feature,
2004-first-supply-100,,44,3,89,2,,,181,Adam Royle,adam-royle,,,,,,,feature,
2004-first-supply-100,,44,3,89,3,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
2004-first-supply-100,,44,3,89,4,,,11050,Jeff Storm,jeff-storm,,,,,,,feature,
2004-first-supply-100,,44,3,89,5,,,10910,Jeff Kendall,jeff-kendall,,,,,,,feature,
2004-first-supply-100,,44,3,89,6,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
2004-first-supply-100,,44,3,89,7,,,2370,Bobby Wilberg,bobby-wilberg,,,,,,,feature,
2004-first-supply-100,,44,3,89,8,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2004-first-supply-100,,44,3,89,9,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2004-first-supply-100,,44,3,89,10,,,20810,Scott Nottestad,scott-nottestad,,,,,,,feature,
2004-first-supply-100,,44,3,89,11,,,7419,Don Turner,don-turner,,,,,,,feature,
2004-first-supply-100,,44,3,89,12,,,21405,Steve Dobratz,steve-dobbratz,,,,,,,feature,
2004-first-supply-100,,44,3,89,13,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2004-first-supply-100,,44,3,89,14,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
2004-first-supply-100,,44,3,89,15,,,14530,Kevin Tunks,kevin-tunks,,,,,,,feature,
2004-first-supply-100,,44,3,89,16,,,13119,John Ovadal,john-ovadal-jr,,,,,,,feature,
2004-first-supply-100,,44,3,89,17,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
2004-first-supply-100,,44,3,89,18,,,6406,Dean Schultz,dean-schultz,,,,,,,feature,
2004-first-supply-100,,44,3,89,19,,,11926,Jim Jarlsberg,jim-jarlsberg,,,,,,,feature,
2004-first-supply-100,,44,3,89,20,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
2004-first-supply-100,,44,3,89,21,,,20643,Scott Broughton,scott-broughton,,,,,,,feature,
2004-first-supply-100,,44,3,89,22,,,23035,Tony Strupp,tony-strupp,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,1,,,181,Adam Royle,adam-royle,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,2,,,15866,Mark Eswein,mark-eswein,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,3,,,11096,Jeff Weinfurter,jeff-weinfurter,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,4,,,8715,Gary Back,gary-back,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,5,,,4194,Chris Weinkauf,chris-weinkauf,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,6,,,22477,Todd Stapleman,todd-stapleman,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,7,,,10667,Jason Weinkauf,jason-weinkauf,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,8,,,7419,Don Turner,don-turner,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,9,,,11210,Jeremy Lepak,jeremy-lepak,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,10,,,13890,Keith Bohmsach,keith-bohmsach,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,11,,,14187,Ken Reiser,kenny-reiser,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,12,,,8381,"Eugene Gregorich, Jr.",eugene-gregorich-jr,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,13,,,13668,Judd Brandl,judd-brandl,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,14,,,15732,M.G. Gajewski,m-g-gajewski,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,15,,,13291,John Zimmerman,john-zimmerman,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,16,,,2911,"Brian Johnson, Jr.",brian-johnson-jr,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,17,,,14573,Kirby Kurth,kirby-kurth,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,18,,,8145,Elliott Weiler,elliott-weiler,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,19,,,20643,Scott Broughton,scott-broughton,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,20,,,6384,Dean Lapointe,dean-lapointe,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,21,,,null,John Fraiser,john-fraiser,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,22,,,22032,Terry Van Roy,terry-van-roy,,,,,,,feature,
2004-thomas-electric-75,,44,4,119,23,,,20139,Rory Melbinger,rory-melbinger,,,,,,,feature,
2004-creek-classic-100,,44,5,1,1,,,181,Adam Royle,adam-royle,,,,,,,feature,
2004-creek-classic-100,,44,5,1,2,,,3880,Charlie Menard,charlie-menard,,,,,,,feature,
