series_slug,series_name,season_year,race_number,race_date,race_date_raw,race_title,race_slug_guess,museum_event_slug_guess,race_url,track_display,track_name_from_url,track_slug_guess,museum_track_slug,track_slug_match_status,track_url,winner_name,winner_slug_guess,museum_winner_driver_slug,driver_slug_match_status,winner_url,source_name,source_url,source_file,import_status,review_notes
wisconsin-challenge-series,Wisconsin Challenge Series,2006,4,2006-05-29,29 May 2006,Memorial 100,2006-memorial-100,wisconsin-challenge-series-2006-04-memorial-100,https://www.thethirdturn.com/wiki/2006_Memorial_100,"Plover, WI",Golden Sands Speedway,golden-sands-speedway,golden-sands-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Kenny Richards,kenny-richards,kenny-richards,mapped,https://www.thethirdturn.com/wiki/Kenny_Richards,The Third Turn,https://www.thethirdturn.com/wiki/2006_Memorial_100,2006_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2006,5,2006-07-02,2 July 2006,North American Cup,2006-north-american-cup,wisconsin-challenge-series-2006-05-north-american-cup,https://www.thethirdturn.com/wiki/2006_North_American_Cup,"Wisconsin Dells, WI",Dells Raceway Park,dells-raceway-park,dells-raceway-park-wi,mapped,https://www.thethirdturn.com/wiki/Dells_Raceway_Park,Frank Kreyer,frank-kreyer,frank-kreyer,mapped,https://www.thethirdturn.com/wiki/Frank_Kreyer,The Third Turn,https://www.thethirdturn.com/wiki/2006_North_American_Cup,2006_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2006,6,2006-07-15,15 July 2006,Earth Inc./V & H Heavy Truck Mansfield 80,2006-earth-inc-v-and-h-heavy-truck-mansfield-80,wisconsin-challenge-series-2006-06-earth-inc-v-and-h-heavy-truck-mansfield-80,https://www.thethirdturn.com/wiki/2006_Earth_Inc./V_%26_H_Heavy_Truck_Mansfield_80,"Marshfield, WI",Marshfield Motor Speedway,marshfield-motor-speedway,marshfield-motor-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Nathan Haseleu,nathan-haseleu,nathan-haseleu,mapped,https://www.thethirdturn.com/wiki/Nathan_Haseleu,The Third Turn,https://www.thethirdturn.com/wiki/2006_Earth_Inc./V_%26_H_Heavy_Truck_Mansfield_80,2006_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2006,7,2006-07-29,29 July 2006,Power Playground 100,2006-power-playground-100,wisconsin-challenge-series-2006-07-power-playground-100,https://www.thethirdturn.com/wiki/2006_Power_Playground_100,"Plover, WI",Golden Sands Speedway,golden-sands-speedway,golden-sands-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Nathan Haseleu,nathan-haseleu,nathan-haseleu,mapped,https://www.thethirdturn.com/wiki/Nathan_Haseleu,The Third Turn,https://www.thethirdturn.com/wiki/2006_Power_Playground_100,2006_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2006,8,2006-08-19,19 August 2006,Blue Race (Overall),2006-blue-race-overall,wisconsin-challenge-series-2006-08-blue-race-overall,https://www.thethirdturn.com/wiki/2006_Blue_Race_(Overall),"Kaukauna, WI",Wisconsin International Raceway,wisconsin-international-raceway,wisconsin-international-raceway-wi,mapped,https://www.thethirdturn.com/wiki/Wisconsin_International_Raceway,Nathan Haseleu,nathan-haseleu,nathan-haseleu,mapped,https://www.thethirdturn.com/wiki/Nathan_Haseleu,The Third Turn,https://www.thethirdturn.com/wiki/2006_Blue_Race_(Overall),2006_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2006,9,2006-08-27,27 August 2006,Governor's Cup 50,2006-governors-cup-50,wisconsin-challenge-series-2006-09-governors-cup-50,https://www.thethirdturn.com/wiki/2006_Governor%27s_Cup_50,"West Allis, WI",Milwaukee Mile,milwaukee-mile,milwaukee-mile-wi,mapped,https://www.thethirdturn.com/wiki/Milwaukee_Mile,Nathan Haseleu,nathan-haseleu,nathan-haseleu,mapped,https://www.thethirdturn.com/wiki/Nathan_Haseleu,The Third Turn,https://www.thethirdturn.com/wiki/2006_Governor%27s_Cup_50,2006_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2006,10,2006-09-08,8 September 2006,Bryden Motors 100,2006-bryden-motors-100,wisconsin-challenge-series-2006-10-bryden-motors-100,https://www.thethirdturn.com/wiki/2006_Bryden_Motors_100,"Oregon, WI",Madison International Speedway,madison-international-speedway,madison-international-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Madison_International_Speedway,Steve Carlson,steve-carlson,steve-carlson,mapped,https://www.thethirdturn.com/wiki/Steve_Carlson,The Third Turn,https://www.thethirdturn.com/wiki/2006_Bryden_Motors_100,2006_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2006,11,2006-09-16,16 September 2006,WCS Championship 80,2006-wcs-championship-80,wisconsin-challenge-series-2006-11-wcs-championship-80,https://www.thethirdturn.com/wiki/2006_WCS_Championship_80,"Marshfield, WI",Marshfield Motor Speedway,marshfield-motor-speedway,marshfield-motor-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Neil Knoblock,neil-knoblock,neil-knoblock,mapped,https://www.thethirdturn.com/wiki/Neil_Knoblock,The Third Turn,https://www.thethirdturn.com/wiki/2006_WCS_Championship_80,2006_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2007,1,2007-04-15,15 April 2007,Spring Classic,2007-spring-classic,wisconsin-challenge-series-2007-01-spring-classic,https://www.thethirdturn.com/wiki/2007_Spring_Classic,"Loves Park, IL",Rockford Speedway,rockford-speedway,rockford-speedway-il,mapped,https://www.thethirdturn.com/wiki/Rockford_Speedway,Steve Rubeck,steve-rubeck,steve-rubeck,mapped,https://www.thethirdturn.com/wiki/Steve_Rubeck,The Third Turn,https://www.thethirdturn.com/wiki/2007_Spring_Classic,2007_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2007,2,2007-05-06,6 May 2007,Pepsi 100,2007-pepsi-100,wisconsin-challenge-series-2007-02-pepsi-100,https://www.thethirdturn.com/wiki/2007_Pepsi_100,"Oregon, WI",Madison International Speedway,madison-international-speedway,madison-international-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Madison_International_Speedway,Nathan Haseleu,nathan-haseleu,nathan-haseleu,mapped,https://www.thethirdturn.com/wiki/Nathan_Haseleu,The Third Turn,https://www.thethirdturn.com/wiki/2007_Pepsi_100,2007_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2007,3,2007-05-12,12 May 2007,WCS:2007-03,2007-wcs-2007-03,wisconsin-challenge-series-2007-03-wcs-2007-03,https://www.thethirdturn.com/wiki/WCS:2007-03,"Wisconsin Dells, WI",Dells Raceway Park,dells-raceway-park,dells-raceway-park-wi,mapped,https://www.thethirdturn.com/wiki/Dells_Raceway_Park,Nathan Haseleu,nathan-haseleu,nathan-haseleu,mapped,https://www.thethirdturn.com/wiki/Nathan_Haseleu,The Third Turn,https://www.thethirdturn.com/wiki/WCS:2007-03,2007_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2007,4,2007-05-28,28 May 2007,Memorial 100,2007-memorial-100,wisconsin-challenge-series-2007-04-memorial-100,https://www.thethirdturn.com/wiki/2007_Memorial_100,"Plover, WI",Golden Sands Speedway,golden-sands-speedway,golden-sands-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Jeremy Lepak,jeremy-lepak,jeremy-lepak,mapped,https://www.thethirdturn.com/wiki/Jeremy_Lepak,The Third Turn,https://www.thethirdturn.com/wiki/2007_Memorial_100,2007_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2007,5,2007-06-09,9 June 2007,Red Race No. 1,2007-red-race-no-1,wisconsin-challenge-series-2007-05-red-race-no-1,https://www.thethirdturn.com/wiki/2007_Red_Race_No._1,"Kaukauna, WI",Wisconsin International Raceway,wisconsin-international-raceway,wisconsin-international-raceway-wi,mapped,https://www.thethirdturn.com/wiki/Wisconsin_International_Raceway,Mike Gardner,mike-gardner,mike-gardner,mapped,https://www.thethirdturn.com/wiki/Mike_Gardner,The Third Turn,https://www.thethirdturn.com/wiki/2007_Red_Race_No._1,2007_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2007,6,2007-06-09,9 June 2007,Red Race No. 2,2007-red-race-no-2,wisconsin-challenge-series-2007-06-red-race-no-2,https://www.thethirdturn.com/wiki/2007_Red_Race_No._2,"Kaukauna, WI",Wisconsin International Raceway,wisconsin-international-raceway,wisconsin-international-raceway-wi,mapped,https://www.thethirdturn.com/wiki/Wisconsin_International_Raceway,Gregg Haese,gregg-haese,gregg-haese,mapped,https://www.thethirdturn.com/wiki/Gregg_Haese,The Third Turn,https://www.thethirdturn.com/wiki/2007_Red_Race_No._2,2007_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2007,7,2007-06-30,30 June 2007,North American Cup,2007-north-american-cup,wisconsin-challenge-series-2007-07-north-american-cup,https://www.thethirdturn.com/wiki/2007_North_American_Cup,"Wisconsin Dells, WI",Dells Raceway Park,dells-raceway-park,dells-raceway-park-wi,mapped,https://www.thethirdturn.com/wiki/Dells_Raceway_Park,Tim Rothe,tim-rothe,tim-rothe,mapped,https://www.thethirdturn.com/wiki/Tim_Rothe,The Third Turn,https://www.thethirdturn.com/wiki/2007_North_American_Cup,2007_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2007,8,2007-07-14,14 July 2007,V & H Heavy Truck 80,2007-v-and-h-heavy-truck-80,wisconsin-challenge-series-2007-08-v-and-h-heavy-truck-80,https://www.thethirdturn.com/wiki/2007_V_%26_H_Heavy_Truck_80,"Marshfield, WI",Marshfield Motor Speedway,marshfield-motor-speedway,marshfield-motor-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Kenny Richards,kenny-richards,kenny-richards,mapped,https://www.thethirdturn.com/wiki/Kenny_Richards,The Third Turn,https://www.thethirdturn.com/wiki/2007_V_%26_H_Heavy_Truck_80,2007_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2007,9,2007-07-27,27 July 2007,McCain Food Sands 100,2007-mccain-food-sands-100,wisconsin-challenge-series-2007-09-mccain-food-sands-100,https://www.thethirdturn.com/wiki/2007_McCain_Food_Sands_100,"Plover, WI",Golden Sands Speedway,golden-sands-speedway,golden-sands-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Steve Holzhausen,steve-holzhausen,steve-holzhausen,mapped,https://www.thethirdturn.com/wiki/Steve_Holzhausen,The Third Turn,https://www.thethirdturn.com/wiki/2007_McCain_Food_Sands_100,2007_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2007,10,2007-09-07,7 September 2007,Tribute to America 100,2007-tribute-to-america-100,wisconsin-challenge-series-2007-10-tribute-to-america-100,https://www.thethirdturn.com/wiki/2007_Tribute_to_America_100,"Oregon, WI",Madison International Speedway,madison-international-speedway,madison-international-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Madison_International_Speedway,Andy Monday,andy-monday,andy-monday,mapped,https://www.thethirdturn.com/wiki/Andy_Monday,The Third Turn,https://www.thethirdturn.com/wiki/2007_Tribute_to_America_100,2007_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2007,11,2007-09-15,15 September 2007,Championship 80,2007-championship-80,wisconsin-challenge-series-2007-11-championship-80,https://www.thethirdturn.com/wiki/2007_Championship_80,"Marshfield, WI",Marshfield Motor Speedway,marshfield-motor-speedway,marshfield-motor-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Mark Eswein,mark-eswein,mark-eswein,mapped,https://www.thethirdturn.com/wiki/Mark_Eswein,The Third Turn,https://www.thethirdturn.com/wiki/2007_Championship_80,2007_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2008,1,2008-05-26,26 May 2008,Memorial 100,2008-memorial-100,wisconsin-challenge-series-2008-01-memorial-100,https://www.thethirdturn.com/wiki/2008_Memorial_100,"Plover, WI",Golden Sands Speedway,golden-sands-speedway,golden-sands-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Chris Weinkauf,chris-weinkauf,chris-weinkauf,mapped,https://www.thethirdturn.com/wiki/Chris_Weinkauf,The Third Turn,https://www.thethirdturn.com/wiki/2008_Memorial_100,2008_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2008,2,2008-06-14,14 June 2008,Red Race,2008-red-race,wisconsin-challenge-series-2008-02-red-race,https://www.thethirdturn.com/wiki/2008_Red_Race,"Kaukauna, WI",Wisconsin International Raceway,wisconsin-international-raceway,wisconsin-international-raceway-wi,mapped,https://www.thethirdturn.com/wiki/Wisconsin_International_Raceway,Jeff Van Oudenhoven,jeff-van-oudenhoven,jeff-van-oudenhoven,mapped,https://www.thethirdturn.com/wiki/Jeff_Van_Oudenhoven,The Third Turn,https://www.thethirdturn.com/wiki/2008_Red_Race,2008_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2008,3,2008-07-05,5 July 2008,North American Cup,2008-north-american-cup,wisconsin-challenge-series-2008-03-north-american-cup,https://www.thethirdturn.com/wiki/2008_North_American_Cup,"Wisconsin Dells, WI",Dells Raceway Park,dells-raceway-park,dells-raceway-park-wi,mapped,https://www.thethirdturn.com/wiki/Dells_Raceway_Park,Steve Holzhausen,steve-holzhausen,steve-holzhausen,mapped,https://www.thethirdturn.com/wiki/Steve_Holzhausen,The Third Turn,https://www.thethirdturn.com/wiki/2008_North_American_Cup,2008_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2008,4,2008-07-19,19 July 2008,White Race,2008-white-race,wisconsin-challenge-series-2008-04-white-race,https://www.thethirdturn.com/wiki/2008_White_Race,"Kaukauna, WI",Wisconsin International Raceway,wisconsin-international-raceway,wisconsin-international-raceway-wi,mapped,https://www.thethirdturn.com/wiki/Wisconsin_International_Raceway,Tim Rothe,tim-rothe,tim-rothe,mapped,https://www.thethirdturn.com/wiki/Tim_Rothe,The Third Turn,https://www.thethirdturn.com/wiki/2008_White_Race,2008_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2008,5,2008-08-01,1 August 2008,Larry Detjens Memorial,2008-larry-detjens-memorial,wisconsin-challenge-series-2008-05-larry-detjens-memorial,https://www.thethirdturn.com/wiki/2008_Larry_Detjens_Memorial,"Plover, WI",Golden Sands Speedway,golden-sands-speedway,golden-sands-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,"Eugene Gregorich, Jr.",eugene-gregorich-jr,eugene-gregorich-jr,mapped,"https://www.thethirdturn.com/wiki/Eugene_Gregorich,_Jr.",The Third Turn,https://www.thethirdturn.com/wiki/2008_Larry_Detjens_Memorial,2008_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2008,6,2008-08-23,23 August 2008,WAXX 104.5/Budweiser 80,2008-waxx-104-5-budweiser-80,wisconsin-challenge-series-2008-06-waxx-104-5-budweiser-80,https://www.thethirdturn.com/wiki/2008_WAXX_104.5/Budweiser_80,"Marshfield, WI",Marshfield Motor Speedway,marshfield-motor-speedway,marshfield-motor-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Jeremy Lepak,jeremy-lepak,jeremy-lepak,mapped,https://www.thethirdturn.com/wiki/Jeremy_Lepak,The Third Turn,https://www.thethirdturn.com/wiki/2008_WAXX_104.5/Budweiser_80,2008_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2009,1,2009-05-25,25 May 2009,Memorial 100 (WCS),2009-memorial-100-wcs,wisconsin-challenge-series-2009-01-memorial-100-wcs,https://www.thethirdturn.com/wiki/2009_Memorial_100_(WCS),"Plover, WI",Golden Sands Speedway,golden-sands-speedway,golden-sands-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Mark Eswein,mark-eswein,mark-eswein,mapped,https://www.thethirdturn.com/wiki/Mark_Eswein,The Third Turn,https://www.thethirdturn.com/wiki/2009_Memorial_100_(WCS),2009_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2009,2,2009-06-13,13 June 2009,Nasonville Dairy/Weber's Farm Store 80,2009-nasonville-dairy-webers-farm-store-80,wisconsin-challenge-series-2009-02-nasonville-dairy-webers-farm-store-80,https://www.thethirdturn.com/wiki/2009_Nasonville_Dairy/Weber%27s_Farm_Store_80,"Marshfield, WI",Marshfield Motor Speedway,marshfield-motor-speedway,marshfield-motor-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Steve Holzhausen,steve-holzhausen,steve-holzhausen,mapped,https://www.thethirdturn.com/wiki/Steve_Holzhausen,The Third Turn,https://www.thethirdturn.com/wiki/2009_Nasonville_Dairy/Weber%27s_Farm_Store_80,2009_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2009,3,2009-07-04,4 July 2009,North American Cup sponsored by 3D Construction & Great Lakes Components,2009-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,wisconsin-challenge-series-2009-03-north-american-cup-sponsored-by-3d-construction-and-great-lakes-components,https://www.thethirdturn.com/wiki/2009_North_American_Cup_sponsored_by_3D_Construction_%26_Great_Lakes_Components,"Wisconsin Dells, WI",Dells Raceway Park,dells-raceway-park,dells-raceway-park-wi,mapped,https://www.thethirdturn.com/wiki/Dells_Raceway_Park,Chris Weinkauf,chris-weinkauf,chris-weinkauf,mapped,https://www.thethirdturn.com/wiki/Chris_Weinkauf,The Third Turn,https://www.thethirdturn.com/wiki/2009_North_American_Cup_sponsored_by_3D_Construction_%26_Great_Lakes_Components,2009_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2009,4,2009-07-31,31 July 2009,Larry Detjens Memorial,2009-larry-detjens-memorial,wisconsin-challenge-series-2009-04-larry-detjens-memorial,https://www.thethirdturn.com/wiki/2009_Larry_Detjens_Memorial,"Plover, WI",Golden Sands Speedway,golden-sands-speedway,golden-sands-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Andrew Morrissey,andrew-morrissey,andrew-morrissey,mapped,https://www.thethirdturn.com/wiki/Andrew_Morrissey,The Third Turn,https://www.thethirdturn.com/wiki/2009_Larry_Detjens_Memorial,2009_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2009,5,2009-09-13,13 September 2009,WCS Championship 80,2009-wcs-championship-80,wisconsin-challenge-series-2009-05-wcs-championship-80,https://www.thethirdturn.com/wiki/2009_WCS_Championship_80,"Marshfield, WI",Marshfield Motor Speedway,marshfield-motor-speedway,marshfield-motor-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Skylar Holzhausen,skylar-holzhausen,skylar-holzhausen,mapped,https://www.thethirdturn.com/wiki/Skylar_Holzhausen,The Third Turn,https://www.thethirdturn.com/wiki/2009_WCS_Championship_80,2009_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2017,1,2017-06-01,1 June 2017,WCS:2017-01,2017-wcs-2017-01,wisconsin-challenge-series-2017-01-wcs-2017-01,https://www.thethirdturn.com/wiki/WCS:2017-01,"Wausau, WI",State Park Speedway,state-park-speedway,state-park-speedway-wi,mapped,https://www.thethirdturn.com/wiki/State_Park_Speedway,Dalton Zehr,dalton-zehr,dalton-zehr,mapped,https://www.thethirdturn.com/wiki/Dalton_Zehr,The Third Turn,https://www.thethirdturn.com/wiki/WCS:2017-01,2017_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2017,2,2017-06-24,24 June 2017,WCS:2017-02,2017-wcs-2017-02,wisconsin-challenge-series-2017-02-wcs-2017-02,https://www.thethirdturn.com/wiki/WCS:2017-02,"Wisconsin Dells, WI",Dells Raceway Park,dells-raceway-park,dells-raceway-park-wi,mapped,https://www.thethirdturn.com/wiki/Dells_Raceway_Park,Andrew Morrissey,andrew-morrissey,andrew-morrissey,mapped,https://www.thethirdturn.com/wiki/Andrew_Morrissey,The Third Turn,https://www.thethirdturn.com/wiki/WCS:2017-02,2017_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2017,3,2017-07-14,14 July 2017,WCS:2017-03,2017-wcs-2017-03,wisconsin-challenge-series-2017-03-wcs-2017-03,https://www.thethirdturn.com/wiki/WCS:2017-03,"Plover, WI",Golden Sands Speedway,golden-sands-speedway,golden-sands-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Chris Weinkauf,chris-weinkauf,chris-weinkauf,mapped,https://www.thethirdturn.com/wiki/Chris_Weinkauf,The Third Turn,https://www.thethirdturn.com/wiki/WCS:2017-03,2017_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2017,4,2017-08-19,19 August 2017,WCS:2017-04,2017-wcs-2017-04,wisconsin-challenge-series-2017-04-wcs-2017-04,https://www.thethirdturn.com/wiki/WCS:2017-04,"Marshfield, WI",Marshfield Motor Speedway,marshfield-motor-speedway,marshfield-motor-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Chris Weinkauf,chris-weinkauf,chris-weinkauf,mapped,https://www.thethirdturn.com/wiki/Chris_Weinkauf,The Third Turn,https://www.thethirdturn.com/wiki/WCS:2017-04,2017_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2018,1,2018-06-28,28 June 2018,WCS:2018-01,2018-wcs-2018-01,wisconsin-challenge-series-2018-01-wcs-2018-01,https://www.thethirdturn.com/wiki/WCS:2018-01,"Wausau, WI",State Park Speedway,state-park-speedway,state-park-speedway-wi,mapped,https://www.thethirdturn.com/wiki/State_Park_Speedway,Luke Fenhaus,luke-fenhaus,luke-fenhaus,mapped,https://www.thethirdturn.com/wiki/Luke_Fenhaus,The Third Turn,https://www.thethirdturn.com/wiki/WCS:2018-01,2018_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2018,2,2018-07-04,4 July 2018,Wegner Motorsports 75 presented by Ho-Chunk Gaming,2018-wegner-motorsports-75-presented-by-ho-chunk-gaming,wisconsin-challenge-series-2018-02-wegner-motorsports-75-presented-by-ho-chunk-gaming,https://www.thethirdturn.com/wiki/2018_Wegner_Motorsports_75_presented_by_Ho-Chunk_Gaming,"Plover, WI",Golden Sands Speedway,golden-sands-speedway,golden-sands-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Mike Lichtfeld,mike-lichtfeld,mike-lichtfeld,mapped,https://www.thethirdturn.com/wiki/Mike_Lichtfeld,The Third Turn,https://www.thethirdturn.com/wiki/2018_Wegner_Motorsports_75_presented_by_Ho-Chunk_Gaming,2018_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2018,3,2018-08-11,11 August 2018,WCS:2018-03,2018-wcs-2018-03,wisconsin-challenge-series-2018-03-wcs-2018-03,https://www.thethirdturn.com/wiki/WCS:2018-03,"Marshfield, WI",Marshfield Motor Speedway,marshfield-motor-speedway,marshfield-motor-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Dalton Zehr,dalton-zehr,dalton-zehr,mapped,https://www.thethirdturn.com/wiki/Dalton_Zehr,The Third Turn,https://www.thethirdturn.com/wiki/WCS:2018-03,2018_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2018,4,2018-09-08,8 September 2018,WCS:2018-04,2018-wcs-2018-04,wisconsin-challenge-series-2018-04-wcs-2018-04,https://www.thethirdturn.com/wiki/WCS:2018-04,"Wisconsin Dells, WI",Dells Raceway Park,dells-raceway-park,dells-raceway-park-wi,mapped,https://www.thethirdturn.com/wiki/Dells_Raceway_Park,Ryan Farrell,ryan-farrell,ryan-farrell,mapped,https://www.thethirdturn.com/wiki/Ryan_Farrell,The Third Turn,https://www.thethirdturn.com/wiki/WCS:2018-04,2018_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2019,1,2019-06-06,6 June 2019,WCS:2019-01,2019-wcs-2019-01,wisconsin-challenge-series-2019-01-wcs-2019-01,https://www.thethirdturn.com/wiki/WCS:2019-01,"Wausau, WI",State Park Speedway,state-park-speedway,state-park-speedway-wi,mapped,https://www.thethirdturn.com/wiki/State_Park_Speedway,John Beale,john-beale,john-beale,mapped,https://www.thethirdturn.com/wiki/John_Beale,The Third Turn,https://www.thethirdturn.com/wiki/WCS:2019-01,2019_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2019,2,2019-07-13,13 July 2019,WCS:2019-02,2019-wcs-2019-02,wisconsin-challenge-series-2019-02-wcs-2019-02,https://www.thethirdturn.com/wiki/WCS:2019-02,"Marshfield, WI",Marshfield Motor Speedway,marshfield-motor-speedway,marshfield-motor-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,John Beale,john-beale,john-beale,mapped,https://www.thethirdturn.com/wiki/John_Beale,The Third Turn,https://www.thethirdturn.com/wiki/WCS:2019-02,2019_wisconsin_challenge_series.html,review,
wisconsin-challenge-series,Wisconsin Challenge Series,2019,3,2019-08-09,9 August 2019,WCS:2019-03,2019-wcs-2019-03,wisconsin-challenge-series-2019-03-wcs-2019-03,https://www.thethirdturn.com/wiki/WCS:2019-03,"Plover, WI",Golden Sands Speedway,golden-sands-speedway,golden-sands-speedway-wi,mapped,https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Jordan Thiel,jordan-thiel,jordan-thiel,mapped,https://www.thethirdturn.com/wiki/Jordan_Thiel,The Third Turn,https://www.thethirdturn.com/wiki/WCS:2019-03,2019_wisconsin_challenge_series.html,review,
